# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Peve_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "lncRNA_counts_matrix.txt" "RNA-POR-71.sorted.bam" "RNA-POR-73.sorted.bam" "RNA-POR-76.sorted.bam" "RNA-POR-79.sorted.bam" "RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POR-71.sorted.bam	RNA-POR-73.sorted.bam	RNA-POR-76.sorted.bam	RNA-POR-79.sorted.bam	RNA-POR-82.sorted.bam
lncRNA_5743	Porites_evermani_scaffold_615	218009	218278	+	270	2	4	32	6	2
lncRNA_5744	Porites_evermani_scaffold_6157	4937	5648	+	712	7	9	24	24	87
lncRNA_5745	Porites_evermani_scaffold_6158	5599	5810	+	212	7	3	34	0	13
lncRNA_5746	Porites_evermani_scaffold_616	150373	158155	+	7783	3	0	76	6	2
lncRNA_5747	Porites_evermani_scaffold_616	114641	116423	+	1783	280	70	0	0	345
lncRNA_5748	Porites_evermani_scaffold_6162	6980	7191	+	212	16	10	0	25	0
lncRNA_5749	Porites_evermani_scaffold_6163	3791	7335	+	3545	362	93	978	486	489
lncRNA_5750	Porites_evermani_scaffold_6164	1534	1895	+	362	21	6	64	0	12
lncRNA_5751	Porites_evermani_scaffold_6168	15	1126	+	1112	97	125	42	0	89
lncRNA_5752	Porites_evermani_scaffold_6173	171	3401	+	3231	0	0	0	0	0
lncRNA_5753	Porites_evermani_scaffold_6173	171	5981	+	5811	0	15	0	16	18
lncRNA_5754	Porites_evermani_scaffold_6174	4514	7259	+	2746	0	104	8	345	419
lncRNA_5755	Porites_evermani_scaffold_6177	778	2930	+	2153	2	327	0	4	14
lncRNA_5756	Porites_evermani_scaffold_618	212498	220283	+	7786	83	6	31	6	175
lncRNA_5757	Porites_evermani_scaffold_6184	918	4740	+	3823	51	18	33	46	71
lncRNA_5758	Porites_evermani_scaffold_6184	383	696	+	314	0	0	36	0	0
lncRNA_5759	Porites_evermani_scaffold_6187	5516	5957	+	442	590	242	500	289	553
lncRNA_5760	Porites_evermani_scaffold_6188	6799	7197	+	399	63	11	67	38	72
lncRNA_5761	Porites_evermani_scaffold_6189	1	1724	+	1724	40	0	56	0	77
lncRNA_5762	Porites_evermani_scaffold_619	128781	129012	+	232	5	2	29	9	20
lncRNA_5763	Porites_evermani_scaffold_6191	4158	5779	+	1622	90	16	487	224	98
lncRNA_5764	Porites_evermani_scaffold_6191	6015	6347	+	333	4	0	52	2	0
lncRNA_5765	Porites_evermani_scaffold_6194	32	274	+	243	0	6	28	0	0
lncRNA_5766	Porites_evermani_scaffold_6199	6092	6625	+	534	35	0	53	2	0
lncRNA_5767	Porites_evermani_scaffold_62	1966	3397	+	1432	23	5	30	4	0
lncRNA_5768	Porites_evermani_scaffold_62	65670	67901	+	2232	53	6	0	0	67
lncRNA_5769	Porites_evermani_scaffold_62	212039	212855	+	817	0	0	15	0	2
lncRNA_5770	Porites_evermani_scaffold_62	4140	4516	+	377	90	7	122	57	32
lncRNA_5771	Porites_evermani_scaffold_62	262681	263015	+	335	83	25	99	74	79
lncRNA_5772	Porites_evermani_scaffold_62	264332	264648	+	317	0	0	39	0	3
lncRNA_5773	Porites_evermani_scaffold_62	622311	624310	+	2000	445	66	385	196	442
lncRNA_5774	Porites_evermani_scaffold_620	103945	104331	+	387	0	0	28	0	0
lncRNA_5775	Porites_evermani_scaffold_620	88248	88482	+	235	1	4	32	0	0
lncRNA_5776	Porites_evermani_scaffold_620	99821	100520	+	700	60	47	138	53	97
lncRNA_5777	Porites_evermani_scaffold_6200	2110	2427	+	318	0	12	0	2	41
lncRNA_5778	Porites_evermani_scaffold_6204	5786	6923	+	1138	5	0	63	6	1
lncRNA_5779	Porites_evermani_scaffold_6204	1	1297	+	1297	172	12	47	170	0
lncRNA_5780	Porites_evermani_scaffold_6206	4035	6107	+	2073	6	0	34	6	0
lncRNA_5781	Porites_evermani_scaffold_621	75302	77978	+	2677	2683	870	1305	2129	7087
lncRNA_5782	Porites_evermani_scaffold_621	22564	22955	+	392	0	0	48	0	1
lncRNA_5783	Porites_evermani_scaffold_621	192384	192632	+	249	11	0	23	15	16
lncRNA_5784	Porites_evermani_scaffold_622	106607	108139	+	1533	0	0	0	0	0
lncRNA_5785	Porites_evermani_scaffold_622	105224	125901	+	20678	0	0	0	0	0
lncRNA_5786	Porites_evermani_scaffold_622	105226	125901	+	20676	0	0	0	0	0
lncRNA_5787	Porites_evermani_scaffold_622	105261	125901	+	20641	0	0	0	0	0
lncRNA_5788	Porites_evermani_scaffold_622	100702	101001	+	300	96	29	62	67	135
lncRNA_5789	Porites_evermani_scaffold_6226	132	6763	+	6632	255	111	6	235	2
lncRNA_5790	Porites_evermani_scaffold_6228	1	250	+	250	71	31	68	7	118
lncRNA_5791	Porites_evermani_scaffold_6228	1353	3351	+	1999	1090	633	1488	762	1658
lncRNA_5792	Porites_evermani_scaffold_623	7549	10564	+	3016	38	0	197	30	12
lncRNA_5793	Porites_evermani_scaffold_623	18648	18857	+	210	0	0	24	0	0
lncRNA_5794	Porites_evermani_scaffold_6235	4418	4788	+	371	10	12	109	8	31
lncRNA_5795	Porites_evermani_scaffold_6235	711	1566	+	856	169	141	801	114	154
lncRNA_5796	Porites_evermani_scaffold_6236	5601	5824	+	224	4	2	27	4	3
lncRNA_5797	Porites_evermani_scaffold_624	185315	191867	+	6553	0	0	0	0	0
lncRNA_5798	Porites_evermani_scaffold_624	185328	191867	+	6540	0	0	0	0	0
lncRNA_5799	Porites_evermani_scaffold_624	218228	218524	+	297	0	0	26	0	25
lncRNA_5800	Porites_evermani_scaffold_625	45616	46204	+	589	82	0	112	22	28
lncRNA_5801	Porites_evermani_scaffold_625	64133	65041	+	909	149	32	0	10	84
lncRNA_5802	Porites_evermani_scaffold_6251	19	4015	+	3997	29	0	192	23	32
lncRNA_5803	Porites_evermani_scaffold_6251	4574	5950	+	1377	12	3	32	9	9
lncRNA_5804	Porites_evermani_scaffold_6258	1	1794	+	1794	3	5	21	9	5478
lncRNA_5805	Porites_evermani_scaffold_6258	4739	6388	+	1650	15	19	67	34	12228
lncRNA_5806	Porites_evermani_scaffold_626	170188	177004	+	6817	6	860	9	440	71
lncRNA_5807	Porites_evermani_scaffold_626	170209	173627	+	3419	0	0	0	0	0
lncRNA_5808	Porites_evermani_scaffold_6264	1303	5898	+	4596	9	4	85	41	79
lncRNA_5809	Porites_evermani_scaffold_627	84208	84418	+	211	47	21	8	1	20
lncRNA_5810	Porites_evermani_scaffold_628	206352	214978	+	8627	0	0	0	0	0
lncRNA_5811	Porites_evermani_scaffold_628	206950	214978	+	8029	0	0	0	0	0
lncRNA_5812	Porites_evermani_scaffold_628	209487	214978	+	5492	0	0	0	0	0
lncRNA_5813	Porites_evermani_scaffold_628	115775	118674	+	2900	1060	373	938	446	1017
lncRNA_5814	Porites_evermani_scaffold_6285	5273	5628	+	356	0	0	107	39	0
lncRNA_5815	Porites_evermani_scaffold_6292	1	783	+	783	2	1	2	53	644
lncRNA_5816	Porites_evermani_scaffold_6299	5010	5881	+	872	56	0	2	58	287
lncRNA_5817	Porites_evermani_scaffold_63	99976	100191	+	216	0	0	34	0	1
lncRNA_5818	Porites_evermani_scaffold_63	137413	137635	+	223	16	0	29	2	11
lncRNA_5819	Porites_evermani_scaffold_630	17265	17532	+	268	0	0	34	0	1
lncRNA_5820	Porites_evermani_scaffold_630	63798	64666	+	869	26	7	2	1	71
lncRNA_5821	Porites_evermani_scaffold_630	150632	150865	+	234	0	0	48	1	6
lncRNA_5822	Porites_evermani_scaffold_630	156676	156945	+	270	0	0	26	0	0
lncRNA_5823	Porites_evermani_scaffold_6311	1	1021	+	1021	9	359	6	5	6
lncRNA_5824	Porites_evermani_scaffold_6315	793	2822	+	2030	4	49	146	0	117
lncRNA_5825	Porites_evermani_scaffold_6317	1	1106	+	1106	523	731	582	738	744
lncRNA_5826	Porites_evermani_scaffold_632	57943	58181	+	239	0	0	30	1	0
lncRNA_5827	Porites_evermani_scaffold_632	117017	117542	+	526	0	0	64	0	2
lncRNA_5828	Porites_evermani_scaffold_6323	421	2946	+	2526	60	0	0	73	0
lncRNA_5829	Porites_evermani_scaffold_6328	324	715	+	392	2	4	48	0	10
lncRNA_5830	Porites_evermani_scaffold_6329	819	4062	+	3244	409	29	60	193	607
lncRNA_5831	Porites_evermani_scaffold_633	118862	119355	+	494	0	4	75	10	0
lncRNA_5832	Porites_evermani_scaffold_6332	11	2695	+	2685	7	74	15	31	67
lncRNA_5833	Porites_evermani_scaffold_6333	3769	5852	+	2084	27	6	53	27	52
lncRNA_5834	Porites_evermani_scaffold_6334	2295	4760	+	2466	0	4	2	0	201
lncRNA_5835	Porites_evermani_scaffold_6334	2850	4760	+	1911	0	0	0	0	0
lncRNA_5836	Porites_evermani_scaffold_6334	585	1628	+	1044	0	0	0	0	253
lncRNA_5837	Porites_evermani_scaffold_634	51319	53831	+	2513	483	168	434	280	914
lncRNA_5838	Porites_evermani_scaffold_634	169878	171079	+	1202	22	56	0	34	431
lncRNA_5839	Porites_evermani_scaffold_634	103188	113581	+	10394	154	25	62	55	217
lncRNA_5840	Porites_evermani_scaffold_6342	3275	4972	+	1698	5446	21	52	25	8089
lncRNA_5841	Porites_evermani_scaffold_6345	1663	5885	+	4223	12	2	83	19	52
lncRNA_5842	Porites_evermani_scaffold_6348	39	1240	+	1202	29	18	144	9	41
lncRNA_5843	Porites_evermani_scaffold_635	3615	8593	+	4979	32	67	24	22	78
lncRNA_5844	Porites_evermani_scaffold_635	75	2828	+	2754	10	22	0	8	18
lncRNA_5845	Porites_evermani_scaffold_635	12447	12766	+	320	0	0	30	0	0
lncRNA_5846	Porites_evermani_scaffold_635	62724	62987	+	264	0	0	23	0	0
lncRNA_5847	Porites_evermani_scaffold_635	80155	80836	+	682	759	433	1548	813	1196
lncRNA_5848	Porites_evermani_scaffold_6353	3456	5858	+	2403	283	167	77	377	779
lncRNA_5849	Porites_evermani_scaffold_6356	575	1783	+	1209	43	21	73	34	70
lncRNA_5850	Porites_evermani_scaffold_636	646	5377	+	4732	0	0	8	0	0
lncRNA_5851	Porites_evermani_scaffold_636	1990	5377	+	3388	0	0	0	0	0
lncRNA_5852	Porites_evermani_scaffold_636	117960	119311	+	1352	9	0	28	25	34
lncRNA_5853	Porites_evermani_scaffold_636	48013	48252	+	240	0	2	44	0	2
lncRNA_5854	Porites_evermani_scaffold_6361	5182	5469	+	288	2	0	54	0	3
lncRNA_5855	Porites_evermani_scaffold_6362	2687	5026	+	2340	2	80	30	34	60
lncRNA_5856	Porites_evermani_scaffold_6366	462	2282	+	1821	115	49	30	123	505
lncRNA_5857	Porites_evermani_scaffold_6367	4141	4391	+	251	42	6	36	11	17
lncRNA_5858	Porites_evermani_scaffold_637	148000	148830	+	831	138	0	29	5	0
lncRNA_5859	Porites_evermani_scaffold_637	67223	67476	+	254	27	21	51	0	7
lncRNA_5860	Porites_evermani_scaffold_6377	3295	3554	+	260	11	0	0	74	48
lncRNA_5861	Porites_evermani_scaffold_638	70499	70934	+	436	8	0	17	3	11
lncRNA_5862	Porites_evermani_scaffold_6386	3673	4564	+	892	4	10	211	0	0
lncRNA_5863	Porites_evermani_scaffold_6386	5064	5751	+	688	27	12	759	31	86
lncRNA_5864	Porites_evermani_scaffold_639	71384	71977	+	594	26	6	97	10	14
lncRNA_5865	Porites_evermani_scaffold_639	72312	72531	+	220	15	4	71	3	5
lncRNA_5866	Porites_evermani_scaffold_639	100500	100797	+	298	4	0	32	1	14
lncRNA_5867	Porites_evermani_scaffold_639	101973	102196	+	224	4	0	28	6	7
lncRNA_5868	Porites_evermani_scaffold_639	102808	103062	+	255	0	0	44	3	14
lncRNA_5869	Porites_evermani_scaffold_639	214518	215420	+	903	4	2	22	9	0
lncRNA_5870	Porites_evermani_scaffold_6393	1	3501	+	3501	180	40	47	8	12
lncRNA_5871	Porites_evermani_scaffold_64	437921	440244	+	2324	13	12	10	17	59
lncRNA_5872	Porites_evermani_scaffold_64	438214	440244	+	2031	0	0	0	0	0
lncRNA_5873	Porites_evermani_scaffold_64	572261	581444	+	9184	429	65	32	265	605
lncRNA_5874	Porites_evermani_scaffold_64	103385	103909	+	525	4	0	71	30	57
lncRNA_5875	Porites_evermani_scaffold_64	107036	107251	+	216	0	1	2	0	5
lncRNA_5876	Porites_evermani_scaffold_6402	3443	5688	+	2246	118	28	315	116	240
lncRNA_5877	Porites_evermani_scaffold_6406	1495	5688	+	4194	21	19	340	34	250
lncRNA_5878	Porites_evermani_scaffold_6407	3603	3833	+	231	0	1	2	1	7
lncRNA_5879	Porites_evermani_scaffold_641	62103	64027	+	1925	14	1	1	4	7
lncRNA_5880	Porites_evermani_scaffold_6415	110	1579	+	1470	22	0	66	31	31
lncRNA_5881	Porites_evermani_scaffold_642	171982	173867	+	1886	6	22	38	21	25
lncRNA_5882	Porites_evermani_scaffold_642	48989	51000	+	2012	31	4	0	2	467
lncRNA_5883	Porites_evermani_scaffold_642	213378	213609	+	232	0	0	0	15	0
lncRNA_5884	Porites_evermani_scaffold_6424	3452	4398	+	947	19	0	72	1	29
lncRNA_5885	Porites_evermani_scaffold_6426	1143	1389	+	247	1	1	26	2	1
lncRNA_5886	Porites_evermani_scaffold_6430	4289	4889	+	601	100	20	0	22	28
lncRNA_5887	Porites_evermani_scaffold_6433	1947	2649	+	703	4673	1172	1497	1784	908
lncRNA_5888	Porites_evermani_scaffold_6433	5382	5644	+	263	3131	451	1081	807	405
lncRNA_5889	Porites_evermani_scaffold_6434	3773	5068	+	1296	8	8	77	0	13
lncRNA_5890	Porites_evermani_scaffold_6439	29	769	+	741	298	26	41	141	331
lncRNA_5891	Porites_evermani_scaffold_644	25751	26592	+	842	8	314	1	9	55
lncRNA_5892	Porites_evermani_scaffold_644	33900	34745	+	846	360	280	197	115	586
lncRNA_5893	Porites_evermani_scaffold_644	121956	123779	+	1824	208	95	344	21	163
lncRNA_5894	Porites_evermani_scaffold_644	39482	39708	+	227	12	0	32	2	3
lncRNA_5895	Porites_evermani_scaffold_644	41100	41831	+	732	43	0	78	8	2
lncRNA_5896	Porites_evermani_scaffold_644	44907	45221	+	315	0	1	29	0	1
lncRNA_5897	Porites_evermani_scaffold_644	96333	96535	+	203	0	0	36	0	19
lncRNA_5898	Porites_evermani_scaffold_6440	3786	5567	+	1782	81	16	264	30	82
lncRNA_5899	Porites_evermani_scaffold_6443	132	2510	+	2379	74	42	32	39	0
lncRNA_5900	Porites_evermani_scaffold_6448	34	5447	+	5414	592	0	156	235	124
lncRNA_5901	Porites_evermani_scaffold_645	97864	102462	+	4599	0	0	0	0	0
lncRNA_5902	Porites_evermani_scaffold_645	97868	101640	+	3773	0	0	0	0	0
lncRNA_5903	Porites_evermani_scaffold_645	114953	118367	+	3415	21	4	83	23	18
lncRNA_5904	Porites_evermani_scaffold_645	97864	102455	+	4592	0	0	0	0	0
lncRNA_5905	Porites_evermani_scaffold_6451	2165	5427	+	3263	6	1	91	0	2
lncRNA_5906	Porites_evermani_scaffold_646	47519	49834	+	2316	182	0	0	455	2
lncRNA_5907	Porites_evermani_scaffold_646	65045	65616	+	572	0	21	83	0	8
lncRNA_5908	Porites_evermani_scaffold_646	118484	118787	+	304	2	0	34	0	0
lncRNA_5909	Porites_evermani_scaffold_6468	677	2202	+	1526	32	15	120	24	112
lncRNA_5910	Porites_evermani_scaffold_6469	4533	4789	+	257	0	0	26	0	5
lncRNA_5911	Porites_evermani_scaffold_647	213440	214099	+	660	12	4	55	21	6
lncRNA_5912	Porites_evermani_scaffold_647	123631	127583	+	3953	40	31	52	18	10
lncRNA_5913	Porites_evermani_scaffold_647	150939	151969	+	1031	108	53	103	13	43
lncRNA_5914	Porites_evermani_scaffold_6470	1424	2833	+	1410	77	14	412	33	94
lncRNA_5915	Porites_evermani_scaffold_648	13692	15255	+	1564	0	6	78	3	2
lncRNA_5916	Porites_evermani_scaffold_648	4750	4960	+	211	0	0	26	0	0
lncRNA_5917	Porites_evermani_scaffold_6484	2592	5536	+	2945	104	40	34	25	47
lncRNA_5918	Porites_evermani_scaffold_6484	1143	1526	+	384	42	10	37	38	28
lncRNA_5919	Porites_evermani_scaffold_649	32427	32696	+	270	42	0	0	2	31
lncRNA_5920	Porites_evermani_scaffold_6493	1	1418	+	1418	267	144	0	2	0
lncRNA_5921	Porites_evermani_scaffold_6495	435	5509	+	5075	418	112	743	521	507
lncRNA_5922	Porites_evermani_scaffold_6499	1	2688	+	2688	3630	911	139	428	2536
lncRNA_5923	Porites_evermani_scaffold_6499	3755	5499	+	1745	225	108	42	150	211
lncRNA_5924	Porites_evermani_scaffold_65	433061	434623	+	1563	10	0	54	0	2
lncRNA_5925	Porites_evermani_scaffold_65	535580	537790	+	2211	1291	1022	1353	784	1767
lncRNA_5926	Porites_evermani_scaffold_65	232109	232520	+	412	35	42	30	141	17
lncRNA_5927	Porites_evermani_scaffold_65	235809	238322	+	2514	155	149	442	498	140
lncRNA_5928	Porites_evermani_scaffold_65	255653	256553	+	901	89	97	121	406	42
lncRNA_5929	Porites_evermani_scaffold_65	263571	267571	+	4001	838	6	390	182	0
lncRNA_5930	Porites_evermani_scaffold_65	311664	312434	+	771	54	13	101	8	104
lncRNA_5931	Porites_evermani_scaffold_65	420243	420453	+	211	6	0	38	0	6
lncRNA_5932	Porites_evermani_scaffold_65	474130	474342	+	213	0	0	25	6	0
lncRNA_5933	Porites_evermani_scaffold_650	68978	69199	+	222	1	0	29	11	0
lncRNA_5934	Porites_evermani_scaffold_6504	1204	4784	+	3581	224	40	307	105	157
lncRNA_5935	Porites_evermani_scaffold_6504	282	601	+	320	1	0	37	2	0
lncRNA_5936	Porites_evermani_scaffold_651	210557	213083	+	2527	218	22	301	156	313
lncRNA_5937	Porites_evermani_scaffold_651	16	805	+	790	27	66	20	7	98
lncRNA_5938	Porites_evermani_scaffold_6510	1039	5007	+	3969	52	44	53	34	21
lncRNA_5939	Porites_evermani_scaffold_6513	1497	1888	+	392	5	8	56	18	32
lncRNA_5940	Porites_evermani_scaffold_6516	4812	5088	+	277	11	10	77	0	0
lncRNA_5941	Porites_evermani_scaffold_652	50549	50799	+	251	0	0	0	0	22
lncRNA_5942	Porites_evermani_scaffold_6524	2922	5453	+	2532	40	26	48	4	157
lncRNA_5943	Porites_evermani_scaffold_6526	21	1352	+	1332	0	5	0	0	1
lncRNA_5944	Porites_evermani_scaffold_6526	2725	5355	+	2631	3	34	0	0	0
lncRNA_5945	Porites_evermani_scaffold_653	62515	63943	+	1429	6	2	5	9	14
lncRNA_5946	Porites_evermani_scaffold_653	62517	63908	+	1392	0	0	0	0	0
lncRNA_5947	Porites_evermani_scaffold_653	156706	158399	+	1694	3	10	466	26	76
lncRNA_5948	Porites_evermani_scaffold_653	84251	86570	+	2320	10	7	36	2	26
lncRNA_5949	Porites_evermani_scaffold_653	211006	211563	+	558	411	175	344	170	525
lncRNA_5950	Porites_evermani_scaffold_6530	3476	5150	+	1675	543	246	543	378	530
lncRNA_5951	Porites_evermani_scaffold_6532	3584	5431	+	1848	66	2	25	0	3
lncRNA_5952	Porites_evermani_scaffold_6532	8	1572	+	1565	0	11	93	208	37
lncRNA_5953	Porites_evermani_scaffold_6540	2080	2409	+	330	8	4	0	2	46
lncRNA_5954	Porites_evermani_scaffold_6545	2587	3490	+	904	0	0	2	0	0
lncRNA_5955	Porites_evermani_scaffold_6550	230	3341	+	3112	48	35	12	35	292
lncRNA_5956	Porites_evermani_scaffold_656	39178	53005	+	13828	0	0	0	0	0
lncRNA_5957	Porites_evermani_scaffold_656	39184	53005	+	13822	0	0	0	0	0
lncRNA_5958	Porites_evermani_scaffold_656	39187	53005	+	13819	0	0	0	0	0
lncRNA_5959	Porites_evermani_scaffold_656	85332	97888	+	12557	0	0	0	0	0
lncRNA_5960	Porites_evermani_scaffold_656	85336	97888	+	12553	0	0	0	0	0
lncRNA_5961	Porites_evermani_scaffold_656	197621	199846	+	2226	112	68	88	74	186
lncRNA_5962	Porites_evermani_scaffold_656	107498	108961	+	1464	267	66	285	99	150
lncRNA_5963	Porites_evermani_scaffold_656	129656	130162	+	507	0	0	62	0	5
lncRNA_5964	Porites_evermani_scaffold_657	13963	17091	+	3129	1032	238	1005	609	1005
lncRNA_5965	Porites_evermani_scaffold_6575	1923	5099	+	3177	0	96	0	37	68
lncRNA_5966	Porites_evermani_scaffold_658	186359	186769	+	411	0	9	69	4	4
lncRNA_5967	Porites_evermani_scaffold_6583	1	1007	+	1007	72	0	129	124	126
lncRNA_5968	Porites_evermani_scaffold_659	109035	111747	+	2713	157	58	348	120	996
lncRNA_5969	Porites_evermani_scaffold_659	47942	61559	+	13618	0	0	0	0	0
lncRNA_5970	Porites_evermani_scaffold_659	47992	61559	+	13568	0	0	0	0	0
lncRNA_5971	Porites_evermani_scaffold_659	48173	61559	+	13387	0	0	0	0	0
lncRNA_5972	Porites_evermani_scaffold_659	48174	61559	+	13386	0	0	0	0	0
lncRNA_5973	Porites_evermani_scaffold_659	113941	114452	+	512	12	15	1095	17	1669
lncRNA_5974	Porites_evermani_scaffold_6590	1	1616	+	1616	150	42	120	83	243
lncRNA_5975	Porites_evermani_scaffold_6598	1014	2396	+	1383	32	26	65	36	21
lncRNA_5976	Porites_evermani_scaffold_66	377999	380668	+	2670	0	0	0	0	0
lncRNA_5977	Porites_evermani_scaffold_66	378000	380668	+	2669	0	0	0	0	0
lncRNA_5978	Porites_evermani_scaffold_66	81822	84833	+	3012	29	0	1	34	10
lncRNA_5979	Porites_evermani_scaffold_66	5566	5947	+	382	20	12	89	10	14
lncRNA_5980	Porites_evermani_scaffold_66	10187	11001	+	815	128	76	141	42	70
lncRNA_5981	Porites_evermani_scaffold_66	237577	237859	+	283	94	7	58	10	63
lncRNA_5982	Porites_evermani_scaffold_66	343002	343452	+	451	35	18	84	9	37
lncRNA_5983	Porites_evermani_scaffold_66	462986	463277	+	292	8	16	26	0	19
lncRNA_5984	Porites_evermani_scaffold_66	566919	568013	+	1095	26	0	16	0	61
lncRNA_5985	Porites_evermani_scaffold_660	73537	73749	+	213	50	58	56	65	58
lncRNA_5986	Porites_evermani_scaffold_6607	307	662	+	356	0	0	58	0	0
lncRNA_5987	Porites_evermani_scaffold_661	29094	31787	+	2694	2248	1290	2324	1677	3801
lncRNA_5988	Porites_evermani_scaffold_661	136082	139516	+	3435	185	42	120	83	147
lncRNA_5989	Porites_evermani_scaffold_6611	1336	5300	+	3965	86	29	339	125	2
lncRNA_5990	Porites_evermani_scaffold_6612	1119	5299	+	4181	0	0	0	0	0
lncRNA_5991	Porites_evermani_scaffold_6612	1447	5299	+	3853	0	0	0	0	0
lncRNA_5992	Porites_evermani_scaffold_662	34485	40280	+	5796	4669	816	2360	1680	3835
lncRNA_5993	Porites_evermani_scaffold_662	190959	191860	+	902	65	51	146	0	67
lncRNA_5994	Porites_evermani_scaffold_6620	4444	5099	+	656	0	0	30	0	2
lncRNA_5995	Porites_evermani_scaffold_6622	3767	4055	+	289	6	0	0	26	33
lncRNA_5996	Porites_evermani_scaffold_6626	537	849	+	313	1212	214	57	355	1429
lncRNA_5997	Porites_evermani_scaffold_6626	4926	5273	+	348	249	229	22	3	491
lncRNA_5998	Porites_evermani_scaffold_6627	1330	1744	+	415	14	0	78	30	14
lncRNA_5999	Porites_evermani_scaffold_6629	3918	5254	+	1337	0	2	24	0	0
lncRNA_6000	Porites_evermani_scaffold_663	49112	50271	+	1160	6	3	25	0	0
lncRNA_6001	Porites_evermani_scaffold_663	104141	106208	+	2068	82	12	138	34	72
lncRNA_6002	Porites_evermani_scaffold_663	133559	133793	+	235	0	0	24	0	0
lncRNA_6003	Porites_evermani_scaffold_6631	206	407	+	202	5	21	20	15	18
lncRNA_6004	Porites_evermani_scaffold_664	4432	5381	+	950	1	27	99	4	0
lncRNA_6005	Porites_evermani_scaffold_664	1586	2251	+	666	0	13	90	3	0
lncRNA_6006	Porites_evermani_scaffold_664	5682	6396	+	715	1	21	80	8	11
lncRNA_6007	Porites_evermani_scaffold_664	75164	75404	+	241	0	0	0	0	29
lncRNA_6008	Porites_evermani_scaffold_665	894	6349	+	5456	76	13	33	7	1
lncRNA_6009	Porites_evermani_scaffold_665	151681	158611	+	6931	415	225	914	418	470
lncRNA_6010	Porites_evermani_scaffold_665	199148	201874	+	2727	1	0	0	0	45
lncRNA_6011	Porites_evermani_scaffold_665	199257	201874	+	2618	0	0	0	0	0
lncRNA_6012	Porites_evermani_scaffold_665	207019	211269	+	4251	33	16	78	9	55
lncRNA_6013	Porites_evermani_scaffold_665	7606	7812	+	207	22	20	32	4	4
lncRNA_6014	Porites_evermani_scaffold_665	12317	13310	+	994	29	65	122	31	27
lncRNA_6015	Porites_evermani_scaffold_665	13683	14029	+	347	17	2	78	8	18
lncRNA_6016	Porites_evermani_scaffold_665	15301	15979	+	679	40	30	76	39	59
lncRNA_6017	Porites_evermani_scaffold_665	16434	16835	+	402	3	18	50	0	8
lncRNA_6018	Porites_evermani_scaffold_665	48186	48466	+	281	0	10	40	0	0
lncRNA_6019	Porites_evermani_scaffold_6651	1	1495	+	1495	55	61	81	43	110
lncRNA_6020	Porites_evermani_scaffold_6652	4079	4342	+	264	0	18	0	0	38
lncRNA_6021	Porites_evermani_scaffold_6656	2273	2621	+	349	0	98	11	58	0
lncRNA_6022	Porites_evermani_scaffold_6658	3794	5230	+	1437	6127	1264	1952	1265	8265
lncRNA_6023	Porites_evermani_scaffold_666	2436	5001	+	2566	101	40	821	172	0
lncRNA_6024	Porites_evermani_scaffold_666	78906	79108	+	203	0	1	44	0	1
lncRNA_6025	Porites_evermani_scaffold_666	132345	132596	+	252	0	1	23	0	0
lncRNA_6026	Porites_evermani_scaffold_666	179488	180015	+	528	4	10	115	15	12
lncRNA_6027	Porites_evermani_scaffold_666	180536	180824	+	289	12	8	44	38	7
lncRNA_6028	Porites_evermani_scaffold_6664	89	414	+	326	2	2	43	0	8
lncRNA_6029	Porites_evermani_scaffold_667	34640	42925	+	8286	0	0	0	0	0
lncRNA_6030	Porites_evermani_scaffold_667	34759	42925	+	8167	0	0	0	0	0
lncRNA_6031	Porites_evermani_scaffold_667	142167	146298	+	4132	2	0	51	0	14
lncRNA_6032	Porites_evermani_scaffold_667	157942	160342	+	2401	137	20	154	14	135
lncRNA_6033	Porites_evermani_scaffold_667	165405	169403	+	3999	0	0	0	0	0
lncRNA_6034	Porites_evermani_scaffold_667	165687	191903	+	26217	0	0	0	0	0
lncRNA_6035	Porites_evermani_scaffold_667	175384	191903	+	16520	0	0	0	0	0
lncRNA_6036	Porites_evermani_scaffold_667	32827	34805	+	1979	230	90	247	51	291
lncRNA_6037	Porites_evermani_scaffold_667	169203	192180	+	22978	11	0	18	0	10
lncRNA_6038	Porites_evermani_scaffold_667	85512	85789	+	278	0	0	40	0	0
lncRNA_6039	Porites_evermani_scaffold_667	150242	151071	+	830	2	0	0	143	0
lncRNA_6040	Porites_evermani_scaffold_667	160991	161218	+	228	2	0	139	4	5
lncRNA_6041	Porites_evermani_scaffold_6675	3500	5097	+	1598	4	0	49	1	0
lncRNA_6042	Porites_evermani_scaffold_668	328	4480	+	4153	30	165	23	7	0
lncRNA_6043	Porites_evermani_scaffold_6680	240	1059	+	820	0	0	0	0	0
lncRNA_6044	Porites_evermani_scaffold_6686	470	1367	+	898	7	13	1	69	72
lncRNA_6045	Porites_evermani_scaffold_6686	2727	3757	+	1031	0	37	24	101	65
lncRNA_6046	Porites_evermani_scaffold_6689	742	3518	+	2777	24	10	15	30	114
lncRNA_6047	Porites_evermani_scaffold_669	207389	210416	+	3028	5	10	38	59	22
