"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","ncrna_chrom","ncrna_start","ncrna_end","gf_chrom","gf_type","gf_start","gf_end","overlap","prop.sig.genes","Species","ncrna"
"309","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",10129534,10129556,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",10125333,10129064,-470,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"310","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0014069","postsynaptic density",255,2,0.43,0.01614,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",10129534,10129556,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",10125333,10129064,-470,0.00784313725490196,"Pocillopora tuahiniensis","miRNA"
"311","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0045211","postsynaptic membrane",418,2,0.7,0.03081,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",10129534,10129556,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",10125333,10129064,-470,0.00478468899521531,"Pocillopora tuahiniensis","miRNA"
"312","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0048471","perinuclear region of cytoplasm",532,2,0.89,0.00183,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",10129534,10129556,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",10125333,10129064,-470,0.0037593984962406,"Pocillopora tuahiniensis","miRNA"
"313","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0055037","recycling endosome",158,1,0.26,0.01851,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",10129534,10129556,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",10125333,10129064,-470,0.00632911392405063,"Pocillopora tuahiniensis","miRNA"
"314","Pocillopora_meandrina_HIv1___RNAseq.g11704.t1","GO:0005747","mitochondrial respiratory chain complex I",29,1,0.05,0.00342,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7556380,7556401,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7557575,7558784,-1174,0.0344827586206897,"Pocillopora tuahiniensis","miRNA"
"315","Pocillopora_meandrina_HIv1___TS.g25957.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000000",2872041,2872061,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",2868586,2871318,-723,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"316","Pocillopora_meandrina_HIv1___RNAseq.g28490.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000018",4564906,4564927,"Pocillopora_meandrina_HIv1___Sc0000018","transcript",4565649,4573398,-722,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"317","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0005576","extracellular region",2665,5,4.46,0.00618,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008",5387760,5387781,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",5391441,5397563,-3660,0.00187617260787992,"Pocillopora tuahiniensis","miRNA"
"318","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0005654","nucleoplasm",2121,3,3.55,0.00197,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008",5387760,5387781,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",5391441,5397563,-3660,0.00141442715700141,"Pocillopora tuahiniensis","miRNA"
"319","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008",5387760,5387781,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",5391441,5397563,-3660,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"320","Pocillopora_meandrina_HIv1___RNAseq.g14877.t1","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000024",4808688,4808708,"Pocillopora_meandrina_HIv1___Sc0000024","transcript",4797854,4815578,20,0.000911577028258888,"Pocillopora tuahiniensis","miRNA"
"321","Pocillopora_meandrina_HIv1___RNAseq.g1976.t1","GO:0005743","mitochondrial inner membrane",374,3,0.63,0.03044,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008",3619363,3619384,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",3614528,3621648,21,0.00802139037433155,"Pocillopora tuahiniensis","miRNA"
"322","Pocillopora_meandrina_HIv1___RNAseq.g23713.t1","GO:0005741","mitochondrial outer membrane",191,2,0.32,0.00024,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000005",10385519,10385541,"Pocillopora_meandrina_HIv1___Sc0000005","transcript",10381741,10385841,22,0.0104712041884817,"Pocillopora tuahiniensis","miRNA"
"323","Pocillopora_meandrina_HIv1___RNAseq.g7273.t1","GO:0005743","mitochondrial inner membrane",374,3,0.63,0.03044,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",10845744,10845765,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",10843913,10850073,21,0.00802139037433155,"Pocillopora tuahiniensis","miRNA"
"324","Pocillopora_meandrina_HIv1___RNAseq.g9990.t1","GO:0030897","HOPS complex",14,1,0.02,0.00165,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000012",6455205,6455226,"Pocillopora_meandrina_HIv1___Sc0000012","transcript",6453049,6455598,21,0.0714285714285714,"Pocillopora tuahiniensis","miRNA"
"325","Pocillopora_meandrina_HIv1___TS.g4480.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008",3576442,3576463,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",3565329,3586108,21,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"326","Pocillopora_meandrina_HIv1___RNAseq.g21001.t1","GO:0005741","mitochondrial outer membrane",191,2,0.32,0.00024,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000000",818049,818070,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",816355,820160,21,0.0104712041884817,"Pocillopora tuahiniensis","miRNA"
"327","Pocillopora_meandrina_HIv1___RNAseq.g21001.t1","GO:0005777","peroxisome",157,1,0.26,0.0184,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000000",818049,818070,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",816355,820160,21,0.00636942675159236,"Pocillopora tuahiniensis","miRNA"
"328","Pocillopora_meandrina_HIv1___RNAseq.g7761.t1","GO:0005576","extracellular region",2665,5,4.46,0.00618,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",16106609,16106630,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",16107095,16109313,-465,0.00187617260787992,"Pocillopora tuahiniensis","miRNA"
"329","Pocillopora_meandrina_HIv1___RNAseq.g7761.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",16106609,16106630,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",16107095,16109313,-465,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"330","Pocillopora_meandrina_HIv1___RNAseq.g7761.t1","GO:0048471","perinuclear region of cytoplasm",532,2,0.89,0.00183,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",16106609,16106630,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",16107095,16109313,-465,0.0037593984962406,"Pocillopora tuahiniensis","miRNA"
"331","Pocillopora_meandrina_HIv1___TS.g10998.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",10366055,10366076,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",10337192,10362741,-3314,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"332","Pocillopora_meandrina_HIv1___TS.g10998.t1","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",10366055,10366076,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",10337192,10362741,-3314,0.000911577028258888,"Pocillopora tuahiniensis","miRNA"
"333","Pocillopora_meandrina_HIv1___RNAseq.g11916.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000026",1154772,1154793,"Pocillopora_meandrina_HIv1___Sc0000026","transcript",1150885,1161746,21,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"334","Peve_00018966","GO:0090102","cochlea development",241,1,0.28,0.02283,"Biological Processes","Porites_evermani_scaffold_257",110361,110382,"Porites_evermani_scaffold_257","mRNA",62092,117883,21,0.004149377593361,"Porites evermanni","miRNA"
"335","Peve_00030448","GO:0043113","receptor clustering",61,1,0.07,0.00583,"Biological Processes","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.0163934426229508,"Porites evermanni","miRNA"
"336","Peve_00030448","GO:0045197","establishment or maintenance of epithelial cell api...",65,1,0.08,0.00621,"Biological Processes","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.0153846153846154,"Porites evermanni","miRNA"
"337","Peve_00030448","GO:0097120","receptor localization to synapse",58,2,0.07,0.00166,"Biological Processes","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.0344827586206897,"Porites evermanni","miRNA"
"338","Peve_00030448","GO:0099072","regulation of postsynaptic membrane neurotransmitte...",102,2,0.12,0.00782,"Biological Processes","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.0196078431372549,"Porites evermanni","miRNA"
"339","Peve_00031963","GO:0000266","mitochondrial fission",34,1,0.04,0.00325,"Biological Processes","Porites_evermani_scaffold_461",215508,215529,"Porites_evermani_scaffold_461","mRNA",195335,219054,21,0.0294117647058824,"Porites evermanni","miRNA"
"340","Peve_00037424","GO:0006623","protein targeting to vacuole",46,1,0.05,0.0044,"Biological Processes","Porites_evermani_scaffold_613",156505,156526,"Porites_evermani_scaffold_613","mRNA",139963,179514,21,0.0217391304347826,"Porites evermanni","miRNA"
"341","Peve_00037424","GO:0034058","endosomal vesicle fusion",22,1,0.03,0.00211,"Biological Processes","Porites_evermani_scaffold_613",156505,156526,"Porites_evermani_scaffold_613","mRNA",139963,179514,21,0.0454545454545455,"Porites evermanni","miRNA"
"342","Peve_00000077","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_1",1404272,1404293,"Porites_evermani_scaffold_1","mRNA",1380413,1416448,21,0.00322420634920635,"Porites evermanni","miRNA"
"343","Peve_00000077","GO:0014069","postsynaptic density",316,3,0.37,0.01495,"Cellular Components","Porites_evermani_scaffold_1",1404272,1404293,"Porites_evermani_scaffold_1","mRNA",1380413,1416448,21,0.00949367088607595,"Porites evermanni","miRNA"
"344","Peve_00000077","GO:0055037","recycling endosome",188,1,0.22,0.01837,"Cellular Components","Porites_evermani_scaffold_1",1404272,1404293,"Porites_evermani_scaffold_1","mRNA",1380413,1416448,21,0.00531914893617021,"Porites evermanni","miRNA"
"345","Peve_00002249","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1128",125548,125568,"Porites_evermani_scaffold_1128","mRNA",109237,127279,20,0.00149253731343284,"Porites evermanni","miRNA"
"346","Peve_00002249","GO:0031901","early endosome membrane",222,2,0.26,0.00023,"Cellular Components","Porites_evermani_scaffold_1128",125548,125568,"Porites_evermani_scaffold_1128","mRNA",109237,127279,20,0.00900900900900901,"Porites evermanni","miRNA"
"347","Peve_00002673","GO:0005576","extracellular region",3968,5,4.59,2e-05,"Cellular Components","Porites_evermani_scaffold_1159",6702,6723,"Porites_evermani_scaffold_1159","mRNA",2148,29843,21,0.00126008064516129,"Porites evermanni","miRNA"
"348","Peve_00002673","GO:0005576","extracellular region",3968,5,4.59,2e-05,"Cellular Components","Porites_evermani_scaffold_1159",7428,7449,"Porites_evermani_scaffold_1159","mRNA",2148,29843,21,0.00126008064516129,"Porites evermanni","miRNA"
"349","Peve_00002673","GO:0048471","perinuclear region of cytoplasm",696,2,0.8,0.00217,"Cellular Components","Porites_evermani_scaffold_1159",6702,6723,"Porites_evermani_scaffold_1159","mRNA",2148,29843,21,0.0028735632183908,"Porites evermanni","miRNA"
"350","Peve_00002673","GO:0048471","perinuclear region of cytoplasm",696,2,0.8,0.00217,"Cellular Components","Porites_evermani_scaffold_1159",7428,7449,"Porites_evermani_scaffold_1159","mRNA",2148,29843,21,0.0028735632183908,"Porites evermanni","miRNA"
"351","Peve_00005902","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_138",127966,127987,"Porites_evermani_scaffold_138","mRNA",114562,186450,21,0.00149253731343284,"Porites evermanni","miRNA"
"352","Peve_00005902","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_138",127966,127987,"Porites_evermani_scaffold_138","mRNA",114562,186450,21,0.005005005005005,"Porites evermanni","miRNA"
"353","Peve_00005902","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_138",127966,127987,"Porites_evermani_scaffold_138","mRNA",114562,186450,21,0.00322420634920635,"Porites evermanni","miRNA"
"354","Peve_00006453","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_1415",72071,72092,"Porites_evermani_scaffold_1415","mRNA",54574,77863,21,0.005005005005005,"Porites evermanni","miRNA"
"355","Peve_00006602","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1429",47285,47306,"Porites_evermani_scaffold_1429","mRNA",48,56807,21,0.00149253731343284,"Porites evermanni","miRNA"
"356","Peve_00007217","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_148",94583,94604,"Porites_evermani_scaffold_148","mRNA",92028,98639,21,0.00149253731343284,"Porites evermanni","miRNA"
"357","Peve_00007592","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_1503",47580,47601,"Porites_evermani_scaffold_1503","mRNA",42025,72148,21,0.005005005005005,"Porites evermanni","miRNA"
"358","Peve_00007592","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_1503",47771,47792,"Porites_evermani_scaffold_1503","mRNA",42025,72148,21,0.005005005005005,"Porites evermanni","miRNA"
"359","Peve_00007592","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_1503",47580,47601,"Porites_evermani_scaffold_1503","mRNA",42025,72148,21,0.00322420634920635,"Porites evermanni","miRNA"
"360","Peve_00007592","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_1503",47771,47792,"Porites_evermani_scaffold_1503","mRNA",42025,72148,21,0.00322420634920635,"Porites evermanni","miRNA"
"361","Peve_00008791","GO:0005654","nucleoplasm",2472,4,2.86,0.00074,"Cellular Components","Porites_evermani_scaffold_16",383437,383458,"Porites_evermani_scaffold_16","mRNA",363081,391056,21,0.00161812297734628,"Porites evermanni","miRNA"
"362","Peve_00018698","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_253",200965,200986,"Porites_evermani_scaffold_253","mRNA",184195,221796,21,0.005005005005005,"Porites evermanni","miRNA"
"363","Peve_00018698","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_253",202286,202307,"Porites_evermani_scaffold_253","mRNA",184195,221796,21,0.005005005005005,"Porites evermanni","miRNA"
"364","Peve_00018698","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_253",200965,200986,"Porites_evermani_scaffold_253","mRNA",184195,221796,21,0.00322420634920635,"Porites evermanni","miRNA"
"365","Peve_00018698","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_253",202286,202307,"Porites_evermani_scaffold_253","mRNA",184195,221796,21,0.00322420634920635,"Porites evermanni","miRNA"
"366","Peve_00018966","GO:0005654","nucleoplasm",2472,4,2.86,0.00074,"Cellular Components","Porites_evermani_scaffold_257",110361,110382,"Porites_evermani_scaffold_257","mRNA",62092,117883,21,0.00161812297734628,"Porites evermanni","miRNA"
"367","Peve_00018966","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_257",110361,110382,"Porites_evermani_scaffold_257","mRNA",62092,117883,21,0.00149253731343284,"Porites evermanni","miRNA"
"368","Peve_00018966","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_257",110361,110382,"Porites_evermani_scaffold_257","mRNA",62092,117883,21,0.005005005005005,"Porites evermanni","miRNA"
"369","Peve_00018966","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_257",110361,110382,"Porites_evermani_scaffold_257","mRNA",62092,117883,21,0.00322420634920635,"Porites evermanni","miRNA"
"370","Peve_00020407","GO:0014069","postsynaptic density",316,3,0.37,0.01495,"Cellular Components","Porites_evermani_scaffold_2738",56885,56906,"Porites_evermani_scaffold_2738","mRNA",52051,60414,21,0.00949367088607595,"Porites evermanni","miRNA"
"371","Peve_00020407","GO:0045211","postsynaptic membrane",531,2,0.61,0.03363,"Cellular Components","Porites_evermani_scaffold_2738",56885,56906,"Porites_evermani_scaffold_2738","mRNA",52051,60414,21,0.00376647834274953,"Porites evermanni","miRNA"
"372","Peve_00023162","GO:0005654","nucleoplasm",2472,4,2.86,0.00074,"Cellular Components","Porites_evermani_scaffold_3072",29480,29501,"Porites_evermani_scaffold_3072","mRNA",32570,40695,-3069,0.00161812297734628,"Porites evermanni","miRNA"
"373","Peve_00024908","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_334",153605,153626,"Porites_evermani_scaffold_334","mRNA",151380,156016,21,0.00322420634920635,"Porites evermanni","miRNA"
"374","Peve_00027156","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_3707",36124,36145,"Porites_evermani_scaffold_3707","mRNA",4140,33741,-2383,0.00322420634920635,"Porites evermanni","miRNA"
"375","Peve_00030448","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.00322420634920635,"Porites evermanni","miRNA"
"376","Peve_00030448","GO:0014069","postsynaptic density",316,3,0.37,0.01495,"Cellular Components","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.00949367088607595,"Porites evermanni","miRNA"
"377","Peve_00030448","GO:0016323","basolateral plasma membrane",473,1,0.55,0.04559,"Cellular Components","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.00211416490486258,"Porites evermanni","miRNA"
"378","Peve_00030448","GO:0031594","neuromuscular junction",130,1,0.15,0.01273,"Cellular Components","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.00769230769230769,"Porites evermanni","miRNA"
"379","Peve_00030448","GO:0043204","perikaryon",252,1,0.29,0.02454,"Cellular Components","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.00396825396825397,"Porites evermanni","miRNA"
"380","Peve_00030448","GO:0098839","postsynaptic density membrane",130,1,0.15,0.01273,"Cellular Components","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.00769230769230769,"Porites evermanni","miRNA"
"381","Peve_00031080","GO:0005576","extracellular region",3968,5,4.59,2e-05,"Cellular Components","Porites_evermani_scaffold_442",239763,239784,"Porites_evermani_scaffold_442","mRNA",226746,261065,21,0.00126008064516129,"Porites evermanni","miRNA"
"382","Peve_00031963","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_461",215508,215529,"Porites_evermani_scaffold_461","mRNA",195335,219054,21,0.00149253731343284,"Porites evermanni","miRNA"
"383","Peve_00031963","GO:0005741","mitochondrial outer membrane",200,1,0.23,0.01953,"Cellular Components","Porites_evermani_scaffold_461",215508,215529,"Porites_evermani_scaffold_461","mRNA",195335,219054,21,0.005,"Porites evermanni","miRNA"
"384","Peve_00031963","GO:0005777","peroxisome",203,1,0.23,0.01982,"Cellular Components","Porites_evermani_scaffold_461",215508,215529,"Porites_evermani_scaffold_461","mRNA",195335,219054,21,0.00492610837438424,"Porites evermanni","miRNA"
"385","Peve_00031963","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_461",215508,215529,"Porites_evermani_scaffold_461","mRNA",195335,219054,21,0.00322420634920635,"Porites evermanni","miRNA"
"386","Peve_00032303","GO:0005576","extracellular region",3968,5,4.59,2e-05,"Cellular Components","Porites_evermani_scaffold_47",475994,476015,"Porites_evermani_scaffold_47","mRNA",472594,482329,21,0.00126008064516129,"Porites evermanni","miRNA"
"387","Peve_00032303","GO:0048471","perinuclear region of cytoplasm",696,2,0.8,0.00217,"Cellular Components","Porites_evermani_scaffold_47",475994,476015,"Porites_evermani_scaffold_47","mRNA",472594,482329,21,0.0028735632183908,"Porites evermanni","miRNA"
"388","Peve_00033721","GO:0005576","extracellular region",3968,5,4.59,2e-05,"Cellular Components","Porites_evermani_scaffold_502",58997,59018,"Porites_evermani_scaffold_502","mRNA",44703,87413,21,0.00126008064516129,"Porites evermanni","miRNA"
"389","Peve_00036728","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_590",199158,199179,"Porites_evermani_scaffold_590","mRNA",184464,225363,21,0.00149253731343284,"Porites evermanni","miRNA"
"390","Peve_00036728","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_590",199392,199413,"Porites_evermani_scaffold_590","mRNA",184464,225363,21,0.00149253731343284,"Porites evermanni","miRNA"
"391","Peve_00036728","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_590",199855,199876,"Porites_evermani_scaffold_590","mRNA",184464,225363,21,0.00149253731343284,"Porites evermanni","miRNA"
"392","Peve_00036728","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_590",199158,199179,"Porites_evermani_scaffold_590","mRNA",184464,225363,21,0.00322420634920635,"Porites evermanni","miRNA"
"393","Peve_00036728","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_590",199392,199413,"Porites_evermani_scaffold_590","mRNA",184464,225363,21,0.00322420634920635,"Porites evermanni","miRNA"
"394","Peve_00036728","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_590",199855,199876,"Porites_evermani_scaffold_590","mRNA",184464,225363,21,0.00322420634920635,"Porites evermanni","miRNA"
"395","Peve_00036810","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_594",158230,158250,"Porites_evermani_scaffold_594","mRNA",161745,164620,-3495,0.00322420634920635,"Porites evermanni","miRNA"
"396","Peve_00037424","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_613",156505,156526,"Porites_evermani_scaffold_613","mRNA",139963,179514,21,0.00322420634920635,"Porites evermanni","miRNA"
"397","Peve_00037424","GO:0030897","HOPS complex",23,1,0.03,0.00226,"Cellular Components","Porites_evermani_scaffold_613",156505,156526,"Porites_evermani_scaffold_613","mRNA",139963,179514,21,0.0434782608695652,"Porites evermanni","miRNA"
"398","Peve_00037424","GO:0031901","early endosome membrane",222,2,0.26,0.00023,"Cellular Components","Porites_evermani_scaffold_613",156505,156526,"Porites_evermani_scaffold_613","mRNA",139963,179514,21,0.00900900900900901,"Porites evermanni","miRNA"
"399","Peve_00040305","GO:0005743","mitochondrial inner membrane",447,1,0.52,0.04314,"Cellular Components","Porites_evermani_scaffold_730",81385,81406,"Porites_evermani_scaffold_730","mRNA",55177,87219,21,0.00223713646532438,"Porites evermanni","miRNA"
"400","Peve_00040305","GO:0005743","mitochondrial inner membrane",447,1,0.52,0.04314,"Cellular Components","Porites_evermani_scaffold_730",82423,82444,"Porites_evermani_scaffold_730","mRNA",55177,87219,21,0.00223713646532438,"Porites evermanni","miRNA"
"401","Peve_00043069","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_866",22854,22875,"Porites_evermani_scaffold_866","mRNA",26080,43061,-3205,0.00149253731343284,"Porites evermanni","miRNA"
"402","Peve_00043069","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_866",22854,22875,"Porites_evermani_scaffold_866","mRNA",26080,43061,-3205,0.00322420634920635,"Porites evermanni","miRNA"
"403","Peve_00044464","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_942",133698,133719,"Porites_evermani_scaffold_942","mRNA",134553,135350,-834,0.00149253731343284,"Porites evermanni","miRNA"
"404","Peve_00030448","GO:0035255","ionotropic glutamate receptor binding",25,1,0.03,0.00264,"Molecular Functions","Porites_evermani_scaffold_430",205887,205909,"Porites_evermani_scaffold_430","mRNA",166240,198633,-7254,0.04,"Porites evermanni","miRNA"
"405","Peve_00043069","GO:0005516","calmodulin binding",295,1,0.36,0.03077,"Molecular Functions","Porites_evermani_scaffold_866",22854,22875,"Porites_evermani_scaffold_866","mRNA",26080,43061,-3205,0.00338983050847458,"Porites evermanni","miRNA"
