Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NW_025322813.1:181008-181434	Cluster_16756	N	47	11	16	40	69
NW_025322813.1:191567-192103	Cluster_16757	N	392	244	784	309	495
NW_025322813.1:202389-202886	Cluster_16758	N	380	116	241	90	77
NW_025322814.1:29133-29682	Cluster_16759	N	240	50	126	0	75
NW_025322814.1:159319-159746	Cluster_16760	N	219	0	38	14	29
NW_025322814.1:205027-205456	Cluster_16761	N	614	19	0	3	13
NW_025322814.1:207732-208161	Cluster_16762	N	1	1445	6	16	367
NW_025322814.1:214129-214546	Cluster_16763	N	0	114	2	3	0
NW_025322814.1:222098-222528	Cluster_16764	N	291	2	45	4	0
NW_025322815.1:86-517	Cluster_16765	N	3	2	879	2	5
NW_025322815.1:1546-2409	Cluster_16766	N	19	16	527	13	7
NW_025322815.1:47522-48005	Cluster_16767	N	149	402	67	60	223
NW_025322815.1:48098-48534	Cluster_16768	N	62	74	71	67	196
NW_025322815.1:48669-49105	Cluster_16769	N	8	4	3	166	1757
NW_025322815.1:58948-59368	Cluster_16770	N	12	113	21	0	1
NW_025322815.1:64690-65111	Cluster_16771	N	12	33	77	1	10
NW_025322815.1:81762-82191	Cluster_16772	N	224	16	7	2	2
NW_025322815.1:123872-124301	Cluster_16773	N	4	269	84	873	4
NW_025322815.1:132343-132773	Cluster_16774	N	5	2705	3	5	0
NW_025322815.1:173666-174531	Cluster_16775	N	1150	1170	469	1006	879
NW_025322815.1:197881-198374	Cluster_16776	N	215	141	196	5	666
NW_025322815.1:199156-199596	Cluster_16777	N	69	1	68	18	114
NW_025322815.1:200018-200587	Cluster_16778	N	204	6	902	187	723
NW_025322816.1:218617-219120	Cluster_16779	N	101	102	217	96	1000
NW_025322817.1:300-727	Cluster_16780	N	10	14	39	47	26
NW_025322817.1:56189-56619	Cluster_16781	N	2	339	0	1	1
NW_025322817.1:92722-94045	Cluster_16782	N	508	27	570	629	640
NW_025322817.1:149537-150244	Cluster_16783	N	0	386	3	2	70
NW_025322817.1:182416-182844	Cluster_16784	N	28	86	41	17	48
NW_025322817.1:187422-187847	Cluster_16785	N	2	82	5	0	1
NW_025322817.1:188609-189301	Cluster_16786	N	199	6123	8277	884	1336
NW_025322817.1:191480-191915	Cluster_16787	N	102	93	122	92	357
NW_025322817.1:192396-192823	Cluster_16788	N	1	121	0	1	47
NW_025322817.1:200970-201397	Cluster_16789	N	34	0	50	10	2
NW_025322818.1:57845-58273	Cluster_16790	N	234	9	3	26	67
NW_025322818.1:87059-87485	Cluster_16791	N	0	174	15	0	35
NW_025322818.1:103539-103974	Cluster_16792	N	3	174	198	214	0
NW_025322818.1:149358-149910	Cluster_16793	N	1029	482	421	349	439
NW_025322818.1:151612-152041	Cluster_16794	N	0	145	0	1	0
NW_025322818.1:160804-161233	Cluster_16795	N	104	115	50	0	16
NW_025322818.1:168197-168624	Cluster_16796	N	0	331	0	0	0
NW_025322818.1:178809-179743	Cluster_16797	N	924	268	543	59	142
NW_025322818.1:180834-181263	Cluster_16798	N	53	190	61	0	13
NW_025322818.1:181497-181925	Cluster_16799	N	41	84	84	0	16
NW_025322818.1:185418-185895	Cluster_16800	N	196	242	307	1	80
NW_025322818.1:195930-196337	Cluster_16801	N	55	55	58	0	4
NW_025322819.1:3567-3978	Cluster_16802	N	30	1	65	3	27
NW_025322819.1:160610-161039	Cluster_16803	N	71	0	184	1	0
NW_025322819.1:163131-163558	Cluster_16804	N	0	799	0	95	714
NW_025322820.1:6522-7486	Cluster_16805	N	7	44	111	4513	594
NW_025322820.1:19623-20051	Cluster_16806	N	90	48	14	46	17
NW_025322820.1:57338-57767	Cluster_16807	N	247	2	0	0	0
NW_025322821.1:1124-1537	Cluster_16808	N	17	81	4	0	3
NW_025322821.1:3810-4238	Cluster_16809	N	146	28	12	210	107
NW_025322821.1:20124-21472	Cluster_16810	N	2447	1738	162	806	80
NW_025322821.1:22324-22753	Cluster_16811	N	61	40	29	22	17
NW_025322821.1:23648-24326	Cluster_16812	N	67	39	1780	3	31
NW_025322821.1:27035-27969	Cluster_16813	N	98	304	84	251	80
NW_025322821.1:28353-29008	Cluster_16814	N	330	258	527	288	344
NW_025322821.1:29225-29700	Cluster_16815	N	41	69	42	510	26
NW_025322821.1:29774-30300	Cluster_16816	N	14	576	4	6	5
NW_025322821.1:32939-33817	Cluster_16817	N	9	6630	6	10	4
NW_025322821.1:34703-35553	Cluster_16818	N	21	2702	8	2	11
NW_025322821.1:47590-48023	Cluster_16819	N	96	62	68	10	41
NW_025322821.1:55953-56523	Cluster_16820	N	376	281	480	391	55
NW_025322821.1:69491-70047	Cluster_16821	N	10	287	314	27	135
NW_025322821.1:90605-91173	Cluster_16822	N	113	945	160	168	291
NW_025322821.1:92459-92939	Cluster_16823	N	108	726	2319	344	220
NW_025322821.1:110406-110965	Cluster_16824	N	62	88	44	71	183
NW_025322821.1:116658-117480	Cluster_16825	N	31	269	295	136	31
NW_025322821.1:121475-122083	Cluster_16826	N	161	60	111	1432	4
NW_025322821.1:132633-133166	Cluster_16827	N	82	73	99	27	42
NW_025322821.1:133324-133750	Cluster_16828	N	47	26	35	21	22
NW_025322821.1:141682-143655	Cluster_16829	N	611	499	620	365	424
NW_025322821.1:147676-148105	Cluster_16830	N	44	0	38	1	276
NW_025322821.1:156475-156879	Cluster_16831	N	20	23	68	1	2
NW_025322821.1:161196-161859	Cluster_16832	N	269	220	359	104	149
NW_025322821.1:162105-162835	Cluster_16833	N	194	147	195	224	115
NW_025322821.1:163278-164075	Cluster_16834	N	186	119	71	86	97
NW_025322821.1:166425-166845	Cluster_16835	N	64	49	73	58	41
NW_025322821.1:168833-169241	Cluster_16836	N	23	29	23	16	27
NW_025322821.1:172071-172613	Cluster_16837	N	87	1507	31	15	187
NW_025322821.1:173512-173994	Cluster_16838	N	13	1342	47	41	4
NW_025322821.1:175254-175690	Cluster_16839	N	6	62	304	42	1678
NW_025322821.1:175794-176356	Cluster_16840	N	10	749	49	29	7
NW_025322821.1:178139-178542	Cluster_16841	N	17	40	103	40	5
NW_025322821.1:188020-188500	Cluster_16842	N	61	65	25	49	47
NW_025322822.1:1786-2202	Cluster_16843	N	9	125	24	3	13
NW_025322822.1:4306-5540	Cluster_16844	N	870	40	164	10	142
NW_025322822.1:9792-10209	Cluster_16845	N	0	0	142	0	89
NW_025322822.1:119811-120240	Cluster_16846	N	12	4	9	6	545
NW_025322822.1:126680-127107	Cluster_16847	N	2	22	1	107	0
NW_025322822.1:165050-165478	Cluster_16848	N	23	144	97	27	16
NW_025322823.1:11055-11481	Cluster_16849	N	136	30	1	3	0
NW_025322823.1:12400-12823	Cluster_16850	N	27	61	0	0	1
NW_025322823.1:22706-23126	Cluster_16851	N	0	0	0	131	13
NW_025322823.1:35213-35988	Cluster_16852	N	337	170	1240	248	106
NW_025322823.1:38555-38984	Cluster_16853	N	124	41	25	7	4
NW_025322823.1:47648-48052	Cluster_16854	N	5	0	0	121	0
NW_025322823.1:73938-74368	Cluster_16855	N	172	0	36	15	21
NW_025322823.1:98152-99665	Cluster_16856	N	8667	11977	12233	15732	6041
NW_025322823.1:100520-100947	Cluster_16857	N	50	15	37	24	11
NW_025322823.1:130147-130565	Cluster_16858	N	56	0	0	32	0
NW_025322823.1:156670-157101	Cluster_16859	N	70	172	4	6	0
NW_025322824.1:127717-128167	Cluster_16860	N	62	213	2698	955	450
NW_025322824.1:128424-129017	Cluster_16861	N	48	4	21	49	343
NW_025322824.1:129215-129643	Cluster_16862	N	14	53	21	145	35
NW_025322824.1:146642-147070	Cluster_16863	N	128	113	24	41	39
NW_025322824.1:168533-168945	Cluster_16864	N	8	17	14	26	21
NW_025322825.1:1277-1695	Cluster_16865	N	3	83	80	1	2
NW_025322825.1:12600-13269	Cluster_16866	N	4	531	1	0	19
NW_025322825.1:15111-15754	Cluster_16867	N	23	234	5	2	21
NW_025322825.1:45015-45444	Cluster_16868	N	141	517	239	118	14
NW_025322825.1:107194-107609	Cluster_16869	N	3	7	91	1	0
NW_025322825.1:130440-130887	Cluster_16870	N	0	0	848	485	0
NW_025322825.1:152225-152672	Cluster_16871	N	145	408	70	93	5
NW_025322825.1:153284-153790	Cluster_16872	N	1449	30	45	218	247
NW_025322825.1:180675-181085	Cluster_16873	N	3	0	0	2	155
NW_025322826.1:156037-156466	Cluster_16874	N	15	30	82	68	75
NW_025322827.1:30471-30899	Cluster_16875	N	73	17	59	50	80
NW_025322827.1:31052-31481	Cluster_16876	N	0	1	6066	3973	0
NW_025322827.1:67148-67569	Cluster_16877	N	10	53	15	16	23
NW_025322827.1:76897-77325	Cluster_16878	N	0	0	2	0	285
NW_025322827.1:110919-111347	Cluster_16879	N	2	0	3	0	282
NW_025322827.1:149172-149583	Cluster_16880	N	3	3	0	2	191
NW_025322827.1:150051-150485	Cluster_16881	N	1	27	125	82	0
NW_025322827.1:160103-160603	Cluster_16882	N	187	8	391	1266	1391
NW_025322827.1:160773-161352	Cluster_16883	N	217	98	47	101	2995
NW_025322827.1:163603-164052	Cluster_16884	N	2	277	0	20	0
NW_025322827.1:184601-185264	Cluster_16885	N	3402	1742	8119	3430	325
NW_025322828.1:37481-37898	Cluster_16886	N	4	0	94	0	0
NW_025322828.1:41954-42407	Cluster_16887	N	106	240	11	0	2
NW_025322828.1:50504-51083	Cluster_16888	N	82	49	48	12	49
NW_025322828.1:115745-116213	Cluster_16889	N	81	2	0	103	231
NW_025322828.1:125952-126448	Cluster_16890	N	1811	23814	3830	8835	3484
NW_025322828.1:135081-135495	Cluster_16891	N	16	0	78	0	1
NW_025322829.1:16649-17774	Cluster_16892	N	137	224	246	35	38
NW_025322829.1:109076-109725	Cluster_16893	N	189	217	109	437	280
NW_025322829.1:110241-110664	Cluster_16894	N	6	3	78	1	1
NW_025322829.1:147239-147668	Cluster_16895	N	119	3	13	41	26
NW_025322829.1:171094-171951	Cluster_16896	N	239	19	18	99	97
NW_025322830.1:3801-4221	Cluster_16897	N	40	46	15	48	37
NW_025322830.1:4911-7139	Cluster_16898	N	4126	5516	2111	10551	2645
NW_025322830.1:7278-9568	Cluster_16899	N	991	1197	967	1635	2866
NW_025322830.1:9594-10472	Cluster_16900	N	277	129	195	276	388
NW_025322830.1:15749-16168	Cluster_16901	N	31	39	30	35	46
NW_025322830.1:16739-21512	Cluster_16902	N	72079	5526	5476	21953	11903
NW_025322830.1:21757-22424	Cluster_16903	N	199	102	147	219	190
NW_025322830.1:31174-31594	Cluster_16904	N	44	38	27	42	36
NW_025322830.1:32337-34485	Cluster_16905	N	2458	2065	2068	2511	2640
NW_025322830.1:34624-35384	Cluster_16906	N	440	797	397	663	454
NW_025322830.1:35418-37823	Cluster_16907	N	822	518	700	2346	3075
NW_025322830.1:47360-47780	Cluster_16908	N	40	68	31	56	54
NW_025322830.1:48622-49024	Cluster_16909	N	4	46	28	41	53
NW_025322830.1:57703-58122	Cluster_16910	N	43	49	23	43	31
NW_025322830.1:65243-65662	Cluster_16911	N	33	35	22	48	14
NW_025322830.1:76250-76669	Cluster_16912	N	53	57	23	51	44
NW_025322830.1:77448-79644	Cluster_16913	N	2535	1963	2069	2660	5649
NW_025322830.1:79749-82044	Cluster_16914	N	1052	1184	1003	1408	1194
NW_025322830.1:82282-83306	Cluster_16915	N	1238	1126	190	1381	244
NW_025322830.1:90106-90525	Cluster_16916	N	40	58	20	50	43
NW_025322830.1:98129-98549	Cluster_16917	N	43	69	27	50	62
NW_025322830.1:105007-105427	Cluster_16918	N	32	60	30	35	29
NW_025322830.1:112690-113110	Cluster_16919	N	45	44	15	49	28
NW_025322830.1:120372-120792	Cluster_16920	N	44	46	20	36	26
NW_025322830.1:131028-131447	Cluster_16921	N	34	53	24	40	42
NW_025322830.1:138536-138955	Cluster_16922	N	37	46	26	35	27
NW_025322830.1:147126-147546	Cluster_16923	N	52	77	27	58	57
NW_025322830.1:148200-152872	Cluster_16924	N	41329	28661	30576	37604	17442
NW_025322830.1:153114-154177	Cluster_16925	N	193	90	161	230	2815
NW_025322830.1:160877-161296	Cluster_16926	N	35	59	18	46	40
NW_025322830.1:168881-169300	Cluster_16927	N	50	61	21	45	56
NW_025322830.1:171496-171908	Cluster_16928	N	36	0	34	16	6
NW_025322830.1:175764-176385	Cluster_16929	N	258	464	262	351	388
NW_025322831.1:35137-35552	Cluster_16930	N	50	49	0	53	9
NW_025322831.1:38771-39220	Cluster_16931	N	589	616	0	68	43
NW_025322831.1:55196-55623	Cluster_16932	N	26	41	65	50	0
NW_025322831.1:56625-57050	Cluster_16933	N	0	1	0	28	85
NW_025322831.1:59639-60063	Cluster_16934	N	50	153	20	4	15
NW_025322831.1:60203-60633	Cluster_16935	N	17	101	6	4	12
NW_025322831.1:66706-67134	Cluster_16936	N	55	72	5	2	7
NW_025322831.1:88731-89153	Cluster_16937	N	11	1	22	7	108
NW_025322831.1:97664-98317	Cluster_16938	N	31	7	197	451	84
NW_025322831.1:105749-106634	Cluster_16939	N	844	16	1	4	2
NW_025322831.1:121064-121498	Cluster_16940	N	16	261	13	114	28
NW_025322831.1:153661-154088	Cluster_16941	N	0	0	245	3	1
NW_025322831.1:156762-157278	Cluster_16942	N	8	21	679	87	17
NW_025322831.1:157976-158651	Cluster_16943	N	41	25	189	439	17
NW_025322831.1:161231-161684	Cluster_16944	N	1	1	175	258	0
NW_025322832.1:41347-42093	Cluster_16945	N	84	94	93	39	3159
NW_025322832.1:42972-43469	Cluster_16946	N	12	15	13	9	557
NW_025322832.1:45751-46547	Cluster_16947	N	138	827	123	53	11
NW_025322832.1:48562-48984	Cluster_16948	N	62	3	0	0	74
NW_025322832.1:68876-69303	Cluster_16949	N	76	87	33	39	0
NW_025322832.1:90727-91156	Cluster_16950	N	2	72	13	88	6
NW_025322832.1:112805-113232	Cluster_16951	N	43	47	0	0	0
NW_025322832.1:158537-158962	Cluster_16952	N	88	9	12	18	23
NW_025322832.1:169302-169730	Cluster_16953	N	122	1	0	15	0
NW_025322832.1:174572-175009	Cluster_16954	N	231	221	1	20	0
NW_025322832.1:176834-177260	Cluster_16955	N	80	126	1	1	0
NW_025322832.1:178400-178823	Cluster_16956	N	80	56	18	1	0
NW_025322833.1:43156-43628	Cluster_16957	N	564	545	365	244	285
NW_025322833.1:54203-54630	Cluster_16958	N	84	66	58	75	89
NW_025322833.1:94592-95015	Cluster_16959	N	0	107	0	0	0
NW_025322833.1:98832-99262	Cluster_16960	N	83	41	26	31	10
NW_025322834.1:11620-12029	Cluster_16961	N	3	87	4	5	1
NW_025322834.1:16024-16452	Cluster_16962	N	42	59	132	15	43
NW_025322834.1:27817-28457	Cluster_16963	N	140	697	82	206	144
NW_025322834.1:36037-36513	Cluster_16964	N	4762	8688	3082	3708	503
NW_025322834.1:76926-77357	Cluster_16965	N	15	0	612	0	6
NW_025322834.1:88082-88512	Cluster_16966	N	2	1	0	272	0
NW_025322834.1:166705-167374	Cluster_16967	N	982	922	882	453	569
NW_025322834.1:168296-168850	Cluster_16968	N	32	45	83	713	8
NW_025322834.1:173780-174329	Cluster_16969	N	1237	531	422	1	7
NW_025322835.1:39501-39927	Cluster_16970	N	5	114	64	7	97
NW_025322835.1:86115-86545	Cluster_16971	N	27	31	348	0	1
NW_025322836.1:518-948	Cluster_16972	N	32	50	16	179	55
NW_025322836.1:1239-1664	Cluster_16973	N	43	42	5	111	3
NW_025322836.1:2887-3315	Cluster_16974	N	19	47	65	6	151
NW_025322836.1:3371-3788	Cluster_16975	N	2	19	40	33	95
NW_025322836.1:7836-8261	Cluster_16976	N	18	32	9	15	56
NW_025322836.1:8624-9053	Cluster_16977	N	45	272	21	285	27
NW_025322836.1:31207-31636	Cluster_16978	N	298	81	10	2	0
NW_025322836.1:31689-32114	Cluster_16979	N	61	35	26	71	13
NW_025322836.1:32592-33207	Cluster_16980	N	251	198	1931	1818	105
NW_025322836.1:45916-46485	Cluster_16981	N	283	204	294	0	102
NW_025322836.1:71957-72538	Cluster_16982	N	599	117	762	110	426
NW_025322836.1:100431-100859	Cluster_16983	N	0	0	235	28	2
NW_025322836.1:115721-116161	Cluster_16984	N	757	6	0	0	0
NW_025322836.1:171077-171504	Cluster_16985	N	0	71	69	0	0
NW_025322837.1:30560-30988	Cluster_16986	N	48	19	18	95	31
NW_025322837.1:115838-116266	Cluster_16987	N	0	109	0	0	0
NW_025322837.1:155003-155431	Cluster_16988	N	4	42	814	134	0
NW_025322838.1:32869-33280	Cluster_16989	N	151	78	0	0	0
NW_025322838.1:60701-61230	Cluster_16990	N	52	278	0	1	436
NW_025322838.1:63493-63902	Cluster_16991	N	1	1	3	138	2
NW_025322838.1:65006-65430	Cluster_16992	N	40	68	62	0	18
NW_025322838.1:65453-65992	Cluster_16993	N	6	243	56	4	33
NW_025322838.1:67321-67917	Cluster_16994	N	363	228	275	2	238
NW_025322838.1:69386-69807	Cluster_16995	N	65	23	86	0	28
NW_025322840.1:7384-7928	Cluster_16996	N	46	56	21	58	29
NW_025322840.1:109880-110368	Cluster_16997	N	136	54	14296	1364	388
NW_025322841.1:1715-2279	Cluster_16998	N	1536	2425	435	1189	993
NW_025322841.1:21963-22683	Cluster_16999	N	69	550	173	4	9
NW_025322841.1:24245-25084	Cluster_17000	N	14	211	35	349	132
NW_025322841.1:25682-26455	Cluster_17001	N	250	671	246	128	449
NW_025322841.1:113754-114558	Cluster_17002	N	603	71	179	153	22
NW_025322841.1:116302-117230	Cluster_17003	N	102	71	181	604	34
NW_025322841.1:141734-142275	Cluster_17004	N	2	19	20	401	77
NW_025322841.1:142516-142943	Cluster_17005	N	1	17	0	131	7
NW_025322841.1:146949-147424	Cluster_17006	N	4	171	47	7	1
NW_025322841.1:160247-160672	Cluster_17007	N	3	30	25	32	115
NW_025322842.1:4168-4589	Cluster_17008	N	0	16	118	428	0
NW_025322842.1:7220-7646	Cluster_17009	N	101	33	0	0	1
NW_025322842.1:19004-19507	Cluster_17010	N	0	4	117	135	208
NW_025322842.1:20709-21156	Cluster_17011	N	4	42	1649	896	1353
NW_025322843.1:20546-20972	Cluster_17012	N	0	3	4	158	0
NW_025322843.1:83018-83447	Cluster_17013	N	106	23	194	41	34
NW_025322843.1:85646-86185	Cluster_17014	N	2	342	0	1	0
NW_025322843.1:88546-89371	Cluster_17015	N	31	3419	31	2	1
NW_025322843.1:90037-90951	Cluster_17016	N	22	665	5001	5	2
NW_025322843.1:91203-91680	Cluster_17017	N	2	361	580	1	0
NW_025322843.1:93670-94371	Cluster_17018	N	0	396	546	4	0
NW_025322844.1:6653-7166	Cluster_17019	N	0	367	298	73	118
NW_025322844.1:24887-25315	Cluster_17020	N	125	73	7	110	1
NW_025322844.1:77114-77603	Cluster_17021	N	366	3914	929	508	5076
NW_025322844.1:97067-97710	Cluster_17022	N	106	332	274	47	56
NW_025322844.1:101831-102264	Cluster_17023	N	317	23	21	4	260
NW_025322844.1:103227-103655	Cluster_17024	N	157	65	3	103	0
NW_025322844.1:123506-123946	Cluster_17025	N	1324	0	16	35	1018
NW_025322844.1:150265-150695	Cluster_17026	N	456	1	0	0	1
NW_025322844.1:151107-151535	Cluster_17027	N	16	61	24	78	17
NW_025322844.1:153130-153559	Cluster_17028	N	154	58	557	95	1
NW_025322845.1:999-1425	Cluster_17029	N	2	7	132	1	2
NW_025322845.1:60587-61032	Cluster_17030	N	0	1	488	2	0
NW_025322845.1:61464-61870	Cluster_17031	N	2	13	107	3	0
NW_025322845.1:77353-77782	Cluster_17032	N	54	22	60	9	5
NW_025322845.1:90018-90447	Cluster_17033	N	19	97	3	76	32
NW_025322845.1:106439-106848	Cluster_17034	N	10	21	3	93	0
NW_025322845.1:146642-147068	Cluster_17035	N	115	67	0	0	2
NW_025322846.1:14001-14701	Cluster_17036	N	2720	4	1	5448	3279
NW_025322846.1:31727-32705	Cluster_17037	N	429	643	378	170	187
NW_025322846.1:98326-98754	Cluster_17038	N	53	46	1	1	38
NW_025322846.1:101514-101944	Cluster_17039	N	189	56	342	0	63
NW_025322846.1:102469-102896	Cluster_17040	N	30	131	50	0	11
NW_025322846.1:103472-103889	Cluster_17041	N	49	11	42	0	15
NW_025322846.1:104223-104664	Cluster_17042	N	87	111	336	0	219
NW_025322846.1:105536-106348	Cluster_17043	N	169	747	516	0	647
NW_025322846.1:106783-107210	Cluster_17044	N	29	136	63	0	61
NW_025322846.1:108411-108860	Cluster_17045	N	152	211	1180	0	464
NW_025322846.1:109191-109841	Cluster_17046	N	88	412	527	2	338
NW_025322846.1:110616-111050	Cluster_17047	N	140	125	2369	0	974
NW_025322846.1:111650-112077	Cluster_17048	N	4	4	1	0	139
NW_025322846.1:148899-149328	Cluster_17049	N	44	0	100	0	0
NW_025322848.1:47791-48536	Cluster_17050	N	1237	709	471	315	90
NW_025322848.1:48757-49458	Cluster_17051	N	53	315	182	34	86
NW_025322848.1:52098-52908	Cluster_17052	N	94	124	413	170	15
NW_025322848.1:55875-56304	Cluster_17053	N	0	0	33	47	71
NW_025322848.1:66186-66697	Cluster_17054	N	1	184	547	4	423
NW_025322848.1:69197-69746	Cluster_17055	N	3226	21	11910	5610	10771
NW_025322848.1:126192-126621	Cluster_17056	N	25	533	5	1844	2274
NW_025322848.1:126763-127259	Cluster_17057	N	422	1204	455	1445	2049
NW_025322848.1:131826-132252	Cluster_17058	N	139	12	12	10	10
NW_025322848.1:148111-148656	Cluster_17059	N	1525	0	0	1230	560
NW_025322849.1:24416-24843	Cluster_17060	N	7	13	46	183	25
NW_025322849.1:79936-80365	Cluster_17061	N	1	6	175	49	0
NW_025322850.1:45002-45416	Cluster_17062	N	15	27	18	42	54
NW_025322850.1:67921-68347	Cluster_17063	N	0	1	160	0	54
NW_025322850.1:73331-73791	Cluster_17064	N	85	158	134	33	111
NW_025322850.1:77220-77647	Cluster_17065	N	21	16	25	383	18
NW_025322851.1:3618-4028	Cluster_17066	N	0	128	3	1	1
NW_025322851.1:15354-15780	Cluster_17067	N	39	0	0	23	24
NW_025322851.1:32504-32925	Cluster_17068	N	5	36	21	29	17
NW_025322851.1:60603-61264	Cluster_17069	N	2	2	5	1	406
NW_025322852.1:13822-14247	Cluster_17070	N	0	80	53	50	34
NW_025322852.1:45153-45734	Cluster_17071	N	270	243	136	527	21
NW_025322852.1:48695-49426	Cluster_17072	N	497	315	152	250	1
NW_025322853.1:3812-4291	Cluster_17073	N	1070	101	437	107	405
NW_025322853.1:29427-29854	Cluster_17074	N	0	85	146	2	101
NW_025322853.1:64000-64428	Cluster_17075	N	1	0	0	230	0
NW_025322853.1:83135-83564	Cluster_17076	N	55	73	14	5	40
NW_025322853.1:116654-117081	Cluster_17077	N	36	19	130	4	0
NW_025322853.1:119031-119460	Cluster_17078	N	67	192	1	136	62
NW_025322854.1:31685-32147	Cluster_17079	N	5	34	40	64	111
NW_025322854.1:47611-48033	Cluster_17080	N	56	24	19	67	82
NW_025322854.1:74839-75400	Cluster_17081	N	11	277	79	328	414
NW_025322854.1:75453-76204	Cluster_17082	N	21	131	286	94	39
NW_025322854.1:76823-77496	Cluster_17083	N	14	188	91	109	12
NW_025322854.1:83427-84092	Cluster_17084	N	121	58	334	89	77
NW_025322854.1:84375-85218	Cluster_17085	N	224	78	350	92	114
NW_025322854.1:87148-87943	Cluster_17086	N	1264	1147	458	2326	213
NW_025322854.1:91041-91458	Cluster_17087	N	4	23	33	97	1
NW_025322854.1:92323-92773	Cluster_17088	N	6	1	4	578	51
NW_025322854.1:97228-97657	Cluster_17089	N	109	90	10	45	12
NW_025322854.1:103327-103785	Cluster_17090	N	273	125	76	93	98
NW_025322854.1:104185-104614	Cluster_17091	N	220	79	64	34	71
NW_025322854.1:104940-105705	Cluster_17092	N	230	218	31	79	21
NW_025322854.1:106270-106751	Cluster_17093	N	196	163	153	46	46
NW_025322854.1:106945-107803	Cluster_17094	N	333	315	130	108	64
NW_025322854.1:116971-117396	Cluster_17095	N	24	1	4	0	211
NW_025322854.1:121175-121817	Cluster_17096	N	97	59	69	153	15
NW_025322854.1:122098-122527	Cluster_17097	N	129	44	21	3	0
NW_025322854.1:124627-125047	Cluster_17098	N	7	52	30	32	20
NW_025322855.1:42754-43182	Cluster_17099	N	2	0	133	1	0
NW_025322855.1:45772-46205	Cluster_17100	N	1742	1589	737	0	174
NW_025322855.1:55844-56272	Cluster_17101	N	0	0	1	47	191
NW_025322855.1:56630-57057	Cluster_17102	N	0	60	120	1	2
NW_025322855.1:76487-76896	Cluster_17103	N	29	57	0	0	0
NW_025322857.1:1698-2127	Cluster_17104	N	1266	15	10	15	272
NW_025322857.1:10648-11077	Cluster_17105	N	9	73	5	279	17
NW_025322857.1:56335-56908	Cluster_17106	N	2	330	1	118	71
NW_025322857.1:58192-59448	Cluster_17107	N	9	2039	9	1497	1021
NW_025322857.1:61386-63212	Cluster_17108	N	152	398	1309	565	96
NW_025322857.1:66692-67119	Cluster_17109	N	3	110	14	89	1
NW_025322857.1:67879-68688	Cluster_17110	N	60	29	72	109	68
NW_025322857.1:86382-86806	Cluster_17111	N	1	49	63	22	12
NW_025322857.1:94156-94578	Cluster_17112	N	0	22	0	0	667
NW_025322857.1:118852-119828	Cluster_17113	N	2114	4	2916	2485	7
NW_025322858.1:21912-22338	Cluster_17114	N	34	2	1	177	95
NW_025322858.1:89871-90301	Cluster_17115	N	19	33	2322	0	624
NW_025322858.1:104903-105331	Cluster_17116	N	1	1	0	0	562
NW_025322859.1:109547-110809	Cluster_17117	N	800	76	196	168	46
NW_025322859.1:111117-112287	Cluster_17118	N	951	113	113	185	46
NW_025322860.1:23548-23994	Cluster_17119	N	94	54	22	9	327
NW_025322860.1:42499-42927	Cluster_17120	N	152	179	8	0	1
NW_025322860.1:42970-43564	Cluster_17121	N	214	349	7	0	5
NW_025322860.1:43944-44358	Cluster_17122	N	91	50	0	21	3
NW_025322860.1:44839-45286	Cluster_17123	N	245	161	6	0	1
NW_025322860.1:128188-128649	Cluster_17124	N	69	68	99	213	111
NW_025322861.1:11461-11957	Cluster_17125	N	32	106	465	0	27
NW_025322861.1:17368-18001	Cluster_17126	N	18043	119	4383	21	1
NW_025322861.1:19145-19571	Cluster_17127	N	97	12	26	29	16
NW_025322861.1:28015-28538	Cluster_17128	N	2	1	1095	2076	1123
NW_025322861.1:94744-95239	Cluster_17129	N	382	878	211	2164	424
NW_025322861.1:120291-120881	Cluster_17130	N	928	827	2649	1249	1399
NW_025322862.1:67136-67578	Cluster_17131	N	84	138	62	7	30
NW_025322863.1:5625-6681	Cluster_17132	N	159	199	29	338	272
NW_025322863.1:7138-8087	Cluster_17133	N	354	1677	2453	919	1591
NW_025322863.1:31287-31700	Cluster_17134	N	0	98	3	0	12
NW_025322863.1:46549-46975	Cluster_17135	N	11	71	112	21	22
NW_025322863.1:47985-48393	Cluster_17136	N	8	125	22	13	0
NW_025322863.1:50077-50495	Cluster_17137	N	10	11	14	17	41
NW_025322864.1:30379-30806	Cluster_17138	N	0	211	1	2	0
NW_025322865.1:2207-4055	Cluster_17139	N	91	9533	135	4338	2329
NW_025322865.1:4268-4699	Cluster_17140	N	6	1068	0	50	997
NW_025322865.1:25384-25810	Cluster_17141	N	21	22	14	101	24
NW_025322865.1:26043-27075	Cluster_17142	N	1084	2721	341	1955	1701
NW_025322865.1:79882-80289	Cluster_17143	N	3	130	13	0	7
NW_025322866.1:18793-19221	Cluster_17144	N	0	0	227	6	12
NW_025322866.1:40199-40913	Cluster_17145	N	27	51	408	1578	380
