"","X","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","pi_chrom","pi_start","pi_end","gf_chrom","gf_type","gf_start","gf_end","gf_attr","overlap","prop.sig.genes","Species"
"138",16,"Pocillopora_meandrina_HIv1___RNAseq.g13147.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000010",2497140,2503741,"Pocillopora_meandrina_HIv1___Sc0000010","transcript",2497342,2500887,"ID=Pocillopora_meandrina_HIv1___RNAseq.g13147.t1",3545,0.0277264325323475,"Pocillopora tuahiniensis"
"139",17,"Pocillopora_meandrina_HIv1___RNAseq.g6919.t1","GO:0006310","DNA recombination",624,10,1.16,0.00534,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",6079035,6084410,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",6080130,6083971,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1",3841,0.016025641025641,"Pocillopora tuahiniensis"
"140",19,"Pocillopora_meandrina_HIv1___RNAseq.g6919.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",6079035,6084410,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",6080130,6083971,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1",3841,0.0277264325323475,"Pocillopora tuahiniensis"
"141",20,"Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0006310","DNA recombination",624,10,1.16,0.00534,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2838,0.016025641025641,"Pocillopora tuahiniensis"
"142",22,"Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2838,0.0277264325323475,"Pocillopora tuahiniensis"
"143",29,"Pocillopora_meandrina_HIv1___RNAseq.g1806.t1","GO:1903108","regulation of mitochondrial transcription",9,1,0.02,0.01666,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008",2003184,2024008,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",2019737,2031383,"ID=Pocillopora_meandrina_HIv1___RNAseq.g1806.t1",4271,0.111111111111111,"Pocillopora tuahiniensis"
"144",30,"Pocillopora_meandrina_HIv1___RNAseq.g6728.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3701305,3704736,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6728.t1",1396,0.0277264325323475,"Pocillopora tuahiniensis"
"145",33,"Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5794,0.0277264325323475,"Pocillopora tuahiniensis"
"146",34,"Pocillopora_meandrina_HIv1___TS.g21317.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000019",5483017,5501965,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",5491736,5493919,"ID=Pocillopora_meandrina_HIv1___TS.g21317.t1",2183,0.0277264325323475,"Pocillopora tuahiniensis"
"147",37,"Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1626,0.0277264325323475,"Pocillopora tuahiniensis"
"148",39,"Pocillopora_meandrina_HIv1___RNAseq.g3637.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000013",7398591,7407024,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",7400426,7403107,"ID=Pocillopora_meandrina_HIv1___RNAseq.g3637.t1",2681,0.0277264325323475,"Pocillopora tuahiniensis"
"149",41,"Pocillopora_meandrina_HIv1___RNAseq.g1805.t1","GO:0006355","regulation of DNA-templated transcription",1901,7,3.54,0.0258,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008",2003184,2024008,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",2015777,2016166,"ID=Pocillopora_meandrina_HIv1___RNAseq.g1805.t1",389,0.00368227248816412,"Pocillopora tuahiniensis"
"150",42,"Pocillopora_meandrina_HIv1___RNAseq.g7292.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000002",11007008,11012024,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",11007082,11012466,"ID=Pocillopora_meandrina_HIv1___RNAseq.g7292.t1",4942,0.0277264325323475,"Pocillopora tuahiniensis"
"151",43,"Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0006310","DNA recombination",624,10,1.16,0.00534,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4076,0.016025641025641,"Pocillopora tuahiniensis"
"152",45,"Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0015074","DNA integration",541,15,1.01,6.4e-15,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4076,0.0277264325323475,"Pocillopora tuahiniensis"
"153",52,"Pocillopora_meandrina_HIv1___RNAseq.g27989.t1","GO:0006355","regulation of DNA-templated transcription",1901,7,3.54,0.0258,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000006",12435230,12463480,"Pocillopora_meandrina_HIv1___Sc0000006","transcript",12445464,12446291,"ID=Pocillopora_meandrina_HIv1___RNAseq.g27989.t1",827,0.00368227248816412,"Pocillopora tuahiniensis"
"154",53,"Pocillopora_meandrina_HIv1___RNAseq.g19581.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000001",10531132,10536982,"Pocillopora_meandrina_HIv1___Sc0000001","transcript",10535065,10536702,"ID=Pocillopora_meandrina_HIv1___RNAseq.g19581.t1",1637,0.0258823529411765,"Pocillopora tuahiniensis"
"155",54,"Pocillopora_meandrina_HIv1___RNAseq.g25079.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000004",13615030,13624862,"Pocillopora_meandrina_HIv1___Sc0000004","transcript",13615770,13616777,"ID=Pocillopora_meandrina_HIv1___RNAseq.g25079.t1",1007,0.0258823529411765,"Pocillopora tuahiniensis"
"156",55,"Pocillopora_meandrina_HIv1___RNAseq.g16075.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",11421003,11433320,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",11422530,11426450,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16075.t1",3920,0.00263620386643234,"Pocillopora tuahiniensis"
"157",56,"Pocillopora_meandrina_HIv1___TS.g18528.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000043",1687373,1694015,"Pocillopora_meandrina_HIv1___Sc0000043","transcript",1688357,1694669,"ID=Pocillopora_meandrina_HIv1___TS.g18528.t1",5658,0.00263620386643234,"Pocillopora tuahiniensis"
"158",57,"Pocillopora_meandrina_HIv1___TS.g18528.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000043",1687373,1694015,"Pocillopora_meandrina_HIv1___Sc0000043","transcript",1688357,1694669,"ID=Pocillopora_meandrina_HIv1___TS.g18528.t1",5658,0.0258823529411765,"Pocillopora tuahiniensis"
"159",58,"Pocillopora_meandrina_HIv1___TS.g24875.t1a","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000007",13093921,13099854,"Pocillopora_meandrina_HIv1___Sc0000007","transcript",13095063,13097222,"ID=Pocillopora_meandrina_HIv1___TS.g24875.t1a",2159,0.0258823529411765,"Pocillopora tuahiniensis"
"160",59,"Pocillopora_meandrina_HIv1___TS.g13639.t1b","GO:0042025","host cell nucleus",17,3,0.03,3.7e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021",6212021,6231942,"Pocillopora_meandrina_HIv1___Sc0000021","transcript",6215380,6216850,"ID=Pocillopora_meandrina_HIv1___TS.g13639.t1b",1470,0.176470588235294,"Pocillopora tuahiniensis"
"161",60,"Pocillopora_meandrina_HIv1___RNAseq.g18201.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000019",3826011,3853992,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",3830307,3833256,"ID=Pocillopora_meandrina_HIv1___RNAseq.g18201.t1",2949,0.00263620386643234,"Pocillopora tuahiniensis"
"162",61,"Pocillopora_meandrina_HIv1___RNAseq.g18203.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000019",3826011,3853992,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",3848485,3852030,"ID=Pocillopora_meandrina_HIv1___RNAseq.g18203.t1",3545,0.00263620386643234,"Pocillopora tuahiniensis"
"163",63,"Pocillopora_meandrina_HIv1___RNAseq.g13147.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000010",2497140,2503741,"Pocillopora_meandrina_HIv1___Sc0000010","transcript",2497342,2500887,"ID=Pocillopora_meandrina_HIv1___RNAseq.g13147.t1",3545,0.0258823529411765,"Pocillopora tuahiniensis"
"164",64,"Pocillopora_meandrina_HIv1___RNAseq.g6919.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",6079035,6084410,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",6080130,6083971,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1",3841,0.00263620386643234,"Pocillopora tuahiniensis"
"165",67,"Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0042025","host cell nucleus",17,3,0.03,3.7e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2838,0.176470588235294,"Pocillopora tuahiniensis"
"166",70,"Pocillopora_meandrina_HIv1___RNAseq.g6728.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3701305,3704736,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6728.t1",1396,0.0258823529411765,"Pocillopora tuahiniensis"
"167",71,"Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5794,0.00263620386643234,"Pocillopora tuahiniensis"
"168",72,"Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5794,0.0258823529411765,"Pocillopora tuahiniensis"
"169",73,"Pocillopora_meandrina_HIv1___TS.g21317.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000019",5483017,5501965,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",5491736,5493919,"ID=Pocillopora_meandrina_HIv1___TS.g21317.t1",2183,0.0258823529411765,"Pocillopora tuahiniensis"
"170",74,"Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1626,0.00263620386643234,"Pocillopora tuahiniensis"
"171",75,"Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1626,0.0258823529411765,"Pocillopora tuahiniensis"
"172",76,"Pocillopora_meandrina_HIv1___RNAseq.g3637.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000013",7398591,7407024,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",7400426,7403107,"ID=Pocillopora_meandrina_HIv1___RNAseq.g3637.t1",2681,0.0258823529411765,"Pocillopora tuahiniensis"
"173",77,"Pocillopora_meandrina_HIv1___RNAseq.g26952.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000006",2573320,2586773,"Pocillopora_meandrina_HIv1___Sc0000006","transcript",2578083,2585685,"ID=Pocillopora_meandrina_HIv1___RNAseq.g26952.t1",7602,0.00263620386643234,"Pocillopora tuahiniensis"
"174",78,"Pocillopora_meandrina_HIv1___RNAseq.g1805.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008",2003184,2024008,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",2015777,2016166,"ID=Pocillopora_meandrina_HIv1___RNAseq.g1805.t1",389,0.00263620386643234,"Pocillopora tuahiniensis"
"175",79,"Pocillopora_meandrina_HIv1___RNAseq.g7292.t1","GO:0042575","DNA polymerase complex",425,11,0.78,1.1e-10,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",11007008,11012024,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",11007082,11012466,"ID=Pocillopora_meandrina_HIv1___RNAseq.g7292.t1",4942,0.0258823529411765,"Pocillopora tuahiniensis"
"176",82,"Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0042025","host cell nucleus",17,3,0.03,3.7e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4076,0.176470588235294,"Pocillopora tuahiniensis"
"177",85,"Pocillopora_meandrina_HIv1___RNAseq.g6730.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3708356,3710821,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6730.t1",2465,0.00263620386643234,"Pocillopora tuahiniensis"
"178",86,"Pocillopora_meandrina_HIv1___RNAseq.g27989.t1","GO:0005634","nucleus",5690,15,10.38,0.02159,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000006",12435230,12463480,"Pocillopora_meandrina_HIv1___Sc0000006","transcript",12445464,12446291,"ID=Pocillopora_meandrina_HIv1___RNAseq.g27989.t1",827,0.00263620386643234,"Pocillopora tuahiniensis"
"179",89,"Pocillopora_meandrina_HIv1___RNAseq.g19581.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000001",10531132,10536982,"Pocillopora_meandrina_HIv1___Sc0000001","transcript",10535065,10536702,"ID=Pocillopora_meandrina_HIv1___RNAseq.g19581.t1",1637,0.00612182430364249,"Pocillopora tuahiniensis"
"180",90,"Pocillopora_meandrina_HIv1___RNAseq.g19581.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000001",10531132,10536982,"Pocillopora_meandrina_HIv1___Sc0000001","transcript",10535065,10536702,"ID=Pocillopora_meandrina_HIv1___RNAseq.g19581.t1",1637,0.0113085621970921,"Pocillopora tuahiniensis"
"181",91,"Pocillopora_meandrina_HIv1___RNAseq.g25079.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000004",13615030,13624862,"Pocillopora_meandrina_HIv1___Sc0000004","transcript",13615770,13616777,"ID=Pocillopora_meandrina_HIv1___RNAseq.g25079.t1",1007,0.00612182430364249,"Pocillopora tuahiniensis"
"182",92,"Pocillopora_meandrina_HIv1___RNAseq.g25079.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000004",13615030,13624862,"Pocillopora_meandrina_HIv1___Sc0000004","transcript",13615770,13616777,"ID=Pocillopora_meandrina_HIv1___RNAseq.g25079.t1",1007,0.0113085621970921,"Pocillopora tuahiniensis"
"183",97,"Pocillopora_meandrina_HIv1___RNAseq.g16075.t1","GO:0004519","endonuclease activity",528,9,1.13,4.5e-06,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000003",11421003,11433320,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",11422530,11426450,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16075.t1",3920,0.0170454545454545,"Pocillopora tuahiniensis"
"184",98,"Pocillopora_meandrina_HIv1___TS.g18528.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000043",1687373,1694015,"Pocillopora_meandrina_HIv1___Sc0000043","transcript",1688357,1694669,"ID=Pocillopora_meandrina_HIv1___TS.g18528.t1",5658,0.00612182430364249,"Pocillopora tuahiniensis"
"185",100,"Pocillopora_meandrina_HIv1___TS.g18528.t1","GO:0004519","endonuclease activity",528,9,1.13,4.5e-06,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000043",1687373,1694015,"Pocillopora_meandrina_HIv1___Sc0000043","transcript",1688357,1694669,"ID=Pocillopora_meandrina_HIv1___TS.g18528.t1",5658,0.0170454545454545,"Pocillopora tuahiniensis"
"186",102,"Pocillopora_meandrina_HIv1___TS.g24875.t1a","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000007",13093921,13099854,"Pocillopora_meandrina_HIv1___Sc0000007","transcript",13095063,13097222,"ID=Pocillopora_meandrina_HIv1___TS.g24875.t1a",2159,0.00612182430364249,"Pocillopora tuahiniensis"
"187",103,"Pocillopora_meandrina_HIv1___TS.g24875.t1a","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000007",13093921,13099854,"Pocillopora_meandrina_HIv1___Sc0000007","transcript",13095063,13097222,"ID=Pocillopora_meandrina_HIv1___TS.g24875.t1a",2159,0.0113085621970921,"Pocillopora tuahiniensis"
"188",105,"Pocillopora_meandrina_HIv1___TS.g13639.t1b","GO:0004519","endonuclease activity",528,9,1.13,4.5e-06,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000021",6212021,6231942,"Pocillopora_meandrina_HIv1___Sc0000021","transcript",6215380,6216850,"ID=Pocillopora_meandrina_HIv1___TS.g13639.t1b",1470,0.0170454545454545,"Pocillopora tuahiniensis"
"189",106,"Pocillopora_meandrina_HIv1___RNAseq.g18201.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000019",3826011,3853992,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",3830307,3833256,"ID=Pocillopora_meandrina_HIv1___RNAseq.g18201.t1",2949,0.0113085621970921,"Pocillopora tuahiniensis"
"190",107,"Pocillopora_meandrina_HIv1___RNAseq.g13147.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000010",2497140,2503741,"Pocillopora_meandrina_HIv1___Sc0000010","transcript",2497342,2500887,"ID=Pocillopora_meandrina_HIv1___RNAseq.g13147.t1",3545,0.00612182430364249,"Pocillopora tuahiniensis"
"191",110,"Pocillopora_meandrina_HIv1___RNAseq.g13147.t1","GO:0004519","endonuclease activity",528,9,1.13,4.5e-06,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000010",2497140,2503741,"Pocillopora_meandrina_HIv1___Sc0000010","transcript",2497342,2500887,"ID=Pocillopora_meandrina_HIv1___RNAseq.g13147.t1",3545,0.0170454545454545,"Pocillopora tuahiniensis"
"192",115,"Pocillopora_meandrina_HIv1___RNAseq.g6919.t1","GO:0004519","endonuclease activity",528,9,1.13,4.5e-06,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",6079035,6084410,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",6080130,6083971,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6919.t1",3841,0.0170454545454545,"Pocillopora tuahiniensis"
"193",122,"Pocillopora_meandrina_HIv1___TS.g9756.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000013",6787577,6795010,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",6789451,6792289,"ID=Pocillopora_meandrina_HIv1___TS.g9756.t1",2838,0.0113085621970921,"Pocillopora tuahiniensis"
"194",125,"Pocillopora_meandrina_HIv1___RNAseq.g1806.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000008",2003184,2024008,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",2019737,2031383,"ID=Pocillopora_meandrina_HIv1___RNAseq.g1806.t1",4271,0.0113085621970921,"Pocillopora tuahiniensis"
"195",126,"Pocillopora_meandrina_HIv1___RNAseq.g6728.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3701305,3704736,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6728.t1",1396,0.00612182430364249,"Pocillopora tuahiniensis"
"196",127,"Pocillopora_meandrina_HIv1___RNAseq.g6728.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3701305,3704736,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6728.t1",1396,0.0113085621970921,"Pocillopora tuahiniensis"
"197",128,"Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5794,0.00612182430364249,"Pocillopora tuahiniensis"
"198",130,"Pocillopora_meandrina_HIv1___RNAseq.g16257.t1","GO:0004519","endonuclease activity",528,9,1.13,4.5e-06,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000003",14080011,14086151,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",14080018,14085812,"ID=Pocillopora_meandrina_HIv1___RNAseq.g16257.t1",5794,0.0170454545454545,"Pocillopora tuahiniensis"
"199",132,"Pocillopora_meandrina_HIv1___TS.g21317.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000019",5483017,5501965,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",5491736,5493919,"ID=Pocillopora_meandrina_HIv1___TS.g21317.t1",2183,0.00612182430364249,"Pocillopora tuahiniensis"
"200",133,"Pocillopora_meandrina_HIv1___TS.g21317.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000019",5483017,5501965,"Pocillopora_meandrina_HIv1___Sc0000019","transcript",5491736,5493919,"ID=Pocillopora_meandrina_HIv1___TS.g21317.t1",2183,0.0113085621970921,"Pocillopora tuahiniensis"
"201",135,"Pocillopora_meandrina_HIv1___RNAseq.g19233.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000001",7491180,7496937,"Pocillopora_meandrina_HIv1___Sc0000001","transcript",7494081,7495580,"ID=Pocillopora_meandrina_HIv1___RNAseq.g19233.t1",1499,0.0113085621970921,"Pocillopora tuahiniensis"
"202",136,"Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1626,0.00612182430364249,"Pocillopora tuahiniensis"
"203",138,"Pocillopora_meandrina_HIv1___RNAseq.g17090.t1","GO:0004519","endonuclease activity",528,9,1.13,4.5e-06,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000036",83954,91693,"Pocillopora_meandrina_HIv1___Sc0000036","transcript",85135,86761,"ID=Pocillopora_meandrina_HIv1___RNAseq.g17090.t1",1626,0.0170454545454545,"Pocillopora tuahiniensis"
"204",141,"Pocillopora_meandrina_HIv1___RNAseq.g3637.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000013",7398591,7407024,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",7400426,7403107,"ID=Pocillopora_meandrina_HIv1___RNAseq.g3637.t1",2681,0.00612182430364249,"Pocillopora tuahiniensis"
"205",142,"Pocillopora_meandrina_HIv1___RNAseq.g3637.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000013",7398591,7407024,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",7400426,7403107,"ID=Pocillopora_meandrina_HIv1___RNAseq.g3637.t1",2681,0.0113085621970921,"Pocillopora tuahiniensis"
