Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NW_025323119.1:107414-107843	Cluster_17900	N	17	693	16	10	21
NW_025323119.1:115945-116372	Cluster_17901	N	0	44	0	27	162
NW_025323119.1:116796-117681	Cluster_17902	N	298	799	433	731	883
NW_025323119.1:131406-131944	Cluster_17903	N	543	0	211	61	77
NW_025323119.1:207256-208088	Cluster_17904	N	5	207	701	287	316
NW_025323119.1:208187-208643	Cluster_17905	N	3	11	1154	1455	32
NW_025323119.1:223989-224398	Cluster_17906	N	36	70	40	2	40
NW_025323119.1:271769-273691	Cluster_17907	N	961	1392	561	214	684
NW_025323119.1:273733-275109	Cluster_17908	N	1204	765	317	601	327
NW_025323119.1:292412-292924	Cluster_17909	N	7	0	0	757	0
NW_025323120.1:8309-8731	Cluster_17910	N	1	0	52	30	0
NW_025323120.1:21249-21676	Cluster_17911	N	135	16	4	1	3
NW_025323120.1:22146-23204	Cluster_17912	N	40	5	880	16	761
NW_025323120.1:133220-133643	Cluster_17913	N	25	12	1	103	14
NW_025323120.1:137077-137504	Cluster_17914	N	67	55	15	3	9
NW_025323120.1:143068-143637	Cluster_17915	N	825	493	480	37	1504
NW_025323120.1:144098-144606	Cluster_17916	N	1586	440	185	3	635
NW_025323120.1:150583-151002	Cluster_17917	N	13	0	28	51	1
NW_025323120.1:197733-198157	Cluster_17918	N	87	0	1	3	1
NW_025323120.1:257134-258143	Cluster_17919	N	4449	7852	3	8255	6419
NW_025323121.1:31049-31477	Cluster_17920	N	6	217	8	3	8
NW_025323121.1:84854-85282	Cluster_17921	N	201	2	0	32	0
NW_025323121.1:139347-139805	Cluster_17922	N	19	49	222	3	129
NW_025323121.1:139857-140453	Cluster_17923	N	542	0	327	171	1
NW_025323121.1:156041-156475	Cluster_17924	N	0	1	0	0	247
NW_025323121.1:176198-176676	Cluster_17925	N	55	161	153	91	98
NW_025323121.1:183724-184152	Cluster_17926	N	74	6	33	3	11
NW_025323122.1:59187-59963	Cluster_17927	N	844	532	436	29	479
NW_025323122.1:76986-77486	Cluster_17928	N	2444	30	0	28	444
NW_025323122.1:94026-94455	Cluster_17929	N	1	29	4	26	256
NW_025323122.1:94810-95393	Cluster_17930	N	343	680	2518	419	700
NW_025323122.1:96464-96891	Cluster_17931	N	87	35	44	87	14
NW_025323122.1:135774-136358	Cluster_17932	N	843	1	345	2	281
NW_025323122.1:151383-151811	Cluster_17933	N	0	298	0	2	0
NW_025323122.1:154310-154736	Cluster_17934	N	0	6	218	0	17
NW_025323122.1:187358-187787	Cluster_17935	N	75	168	134	229	612
NW_025323122.1:208376-208802	Cluster_17936	N	0	1	143	1	47
NW_025323122.1:211443-211873	Cluster_17937	N	53	22	1	0	524
NW_025323122.1:225035-226287	Cluster_17938	N	217	162	444	147	53
NW_025323122.1:230765-231202	Cluster_17939	N	167	151	213	74	49
NW_025323122.1:259835-260302	Cluster_17940	N	169	87	101	121	232
NW_025323122.1:260381-260810	Cluster_17941	N	47	0	144	0	0
NW_025323122.1:262501-263506	Cluster_17942	N	421	957	1275	996	514
NW_025323123.1:10363-10805	Cluster_17943	N	76	172	0	422	3
NW_025323123.1:30203-30631	Cluster_17944	N	138	2	0	29	1
NW_025323123.1:45530-45954	Cluster_17945	N	95	5	2	0	0
NW_025323123.1:55681-56105	Cluster_17946	N	91	1	3	0	0
NW_025323123.1:59720-60148	Cluster_17947	N	148	0	1	25	1
NW_025323123.1:63525-63965	Cluster_17948	N	121	47	436	43	44
NW_025323123.1:65471-65967	Cluster_17949	N	227	31	471	908	297
NW_025323123.1:87887-88315	Cluster_17950	N	43	13	143	27	7
NW_025323123.1:100022-100451	Cluster_17951	N	46	14	156	27	12
NW_025323123.1:152161-152590	Cluster_17952	N	54	45	107	16	18
NW_025323123.1:215736-216156	Cluster_17953	N	0	97	57	0	11
NW_025323123.1:220362-220790	Cluster_17954	N	40	10	18	130	0
NW_025323123.1:225114-225541	Cluster_17955	N	74	0	0	64	1
NW_025323123.1:248220-248617	Cluster_17956	N	0	165	75	19	67
NW_025323124.1:5486-6876	Cluster_17957	N	1857	23	1465	1550	50
NW_025323124.1:6943-8295	Cluster_17958	N	4328	204	1088	6383	31
NW_025323124.1:10056-10591	Cluster_17959	N	727	1	384	1169	2
NW_025323124.1:14348-14991	Cluster_17960	N	235	35	193	861	0
NW_025323124.1:15793-16243	Cluster_17961	N	2873	2535	2383	2212	3
NW_025323124.1:42496-42915	Cluster_17962	N	123	0	8	32	36
NW_025323124.1:55579-56000	Cluster_17963	N	85	1	28	37	28
NW_025323124.1:78509-78936	Cluster_17964	N	10	104	0	5	9
NW_025323124.1:125748-126171	Cluster_17965	N	19	34	26	5	78
NW_025323124.1:134244-135016	Cluster_17966	N	2	6	4	20	383
NW_025323124.1:135348-135777	Cluster_17967	N	2	9	43	17	225
NW_025323124.1:136448-136886	Cluster_17968	N	11	17	250	0	79
NW_025323124.1:137298-137726	Cluster_17969	N	1	0	350	0	1
NW_025323124.1:223427-223848	Cluster_17970	N	0	86	1	17	24
NW_025323125.1:29-454	Cluster_17971	N	3	2	2	146	0
NW_025323125.1:6855-7281	Cluster_17972	N	21	15	3	99	5
NW_025323125.1:9705-10143	Cluster_17973	N	174	29	1	218	36
NW_025323125.1:10507-10933	Cluster_17974	N	18	0	5	102	0
NW_025323125.1:30528-30944	Cluster_17975	N	18	0	66	6	2
NW_025323125.1:31737-32275	Cluster_17976	N	5	4	33	305	24
NW_025323125.1:32561-32989	Cluster_17977	N	23	9	57	69	23
NW_025323125.1:38876-39304	Cluster_17978	N	37	89	40	25	109
NW_025323125.1:42111-42540	Cluster_17979	N	74	25	2	127	26
NW_025323125.1:57637-58065	Cluster_17980	N	0	143	0	48	6
NW_025323125.1:65969-66397	Cluster_17981	N	0	143	0	43	28
NW_025323125.1:74238-74665	Cluster_17982	N	0	81	0	28	20
NW_025323125.1:81532-81957	Cluster_17983	N	3	56	22	51	8
NW_025323125.1:87980-89333	Cluster_17984	N	28	879	1383	934	1
NW_025323125.1:95815-96227	Cluster_17985	N	0	48	1	142	19
NW_025323125.1:99769-100593	Cluster_17986	N	11	1	18	1560	1
NW_025323125.1:104075-104502	Cluster_17987	N	0	0	2	177	1
NW_025323125.1:104626-105054	Cluster_17988	N	21	0	21	336	0
NW_025323125.1:106719-107578	Cluster_17989	N	453	170	170	2077	19
NW_025323125.1:109923-110361	Cluster_17990	N	171	29	1	212	56
NW_025323125.1:114504-114931	Cluster_17991	N	42	58	45	75	151
NW_025323125.1:130238-131046	Cluster_17992	N	0	167	1	91	50
NW_025323125.1:139222-139650	Cluster_17993	N	3	149	1	7	22
NW_025323125.1:145879-146385	Cluster_17994	N	178	259	101	138	78
NW_025323125.1:148054-148482	Cluster_17995	N	31	21	1	171	0
NW_025323125.1:148602-149120	Cluster_17996	N	72	380	146	172	190
NW_025323125.1:152086-153337	Cluster_17997	N	200	291	190	2114	93
NW_025323125.1:164473-164901	Cluster_17998	N	125	93	17	22	8
NW_025323125.1:172023-173757	Cluster_17999	N	2449	2838	793	240	2128
NW_025323125.1:174335-174764	Cluster_18000	N	47	45	40	59	80
NW_025323125.1:234125-234685	Cluster_18001	N	12	220	157	0	0
NW_025323126.1:5421-6300	Cluster_18002	N	35	754	36	22	83
NW_025323126.1:6447-7302	Cluster_18003	N	977	623	1175	662	1152
NW_025323126.1:7430-8276	Cluster_18004	N	585	766	150	62	108
NW_025323126.1:32852-33384	Cluster_18005	N	1137	2	4	13	3
NW_025323126.1:96224-96651	Cluster_18006	N	156	1	1	0	0
NW_025323126.1:132105-132533	Cluster_18007	N	22	10	19	37	2
NW_025323127.1:1304-1731	Cluster_18008	N	39	109	93	7	94
NW_025323127.1:2505-3057	Cluster_18009	N	5	578	678	145	690
NW_025323127.1:19943-21200	Cluster_18010	N	38	2449	2486	53	22
NW_025323127.1:25427-25861	Cluster_18011	N	141	98	37	17	136
NW_025323127.1:38537-38966	Cluster_18012	N	21	16	145	14	86
NW_025323127.1:39433-39861	Cluster_18013	N	0	4	1	3	197
NW_025323127.1:59023-59497	Cluster_18014	N	27	65	321	28	4
NW_025323127.1:59778-60205	Cluster_18015	N	1	92	2	41	3
NW_025323127.1:111423-112001	Cluster_18016	N	73	392	482	380	173
NW_025323127.1:114203-114632	Cluster_18017	N	0	0	6122	4094	0
NW_025323127.1:114785-115213	Cluster_18018	N	76	11	80	60	88
NW_025323127.1:137965-138392	Cluster_18019	N	56	84	104	47	58
NW_025323127.1:138950-139377	Cluster_18020	N	24	40	110	4	0
NW_025323127.1:198367-198892	Cluster_18021	N	417	115	345	72	242
NW_025323128.1:11586-12015	Cluster_18022	N	87	0	56	0	0
NW_025323129.1:83383-83925	Cluster_18023	N	2036	1651	1370	679	1813
NW_025323129.1:162443-163362	Cluster_18024	N	7	96	225	111	731
NW_025323129.1:163852-164281	Cluster_18025	N	0	114	14	48	17
NW_025323129.1:178826-179305	Cluster_18026	N	5509	5378	0	1821	1323
NW_025323129.1:182141-182556	Cluster_18027	N	78	5	27	2	2
NW_025323129.1:202010-202551	Cluster_18028	N	55	145	367	64	74
NW_025323129.1:202697-203135	Cluster_18029	N	14	879	11	2048	136
NW_025323130.1:6386-7332	Cluster_18030	N	35	1007	5	3	4
NW_025323130.1:8235-8678	Cluster_18031	N	25	783	11	1	1
NW_025323130.1:10138-10675	Cluster_18032	N	11	776	2	0	0
NW_025323130.1:24700-25173	Cluster_18033	N	163	608	92	116	344
NW_025323130.1:26275-26687	Cluster_18034	N	61	8	46	66	0
NW_025323130.1:28012-28422	Cluster_18035	N	13	22	34	96	0
NW_025323130.1:33756-35467	Cluster_18036	N	560	416	895	276	266
NW_025323130.1:41277-41704	Cluster_18037	N	96	6	3	4	6
NW_025323130.1:46928-47347	Cluster_18038	N	29	17	47	31	22
NW_025323130.1:56743-57171	Cluster_18039	N	3	0	277	1	0
NW_025323130.1:75332-75762	Cluster_18040	N	0	0	524	1	21
NW_025323130.1:93128-94188	Cluster_18041	N	1891	3043	1434	4601	6
NW_025323130.1:98757-99176	Cluster_18042	N	37	26	43	27	22
NW_025323130.1:104369-104848	Cluster_18043	N	94	1110	2557	2704	1
NW_025323130.1:107103-107519	Cluster_18044	N	40	35	53	7	34
NW_025323130.1:107864-108286	Cluster_18045	N	11	34	63	36	9
NW_025323130.1:109003-109504	Cluster_18046	N	109	111	138	54	46
NW_025323130.1:109823-110525	Cluster_18047	N	162	184	298	108	103
NW_025323130.1:110984-111609	Cluster_18048	N	306	182	325	153	117
NW_025323130.1:120063-120491	Cluster_18049	N	73	38	75	175	0
NW_025323130.1:120948-121487	Cluster_18050	N	184	116	164	314	3
NW_025323130.1:126092-126580	Cluster_18051	N	130	0	49	21	27
NW_025323130.1:134377-134914	Cluster_18052	N	18	728	3	0	0
NW_025323130.1:140257-140699	Cluster_18053	N	20	741	8	1	5
NW_025323130.1:147705-148146	Cluster_18054	N	20	763	3	0	1
NW_025323130.1:150586-150995	Cluster_18055	N	145	57	2	2	23
NW_025323130.1:152028-152936	Cluster_18056	N	356	158	104	5	70
NW_025323130.1:153401-153982	Cluster_18057	N	233	158	4	3	73
NW_025323130.1:160003-160407	Cluster_18058	N	12	0	5	26	53
NW_025323130.1:165975-166395	Cluster_18059	N	0	1	93	46	1
NW_025323130.1:179178-179821	Cluster_18060	N	63	113	115	46	57
NW_025323130.1:203074-203813	Cluster_18061	N	9	107	528	5	169
NW_025323130.1:203919-204343	Cluster_18062	N	1	16	154	1	50
NW_025323130.1:204567-205346	Cluster_18063	N	1	115	796	6	7
NW_025323130.1:206520-206923	Cluster_18064	N	0	23	79	6	8
NW_025323130.1:208201-208738	Cluster_18065	N	31	229	0	10	20
NW_025323131.1:2666-3169	Cluster_18066	N	226	264	0	566	974
NW_025323131.1:20761-21339	Cluster_18067	N	0	114	608	578	201
NW_025323131.1:29178-29583	Cluster_18068	N	4	82	1	24	5
NW_025323131.1:69224-69654	Cluster_18069	N	40	2	1	409	2
NW_025323131.1:73684-74112	Cluster_18070	N	146	15	14	0	7
NW_025323131.1:74136-74729	Cluster_18071	N	417	13	36	10	224
NW_025323131.1:75115-75547	Cluster_18072	N	46	0	166	497	112
NW_025323131.1:110631-111049	Cluster_18073	N	1	0	85	79	126
NW_025323131.1:118200-118728	Cluster_18074	N	97	55	68	27	16
NW_025323131.1:126835-127277	Cluster_18075	N	7	128	55	180	203
NW_025323131.1:162663-163648	Cluster_18076	N	267	425	59	0	11
NW_025323131.1:164623-165071	Cluster_18077	N	3	192	28	0	7
NW_025323131.1:174483-175147	Cluster_18078	N	172	206	140	20	43
NW_025323131.1:176232-176661	Cluster_18079	N	46	116	125	0	45
NW_025323131.1:188916-189343	Cluster_18080	N	113	17	11	0	32
NW_025323132.1:5539-5968	Cluster_18081	N	81	16	49	83	31
NW_025323132.1:6136-6994	Cluster_18082	N	217	15	78	3	219
NW_025323132.1:46984-47412	Cluster_18083	N	144	0	7	1	53
NW_025323132.1:94903-95332	Cluster_18084	N	0	173	0	1	0
NW_025323132.1:189199-191183	Cluster_18085	N	507	261	873	279	256
NW_025323133.1:19067-19495	Cluster_18086	N	4	129	3	0	2
NW_025323133.1:20320-20747	Cluster_18087	N	2	20	0	148	3
NW_025323133.1:42093-42647	Cluster_18088	N	41	63	269	1112	31
NW_025323133.1:44421-45008	Cluster_18089	N	104	500	438	121	53
NW_025323133.1:45359-45883	Cluster_18090	N	44	197	115	77	37
NW_025323133.1:47116-48313	Cluster_18091	N	138	1041	98	62	82
NW_025323133.1:105234-105662	Cluster_18092	N	6	97	3	1	213
NW_025323133.1:154989-156154	Cluster_18093	N	333	39	189	79	165
NW_025323133.1:161024-161452	Cluster_18094	N	0	3	136	10	3
NW_025323134.1:7131-7538	Cluster_18095	N	56	17	30	22	14
NW_025323134.1:8449-9104	Cluster_18096	N	166	96	46	42	562
NW_025323134.1:9657-10089	Cluster_18097	N	88	66	43	37	47
NW_025323134.1:57991-58408	Cluster_18098	N	162	113	111	128	94
NW_025323134.1:64148-64710	Cluster_18099	N	297	293	88	730	21
NW_025323134.1:64753-66366	Cluster_18100	N	542	184	982	363	182
NW_025323134.1:66522-66956	Cluster_18101	N	84	117	150	82	72
NW_025323134.1:85084-85515	Cluster_18102	N	105	97	18	54	7
NW_025323134.1:86231-86656	Cluster_18103	N	2	58	0	23	37
NW_025323134.1:86745-87193	Cluster_18104	N	36	4	0	0	441
NW_025323134.1:100699-101853	Cluster_18105	N	3	1543	7	3	2254
NW_025323134.1:102179-102580	Cluster_18106	N	7	66	10	12	28
NW_025323134.1:119373-119802	Cluster_18107	N	296	1	47	549	36
NW_025323134.1:132977-133405	Cluster_18108	N	77	42	4	309	1
NW_025323134.1:141861-142291	Cluster_18109	N	376	54	2	1	180
NW_025323134.1:144347-144775	Cluster_18110	N	24	3	1	202	0
NW_025323134.1:146242-146816	Cluster_18111	N	0	154	1	292	1
NW_025323134.1:162622-163110	Cluster_18112	N	83	0	55	152	650
NW_025323135.1:30680-31154	Cluster_18113	N	15	5	13	0	658
NW_025323135.1:31948-32705	Cluster_18114	N	44	279	15	312	129
NW_025323135.1:113459-113897	Cluster_18115	N	0	1	0	0	596
NW_025323135.1:136335-137204	Cluster_18116	N	26	1468	26	465	15
NW_025323135.1:140358-141219	Cluster_18117	N	50	347	120	300	116
NW_025323135.1:175925-176361	Cluster_18118	N	153	99	33	5	0
NW_025323136.1:59586-60087	Cluster_18119	N	35	19	62	156	50
NW_025323136.1:77438-78037	Cluster_18120	N	256	6	21	22	4
NW_025323136.1:78366-78843	Cluster_18121	N	222	224	7	5	0
NW_025323136.1:78919-79638	Cluster_18122	N	695	45	53	0	3
NW_025323136.1:81313-81748	Cluster_18123	N	154	7	66	245	24
NW_025323136.1:82923-83337	Cluster_18124	N	81	64	41	56	38
NW_025323136.1:83447-83875	Cluster_18125	N	91	20	15	39	12
NW_025323136.1:84328-84728	Cluster_18126	N	99	67	2	59	34
NW_025323136.1:85656-86250	Cluster_18127	N	246	137	268	82	180
NW_025323136.1:91423-92004	Cluster_18128	N	3030	14	9	9	7
NW_025323136.1:95825-96257	Cluster_18129	N	150	425	163	249	1685
NW_025323136.1:128922-129585	Cluster_18130	N	126	118	117	48	53
NW_025323136.1:130014-130442	Cluster_18131	N	42	80	70	51	36
NW_025323136.1:151014-151442	Cluster_18132	N	21	18	130	10	4
NW_025323136.1:158193-158620	Cluster_18133	N	0	133	0	0	0
NW_025323137.1:3708-5222	Cluster_18134	N	159	1691	909	1526	3184
NW_025323137.1:25274-26252	Cluster_18135	N	132	219	222	94	100
NW_025323137.1:26897-27300	Cluster_18136	N	11	56	64	57	37
NW_025323137.1:47029-47575	Cluster_18137	N	1630	5335	6067	4757	1798
NW_025323137.1:67049-67477	Cluster_18138	N	3	291	3	2	2
NW_025323137.1:181487-181912	Cluster_18139	N	0	0	0	105	0
NW_025323138.1:109895-110324	Cluster_18140	N	0	0	1	0	384
NW_025323138.1:121144-122246	Cluster_18141	N	2333	1295	687	1857	2714
NW_025323138.1:123033-123437	Cluster_18142	N	22	19	34	8	19
NW_025323138.1:132401-133304	Cluster_18143	N	1125	623	1388	1683	1040
NW_025323138.1:138792-139356	Cluster_18144	N	903	175	344	32	2
NW_025323138.1:139672-140101	Cluster_18145	N	333	81	98	53	21
NW_025323138.1:140581-141215	Cluster_18146	N	94	54	82	538	12
NW_025323138.1:142923-144176	Cluster_18147	N	3974	5536	4761	15647	12688
NW_025323138.1:144308-144803	Cluster_18148	N	16	82	70	291	112
NW_025323138.1:148161-148589	Cluster_18149	N	24	16	43	66	12
NW_025323138.1:150993-151505	Cluster_18150	N	16	3	600	136	219
NW_025323138.1:151599-152876	Cluster_18151	N	325	242	155	389	487
NW_025323138.1:155081-155753	Cluster_18152	N	347	207	84	2787	351
NW_025323138.1:156583-157013	Cluster_18153	N	1180	944	1284	889	699
NW_025323138.1:157246-157675	Cluster_18154	N	97	17	11	652	3
NW_025323138.1:163882-164314	Cluster_18155	N	117	32	18	10192	1297
NW_025323139.1:54599-55008	Cluster_18156	N	3	118	0	7	1
NW_025323139.1:135688-136107	Cluster_18157	N	76	12	14	5	40
NW_025323140.1:1343-1790	Cluster_18158	N	206	2643	1741	1815	1507
NW_025323140.1:2313-2973	Cluster_18159	N	236	1095	337	220	471
NW_025323140.1:40013-40650	Cluster_18160	N	138	242	105	441	153
NW_025323140.1:42431-42899	Cluster_18161	N	213	106	180	176	45
NW_025323140.1:46483-46962	Cluster_18162	N	0	1	152	212	624
NW_025323140.1:68271-68680	Cluster_18163	N	1	1	102	0	5
NW_025323140.1:69587-70012	Cluster_18164	N	111	6	0	12	0
NW_025323140.1:121440-121847	Cluster_18165	N	78	0	25	0	37
NW_025323141.1:785-1215	Cluster_18166	N	207	12	137	35	3
NW_025323141.1:6177-6606	Cluster_18167	N	52	303	51	53	59
NW_025323141.1:8854-9374	Cluster_18168	N	469	3643	43	18	421
NW_025323141.1:9549-9977	Cluster_18169	N	18	191	1	1	13
NW_025323141.1:10165-10593	Cluster_18170	N	3	882	1	1	23
NW_025323141.1:12102-12667	Cluster_18171	N	177	167	3	3	67
NW_025323141.1:20116-22136	Cluster_18172	N	203	1463	142	1238	446
NW_025323141.1:24190-24715	Cluster_18173	N	86	137	70	18	67
NW_025323141.1:27425-27905	Cluster_18174	N	85	129	29	12	1
NW_025323141.1:33185-33612	Cluster_18175	N	16	67	8	19	10
NW_025323141.1:40643-41147	Cluster_18176	N	0	2	0	802	0
NW_025323141.1:41888-42593	Cluster_18177	N	9	27	34	600	1
NW_025323141.1:42914-43398	Cluster_18178	N	25	41	135	380	1
NW_025323141.1:58481-59136	Cluster_18179	N	2106	1509	22	1037	6
NW_025323141.1:59561-59986	Cluster_18180	N	28	29	30	93	1
NW_025323141.1:61771-62198	Cluster_18181	N	43	20	96	51	1
NW_025323141.1:67298-67787	Cluster_18182	N	2	2	550	135	2
NW_025323141.1:82265-82695	Cluster_18183	N	286	2	8	2	2
NW_025323141.1:100619-101228	Cluster_18184	N	24	816	14	5	2052
NW_025323141.1:105598-106028	Cluster_18185	N	42	26	238	16	1
NW_025323141.1:110194-110607	Cluster_18186	N	25	58	30	55	27
NW_025323141.1:113569-114331	Cluster_18187	N	452	501	278	31	66
NW_025323141.1:122475-123475	Cluster_18188	N	1169	121	1083	37	9
NW_025323141.1:128513-129129	Cluster_18189	N	1020	409	320	440	508
NW_025323141.1:141022-141453	Cluster_18190	N	200	143	110	82	137
NW_025323141.1:149027-150216	Cluster_18191	N	357	498	648	187	184
NW_025323141.1:155040-155488	Cluster_18192	N	9	0	717	119	50
NW_025323141.1:157606-158149	Cluster_18193	N	52	75	121	23	14
NW_025323141.1:158852-159379	Cluster_18194	N	1092	144	64	11	29
NW_025323141.1:159455-160001	Cluster_18195	N	398	42	83	46	67
NW_025323141.1:161375-162493	Cluster_18196	N	830	428	190	61	164
NW_025323142.1:7114-7545	Cluster_18197	N	7	196	19	87	48
NW_025323142.1:12117-12545	Cluster_18198	N	485	151	1	0	135
NW_025323142.1:56454-57630	Cluster_18199	N	954	859	1219	804	817
NW_025323142.1:71836-72264	Cluster_18200	N	0	0	179	0	80
NW_025323142.1:90709-91138	Cluster_18201	N	56	286	96	0	89
NW_025323142.1:111439-111864	Cluster_18202	N	80	14	7	0	1
NW_025323142.1:143286-143877	Cluster_18203	N	534	5	22	7	97
NW_025323142.1:151668-152094	Cluster_18204	N	68	0	57	27	11
NW_025323143.1:57161-57697	Cluster_18205	N	49	21	23	62	52
NW_025323143.1:58606-59230	Cluster_18206	N	345	0	0	479	129
NW_025323143.1:63788-64218	Cluster_18207	N	0	0	2407	53	660
NW_025323143.1:67364-67800	Cluster_18208	N	27	113	191	153	93
NW_025323143.1:69637-70065	Cluster_18209	N	37	47	11	1	47
NW_025323143.1:97202-97667	Cluster_18210	N	1	217	0	0	0
NW_025323143.1:119925-120354	Cluster_18211	N	0	0	865	0	0
NW_025323143.1:141882-142307	Cluster_18212	N	32	60	7	43	11
NW_025323143.1:149832-150262	Cluster_18213	N	82	183	117	1	3
NW_025323144.1:21360-21793	Cluster_18214	N	0	68	280	4	47
NW_025323144.1:21840-22268	Cluster_18215	N	0	214	58	21	78
NW_025323144.1:22878-23305	Cluster_18216	N	126	2	0	54	0
NW_025323144.1:23340-23769	Cluster_18217	N	17	339	342	20	5
NW_025323144.1:25524-26133	Cluster_18218	N	0	97	59	48	94
NW_025323144.1:58798-59706	Cluster_18219	N	1581	76	13	15	34
NW_025323144.1:59911-60834	Cluster_18220	N	661	23	147	286	1
NW_025323144.1:80257-80685	Cluster_18221	N	23	13	127	43	37
NW_025323144.1:96326-96757	Cluster_18222	N	70	189	3	2	0
NW_025323144.1:132629-133058	Cluster_18223	N	1	144	13	0	20
NW_025323144.1:151349-151767	Cluster_18224	N	26	13	25	53	0
NW_025323145.1:3191-4149	Cluster_18225	N	209	485	61	350	54
NW_025323145.1:4325-4979	Cluster_18226	N	299	276	102	114	66
NW_025323145.1:5772-6386	Cluster_18227	N	308	365	135	179	50
NW_025323145.1:7103-8738	Cluster_18228	N	997	1284	360	327	171
NW_025323145.1:10725-11155	Cluster_18229	N	1279	32	0	44	2
NW_025323145.1:11564-11988	Cluster_18230	N	1	4	0	255	0
NW_025323145.1:12984-14224	Cluster_18231	N	694	44	19	659	7
NW_025323145.1:14566-15017	Cluster_18232	N	804	3	6	213	2
NW_025323145.1:15078-15506	Cluster_18233	N	452	4	9	15	6
NW_025323145.1:16388-17026	Cluster_18234	N	2800	3	7	479	14
NW_025323145.1:44437-45040	Cluster_18235	N	13	408	247	324	241
NW_025323145.1:58291-58720	Cluster_18236	N	0	3	3	1306	52
NW_025323145.1:66356-66876	Cluster_18237	N	150	98	179	45	76
NW_025323145.1:89301-89969	Cluster_18238	N	11	176	19	235	55
NW_025323145.1:101462-101889	Cluster_18239	N	51	56	76	41	18
NW_025323145.1:102865-103294	Cluster_18240	N	47	43	133	39	39
NW_025323145.1:125054-125469	Cluster_18241	N	3	1	50	4	35
NW_025323145.1:142682-143111	Cluster_18242	N	122	45	29	13	0
NW_025323145.1:143246-143762	Cluster_18243	N	24	71	95	638	269
NW_025323146.1:18069-18710	Cluster_18244	N	41	267	0	213	3901
NW_025323146.1:70505-70933	Cluster_18245	N	30	1	56	24	6
NW_025323146.1:89142-89593	Cluster_18246	N	721	81	240	33	109
NW_025323146.1:89694-90325	Cluster_18247	N	328	189	61	25	93
NW_025323146.1:133671-134577	Cluster_18248	N	643	2320	1908	238	11140
NW_025323146.1:135605-136034	Cluster_18249	N	0	0	170	0	0
NW_025323146.1:136361-136788	Cluster_18250	N	1	0	0	0	113
NW_025323147.1:19021-19449	Cluster_18251	N	0	345	41	0	0
NW_025323147.1:21146-21575	Cluster_18252	N	16	26	83	0	81
NW_025323147.1:55348-56424	Cluster_18253	N	366	837	867	448	25
NW_025323147.1:120921-121679	Cluster_18254	N	149	120	92	827	433
NW_025323147.1:121867-122274	Cluster_18255	N	12	14	13	122	36
NW_025323147.1:122352-123190	Cluster_18256	N	99	172	59	348	182
NW_025323147.1:124016-124503	Cluster_18257	N	41	11	12	204	31
NW_025323147.1:124609-125211	Cluster_18258	N	135	122	191	543	142
NW_025323147.1:125384-125805	Cluster_18259	N	38	93	24	27	18
NW_025323147.1:126902-127341	Cluster_18260	N	180	222	113	173	143
NW_025323147.1:127957-128386	Cluster_18261	N	4	1	0	216	0
NW_025323148.1:9805-10235	Cluster_18262	N	484	1164	4	0	1
NW_025323148.1:10747-11193	Cluster_18263	N	3	1	19	835	99
NW_025323148.1:12435-12885	Cluster_18264	N	4	16	235	103	7
NW_025323148.1:72938-73724	Cluster_18265	N	97	85	204	24	35
NW_025323148.1:121972-122926	Cluster_18266	N	1001	50	1104	571	50
NW_025323148.1:123337-123742	Cluster_18267	N	94	10	122	50	20
NW_025323148.1:124023-124884	Cluster_18268	N	659	39	1118	358	19
NW_025323148.1:132021-132792	Cluster_18269	N	0	0	250	128	1
NW_025323149.1:395-849	Cluster_18270	N	864	726	806	276	103
NW_025323150.1:5132-5655	Cluster_18271	N	191	15	207	37	39
NW_025323150.1:6577-6992	Cluster_18272	N	92	63	33	0	19
NW_025323150.1:7418-8065	Cluster_18273	N	33	370	107	3	1
NW_025323150.1:59740-60164	Cluster_18274	N	4	1	2	1	79
NW_025323150.1:79497-79916	Cluster_18275	N	2	101	6	0	0
NW_025323150.1:88008-88436	Cluster_18276	N	1	0	128	82	10
NW_025323150.1:95833-96404	Cluster_18277	N	1643	2577	2323	469	3706
NW_025323150.1:101909-102327	Cluster_18278	N	40	8	18	18	13
NW_025323151.1:8019-8446	Cluster_18279	N	0	0	0	3	87
NW_025323151.1:8960-9394	Cluster_18280	N	46	415	36	6	25
NW_025323151.1:10805-11231	Cluster_18281	N	35	1	25	37	2
NW_025323151.1:14002-14431	Cluster_18282	N	50	66	0	50	4
NW_025323151.1:15789-16210	Cluster_18283	N	4	12	73	3	38
NW_025323151.1:19860-20287	Cluster_18284	N	0	1	0	133	0
NW_025323151.1:27603-28012	Cluster_18285	N	3	0	59	34	6
NW_025323151.1:42200-42666	Cluster_18286	N	76	0	137	0	75
NW_025323151.1:109329-109750	Cluster_18287	N	30	26	498	13	18
NW_025323151.1:111375-111803	Cluster_18288	N	18	70	0	69	22
NW_025323152.1:80765-81300	Cluster_18289	N	63	729	401	5	367
