# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Pmea_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Pmea_lncRNA_counts_matrix.txt" "RNA-POC-47.sorted.bam" "RNA-POC-48.sorted.bam" "RNA-POC-50.sorted.bam" "RNA-POC-53.sorted.bam" "RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POC-47.sorted.bam	RNA-POC-48.sorted.bam	RNA-POC-50.sorted.bam	RNA-POC-53.sorted.bam	RNA-POC-57.sorted.bam
lncRNA_8753	Pocillopora_meandrina_HIv1___Sc0000021	2702242	2704059	+	1818	1	0	43	0	0
lncRNA_8754	Pocillopora_meandrina_HIv1___Sc0000021	2753348	2753579	+	232	0	6	4	22	17
lncRNA_8755	Pocillopora_meandrina_HIv1___Sc0000021	3519591	3520026	+	436	8	0	0	20	26
lncRNA_8756	Pocillopora_meandrina_HIv1___Sc0000021	3972813	3974164	+	1352	0	0	0	0	0
lncRNA_8757	Pocillopora_meandrina_HIv1___Sc0000021	4051053	4052423	+	1371	0	0	37	0	0
lncRNA_8758	Pocillopora_meandrina_HIv1___Sc0000021	4329771	4331922	+	2152	21	51	40	50	30
lncRNA_8759	Pocillopora_meandrina_HIv1___Sc0000021	4336379	4336661	+	283	6	36	16	6	1
lncRNA_8760	Pocillopora_meandrina_HIv1___Sc0000021	4762017	4762896	+	880	0	43	24	22	17
lncRNA_8761	Pocillopora_meandrina_HIv1___Sc0000021	4876555	4887188	+	10634	0	0	0	0	0
lncRNA_8762	Pocillopora_meandrina_HIv1___Sc0000021	4876555	4887188	+	10634	0	0	0	0	0
lncRNA_8763	Pocillopora_meandrina_HIv1___Sc0000021	4879898	4887188	+	7291	0	0	0	0	0
lncRNA_8764	Pocillopora_meandrina_HIv1___Sc0000021	4879898	4887188	+	7291	0	0	0	0	0
lncRNA_8765	Pocillopora_meandrina_HIv1___Sc0000021	4879898	4887188	+	7291	0	0	0	0	0
lncRNA_8766	Pocillopora_meandrina_HIv1___Sc0000021	4889733	4900472	+	10740	13	232	4	946	2
lncRNA_8767	Pocillopora_meandrina_HIv1___Sc0000021	5219151	5220769	+	1619	144	113	44	117	87
lncRNA_8768	Pocillopora_meandrina_HIv1___Sc0000021	5277490	5280420	+	2931	218	84	164	222	178
lncRNA_8769	Pocillopora_meandrina_HIv1___Sc0000021	5473662	5476392	+	2731	0	0	0	0	0
lncRNA_8770	Pocillopora_meandrina_HIv1___Sc0000021	5473662	5476392	+	2731	0	0	0	0	0
lncRNA_8771	Pocillopora_meandrina_HIv1___Sc0000021	5494214	5494524	+	311	121	141	89	49	135
lncRNA_8772	Pocillopora_meandrina_HIv1___Sc0000021	5643574	5649576	+	6003	223	323	622	405	361
lncRNA_8773	Pocillopora_meandrina_HIv1___Sc0000021	5647697	5648060	+	364	0	0	0	0	0
lncRNA_8774	Pocillopora_meandrina_HIv1___Sc0000021	5740639	5740870	+	232	2	16	0	0	15
lncRNA_8775	Pocillopora_meandrina_HIv1___Sc0000021	5949441	5950334	+	894	269	328	467	120	347
lncRNA_8776	Pocillopora_meandrina_HIv1___Sc0000021	5962823	5963708	+	886	807	1139	411	990	302
lncRNA_8777	Pocillopora_meandrina_HIv1___Sc0000021	6069029	6070075	+	1047	0	0	0	0	0
lncRNA_8778	Pocillopora_meandrina_HIv1___Sc0000021	6069029	6070836	+	1808	6	14	0	3	0
lncRNA_8779	Pocillopora_meandrina_HIv1___Sc0000021	6119338	6120309	+	972	299	43	102	414	259
lncRNA_8780	Pocillopora_meandrina_HIv1___Sc0000021	6148106	6149458	+	1353	16	5	53	92	16
lncRNA_8781	Pocillopora_meandrina_HIv1___Sc0000021	6201398	6204245	+	2848	29	21	21	55	521
lncRNA_8782	Pocillopora_meandrina_HIv1___Sc0000021	77000	82496	+	5497	29	2	98	36	0
lncRNA_8783	Pocillopora_meandrina_HIv1___Sc0000021	429979	433023	+	3045	0	0	0	0	0
lncRNA_8784	Pocillopora_meandrina_HIv1___Sc0000021	430031	433023	+	2993	0	0	0	0	0
lncRNA_8785	Pocillopora_meandrina_HIv1___Sc0000021	452027	453907	+	1881	28	22	7	19	35
lncRNA_8786	Pocillopora_meandrina_HIv1___Sc0000021	520727	523201	+	2475	2	18	4	4	20
lncRNA_8787	Pocillopora_meandrina_HIv1___Sc0000021	944822	946525	+	1704	298	333	166	1849	142
lncRNA_8788	Pocillopora_meandrina_HIv1___Sc0000021	953869	955109	+	1241	16346	14645	18926	19688	15778
lncRNA_8789	Pocillopora_meandrina_HIv1___Sc0000021	1190165	1194385	+	4221	81	18	69	81	31
lncRNA_8790	Pocillopora_meandrina_HIv1___Sc0000021	1303936	1306236	+	2301	19	44	27	68	10
lncRNA_8791	Pocillopora_meandrina_HIv1___Sc0000021	1312737	1313390	+	654	3711	3360	2637	6262	2425
lncRNA_8792	Pocillopora_meandrina_HIv1___Sc0000021	1503101	1516916	+	13816	7742	4361	7683	18865	6316
lncRNA_8793	Pocillopora_meandrina_HIv1___Sc0000021	1587199	1589713	+	2515	38	86	32	10	12
lncRNA_8794	Pocillopora_meandrina_HIv1___Sc0000021	1663910	1669492	+	5583	9	0	0	0	12
lncRNA_8795	Pocillopora_meandrina_HIv1___Sc0000021	1664096	1669492	+	5397	0	0	0	0	0
lncRNA_8796	Pocillopora_meandrina_HIv1___Sc0000021	1664570	1669492	+	4923	0	0	0	0	0
lncRNA_8797	Pocillopora_meandrina_HIv1___Sc0000021	2179027	2182144	+	3118	0	0	0	0	0
lncRNA_8798	Pocillopora_meandrina_HIv1___Sc0000021	2179027	2207806	+	28780	619	539	469	389	733
lncRNA_8799	Pocillopora_meandrina_HIv1___Sc0000021	2241182	2242873	+	1692	494	3053	3967	2305	3967
lncRNA_8800	Pocillopora_meandrina_HIv1___Sc0000021	2267267	2268384	+	1118	116	129	211	90	27
lncRNA_8801	Pocillopora_meandrina_HIv1___Sc0000021	2392031	2395732	+	3702	142	122	204	89	28
lncRNA_8802	Pocillopora_meandrina_HIv1___Sc0000021	2767109	2816136	+	49028	206	69	98	35	68
lncRNA_8803	Pocillopora_meandrina_HIv1___Sc0000021	2769703	2771303	+	1601	0	0	0	0	0
lncRNA_8804	Pocillopora_meandrina_HIv1___Sc0000021	2830922	2842611	+	11690	58	12	21	8	53
lncRNA_8805	Pocillopora_meandrina_HIv1___Sc0000021	3326182	3327019	+	838	2	0	4	16	26
lncRNA_8806	Pocillopora_meandrina_HIv1___Sc0000021	3679749	3680364	+	616	327	440	230	166	392
lncRNA_8807	Pocillopora_meandrina_HIv1___Sc0000021	3929227	3934151	+	4925	549	885	1248	972	1654
lncRNA_8808	Pocillopora_meandrina_HIv1___Sc0000021	3971954	3975103	+	3150	0	0	0	0	0
lncRNA_8809	Pocillopora_meandrina_HIv1___Sc0000021	3971954	3975103	+	3150	0	0	0	0	0
lncRNA_8810	Pocillopora_meandrina_HIv1___Sc0000021	3972077	3974265	+	2189	0	0	0	0	0
lncRNA_8811	Pocillopora_meandrina_HIv1___Sc0000021	4034347	4036484	+	2138	222	199	140	317	165
lncRNA_8812	Pocillopora_meandrina_HIv1___Sc0000021	4046243	4047392	+	1150	38	0	0	0	62
lncRNA_8813	Pocillopora_meandrina_HIv1___Sc0000021	4300994	4301424	+	431	6	24	70	75	24
lncRNA_8814	Pocillopora_meandrina_HIv1___Sc0000021	4372103	4372600	+	498	53	16	29	40	3
lncRNA_8815	Pocillopora_meandrina_HIv1___Sc0000021	5079317	5081543	+	2227	14	61	62	26	205
lncRNA_8816	Pocillopora_meandrina_HIv1___Sc0000021	5636937	5637660	+	724	9	53	0	0	8
lncRNA_8817	Pocillopora_meandrina_HIv1___Sc0000021	5951334	5952881	+	1548	29	55	24	16	41
lncRNA_8818	Pocillopora_meandrina_HIv1___Sc0000021	6009576	6010730	+	1155	8	12	0	26	59
lncRNA_8819	Pocillopora_meandrina_HIv1___Sc0000021	6056950	6058704	+	1755	41	87	12	55	28
lncRNA_8820	Pocillopora_meandrina_HIv1___Sc0000021	6067399	6068935	+	1537	0	0	0	280	1
lncRNA_8821	Pocillopora_meandrina_HIv1___Sc0000021	364232	365303	+	1072	45	27	80	12	43
lncRNA_8822	Pocillopora_meandrina_HIv1___Sc0000021	401029	401331	+	303	0	26	0	0	0
lncRNA_8823	Pocillopora_meandrina_HIv1___Sc0000021	445906	446176	+	271	2	30	35	30	0
lncRNA_8824	Pocillopora_meandrina_HIv1___Sc0000021	447713	447960	+	248	0	0	14	3	22
lncRNA_8825	Pocillopora_meandrina_HIv1___Sc0000021	452518	452931	+	414	0	0	0	0	0
lncRNA_8826	Pocillopora_meandrina_HIv1___Sc0000021	454875	455335	+	461	0	43	44	40	0
lncRNA_8827	Pocillopora_meandrina_HIv1___Sc0000021	472801	473050	+	250	0	0	20	0	10
lncRNA_8828	Pocillopora_meandrina_HIv1___Sc0000021	522019	522448	+	430	0	0	0	0	0
lncRNA_8829	Pocillopora_meandrina_HIv1___Sc0000021	667093	667348	+	256	0	0	0	20	0
lncRNA_8830	Pocillopora_meandrina_HIv1___Sc0000021	1045864	1046109	+	246	0	0	0	20	0
lncRNA_8831	Pocillopora_meandrina_HIv1___Sc0000021	1091377	1091748	+	372	1	0	0	29	10
lncRNA_8832	Pocillopora_meandrina_HIv1___Sc0000021	1105440	1105748	+	309	0	0	11	29	0
lncRNA_8833	Pocillopora_meandrina_HIv1___Sc0000021	1162169	1162373	+	205	0	0	20	0	0
lncRNA_8834	Pocillopora_meandrina_HIv1___Sc0000021	1240639	1242092	+	1454	16	16	42	121	13
lncRNA_8835	Pocillopora_meandrina_HIv1___Sc0000021	1243403	1244085	+	683	15	0	0	58	0
lncRNA_8836	Pocillopora_meandrina_HIv1___Sc0000021	1492289	1492500	+	212	0	0	18	0	0
lncRNA_8837	Pocillopora_meandrina_HIv1___Sc0000021	1519250	1519678	+	429	12	0	0	0	41
lncRNA_8838	Pocillopora_meandrina_HIv1___Sc0000021	1521253	1521565	+	313	0	0	0	0	22
lncRNA_8839	Pocillopora_meandrina_HIv1___Sc0000021	1521945	1522214	+	270	0	0	0	15	14
lncRNA_8840	Pocillopora_meandrina_HIv1___Sc0000021	1553059	1553806	+	748	0	6	78	26	0
lncRNA_8841	Pocillopora_meandrina_HIv1___Sc0000021	1560224	1560925	+	702	36	29	8	14	10
lncRNA_8842	Pocillopora_meandrina_HIv1___Sc0000021	1561625	1562056	+	432	0	39	0	0	0
lncRNA_8843	Pocillopora_meandrina_HIv1___Sc0000021	1578898	1579121	+	224	0	2	3	0	4
lncRNA_8844	Pocillopora_meandrina_HIv1___Sc0000021	1580485	1580850	+	366	26	18	2	0	66
lncRNA_8845	Pocillopora_meandrina_HIv1___Sc0000021	1581597	1582202	+	606	2	48	6	13	23
lncRNA_8846	Pocillopora_meandrina_HIv1___Sc0000021	1586493	1586913	+	421	10	24	5	6	68
lncRNA_8847	Pocillopora_meandrina_HIv1___Sc0000021	1679170	1679665	+	496	0	3	47	0	0
lncRNA_8848	Pocillopora_meandrina_HIv1___Sc0000021	1699392	1699810	+	419	0	54	18	51	4
lncRNA_8849	Pocillopora_meandrina_HIv1___Sc0000021	2495378	2495598	+	221	0	18	0	0	0
lncRNA_8850	Pocillopora_meandrina_HIv1___Sc0000021	2498878	2499088	+	211	20	14	14	14	18
lncRNA_8851	Pocillopora_meandrina_HIv1___Sc0000021	2508349	2508720	+	372	14	40	19	13	33
lncRNA_8852	Pocillopora_meandrina_HIv1___Sc0000021	2514831	2515046	+	216	8	0	22	0	0
lncRNA_8853	Pocillopora_meandrina_HIv1___Sc0000021	2519689	2520112	+	424	10	8	7	460	3
lncRNA_8854	Pocillopora_meandrina_HIv1___Sc0000021	2820524	2820731	+	208	7	0	1	17	0
lncRNA_8855	Pocillopora_meandrina_HIv1___Sc0000021	2828617	2829318	+	702	4	0	1	14	50
lncRNA_8856	Pocillopora_meandrina_HIv1___Sc0000021	2870163	2870624	+	462	0	39	25	24	0
lncRNA_8857	Pocillopora_meandrina_HIv1___Sc0000021	2913524	2914292	+	769	11	80	38	16	34
lncRNA_8858	Pocillopora_meandrina_HIv1___Sc0000021	2924154	2925218	+	1065	97	199	240	223	155
lncRNA_8859	Pocillopora_meandrina_HIv1___Sc0000021	2970810	2971218	+	409	0	0	44	8	20
lncRNA_8860	Pocillopora_meandrina_HIv1___Sc0000021	2978977	2979396	+	420	0	46	11	92	0
lncRNA_8861	Pocillopora_meandrina_HIv1___Sc0000021	2983506	2984119	+	614	2	63	94	125	0
lncRNA_8862	Pocillopora_meandrina_HIv1___Sc0000021	3152661	3153139	+	479	0	4	42	2	5
lncRNA_8863	Pocillopora_meandrina_HIv1___Sc0000021	3155219	3155462	+	244	14	0	0	0	0
lncRNA_8864	Pocillopora_meandrina_HIv1___Sc0000021	3155724	3155990	+	267	26	0	0	0	0
lncRNA_8865	Pocillopora_meandrina_HIv1___Sc0000021	3159316	3159536	+	221	4	16	0	0	0
lncRNA_8866	Pocillopora_meandrina_HIv1___Sc0000021	3159898	3160109	+	212	0	21	4	20	0
lncRNA_8867	Pocillopora_meandrina_HIv1___Sc0000021	3161158	3161408	+	251	0	22	0	19	2
lncRNA_8868	Pocillopora_meandrina_HIv1___Sc0000021	3161711	3161942	+	232	0	28	0	36	0
lncRNA_8869	Pocillopora_meandrina_HIv1___Sc0000021	3177204	3177546	+	343	0	3	15	46	1
lncRNA_8870	Pocillopora_meandrina_HIv1___Sc0000021	3232676	3232904	+	229	61	62	0	1	0
lncRNA_8871	Pocillopora_meandrina_HIv1___Sc0000021	3257420	3257792	+	373	22	0	0	9	349
lncRNA_8872	Pocillopora_meandrina_HIv1___Sc0000021	3289445	3290122	+	678	0	20	70	22	0
lncRNA_8873	Pocillopora_meandrina_HIv1___Sc0000021	3293837	3294044	+	208	8	34	34	2	0
lncRNA_8874	Pocillopora_meandrina_HIv1___Sc0000021	3298759	3299132	+	374	0	20	2	59	9
lncRNA_8875	Pocillopora_meandrina_HIv1___Sc0000021	3304904	3305703	+	800	7	62	70	21	0
lncRNA_8876	Pocillopora_meandrina_HIv1___Sc0000021	3306363	3306714	+	352	0	26	38	61	2
lncRNA_8877	Pocillopora_meandrina_HIv1___Sc0000021	3307105	3307427	+	323	0	0	24	4	0
lncRNA_8878	Pocillopora_meandrina_HIv1___Sc0000021	3307965	3308296	+	332	0	0	1	53	0
lncRNA_8879	Pocillopora_meandrina_HIv1___Sc0000021	3319356	3319750	+	395	0	2	17	32	0
lncRNA_8880	Pocillopora_meandrina_HIv1___Sc0000021	3354427	3355204	+	778	0	16	23	59	0
lncRNA_8881	Pocillopora_meandrina_HIv1___Sc0000021	3403387	3403595	+	209	0	37	0	9	0
lncRNA_8882	Pocillopora_meandrina_HIv1___Sc0000021	3408311	3408656	+	346	0	3	18	54	0
lncRNA_8883	Pocillopora_meandrina_HIv1___Sc0000021	3410729	3410931	+	203	0	0	6	15	0
lncRNA_8884	Pocillopora_meandrina_HIv1___Sc0000021	3453261	3453462	+	202	24	6	13	6	11
lncRNA_8885	Pocillopora_meandrina_HIv1___Sc0000021	3457663	3457987	+	325	1	1	30	3	0
lncRNA_8886	Pocillopora_meandrina_HIv1___Sc0000021	3687211	3687415	+	205	6	42	14	35	31
lncRNA_8887	Pocillopora_meandrina_HIv1___Sc0000021	3712866	3713161	+	296	0	28	8	3	0
lncRNA_8888	Pocillopora_meandrina_HIv1___Sc0000021	3741887	3742101	+	215	1	1	1	0	12
lncRNA_8889	Pocillopora_meandrina_HIv1___Sc0000021	3749886	3750104	+	219	0	0	24	1	0
lncRNA_8890	Pocillopora_meandrina_HIv1___Sc0000021	3751259	3751771	+	513	0	16	46	10	0
lncRNA_8891	Pocillopora_meandrina_HIv1___Sc0000021	3768511	3770592	+	2082	52	31	4	661	54
lncRNA_8892	Pocillopora_meandrina_HIv1___Sc0000021	3813179	3813557	+	379	0	5	33	36	0
lncRNA_8893	Pocillopora_meandrina_HIv1___Sc0000021	3970993	3971205	+	213	158	173	0	331	922
lncRNA_8894	Pocillopora_meandrina_HIv1___Sc0000021	3981634	3981925	+	292	4	0	22	10	0
lncRNA_8895	Pocillopora_meandrina_HIv1___Sc0000021	3993757	3994544	+	788	32	5	52	557	4
lncRNA_8896	Pocillopora_meandrina_HIv1___Sc0000021	4052613	4052926	+	314	28	0	4	4	0
lncRNA_8897	Pocillopora_meandrina_HIv1___Sc0000021	4064278	4064788	+	511	8	53	40	0	0
lncRNA_8898	Pocillopora_meandrina_HIv1___Sc0000021	4074505	4074742	+	238	18	0	0	24	0
lncRNA_8899	Pocillopora_meandrina_HIv1___Sc0000021	4132967	4133384	+	418	111	48	119	79	197
lncRNA_8900	Pocillopora_meandrina_HIv1___Sc0000021	4190114	4190539	+	426	0	38	14	37	0
lncRNA_8901	Pocillopora_meandrina_HIv1___Sc0000021	4191285	4191530	+	246	0	23	6	6	2
lncRNA_8902	Pocillopora_meandrina_HIv1___Sc0000021	4232268	4232758	+	491	0	39	16	66	0
lncRNA_8903	Pocillopora_meandrina_HIv1___Sc0000021	4233494	4233803	+	310	0	0	24	0	0
lncRNA_8904	Pocillopora_meandrina_HIv1___Sc0000021	4366400	4366725	+	326	0	13	3	34	0
lncRNA_8905	Pocillopora_meandrina_HIv1___Sc0000021	4445153	4446633	+	1481	27	212	110	128	80
lncRNA_8906	Pocillopora_meandrina_HIv1___Sc0000021	4504525	4505378	+	854	67	0	4	16	0
lncRNA_8907	Pocillopora_meandrina_HIv1___Sc0000021	4518329	4519304	+	976	0	26	1	76	0
lncRNA_8908	Pocillopora_meandrina_HIv1___Sc0000021	4546320	4546892	+	573	0	18	56	8	0
lncRNA_8909	Pocillopora_meandrina_HIv1___Sc0000021	4714783	4716237	+	1455	106	66	226	138	47
lncRNA_8910	Pocillopora_meandrina_HIv1___Sc0000021	4743525	4743933	+	409	0	6	7	31	0
lncRNA_8911	Pocillopora_meandrina_HIv1___Sc0000021	4750302	4750562	+	261	0	11	26	8	0
lncRNA_8912	Pocillopora_meandrina_HIv1___Sc0000021	4996574	4998049	+	1476	959	881	292	282	376
lncRNA_8913	Pocillopora_meandrina_HIv1___Sc0000021	5069678	5070028	+	351	21	2	17	41	47
lncRNA_8914	Pocillopora_meandrina_HIv1___Sc0000021	5083273	5083490	+	218	42	0	26	5	19
lncRNA_8915	Pocillopora_meandrina_HIv1___Sc0000021	5110329	5110704	+	376	8	21	6	18	5
lncRNA_8916	Pocillopora_meandrina_HIv1___Sc0000021	5119007	5120740	+	1734	28	40	5	131	85
lncRNA_8917	Pocillopora_meandrina_HIv1___Sc0000021	5120965	5121217	+	253	14	0	2	30	12
lncRNA_8918	Pocillopora_meandrina_HIv1___Sc0000021	5135027	5135986	+	960	26	137	108	86	174
lncRNA_8919	Pocillopora_meandrina_HIv1___Sc0000021	5152829	5153370	+	542	2	26	58	68	2
lncRNA_8920	Pocillopora_meandrina_HIv1___Sc0000021	5154093	5156576	+	2484	24	48	196	215	0
lncRNA_8921	Pocillopora_meandrina_HIv1___Sc0000021	5156919	5157289	+	371	14	26	42	36	12
lncRNA_8922	Pocillopora_meandrina_HIv1___Sc0000021	5239408	5241049	+	1642	105	85	81	207	68
lncRNA_8923	Pocillopora_meandrina_HIv1___Sc0000021	5349188	5349477	+	290	14	0	27	18	2
lncRNA_8924	Pocillopora_meandrina_HIv1___Sc0000021	5367290	5367505	+	216	17	10	25	2	14
lncRNA_8925	Pocillopora_meandrina_HIv1___Sc0000021	5563395	5563801	+	407	0	24	29	31	1
lncRNA_8926	Pocillopora_meandrina_HIv1___Sc0000021	5604815	5605077	+	263	13	0	8	8	5
lncRNA_8927	Pocillopora_meandrina_HIv1___Sc0000021	5640699	5641309	+	611	20	19	44	0	8
lncRNA_8928	Pocillopora_meandrina_HIv1___Sc0000021	5641912	5642959	+	1048	49	2	86	30	7
lncRNA_8929	Pocillopora_meandrina_HIv1___Sc0000021	5650594	5651110	+	517	25	36	17	17	0
lncRNA_8930	Pocillopora_meandrina_HIv1___Sc0000021	5652970	5653545	+	576	19	2	34	22	33
lncRNA_8931	Pocillopora_meandrina_HIv1___Sc0000021	5653882	5654603	+	722	6	0	66	14	36
lncRNA_8932	Pocillopora_meandrina_HIv1___Sc0000021	5655218	5655449	+	232	0	0	19	0	32
lncRNA_8933	Pocillopora_meandrina_HIv1___Sc0000021	5745216	5745519	+	304	0	22	0	0	33
lncRNA_8934	Pocillopora_meandrina_HIv1___Sc0000021	5804672	5804888	+	217	40	13	0	2	0
lncRNA_8935	Pocillopora_meandrina_HIv1___Sc0000021	5810429	5810724	+	296	0	0	27	0	0
lncRNA_8936	Pocillopora_meandrina_HIv1___Sc0000021	5848083	5848306	+	224	0	24	4	1	0
lncRNA_8937	Pocillopora_meandrina_HIv1___Sc0000021	5866960	5867424	+	465	0	0	0	34	0
lncRNA_8938	Pocillopora_meandrina_HIv1___Sc0000021	5927094	5927352	+	259	0	0	0	22	0
lncRNA_8939	Pocillopora_meandrina_HIv1___Sc0000021	5943606	5944234	+	629	4	15	2	21	20
lncRNA_8940	Pocillopora_meandrina_HIv1___Sc0000021	5989283	5989532	+	250	8	8	0	26	6
lncRNA_8941	Pocillopora_meandrina_HIv1___Sc0000021	6039019	6039336	+	318	0	1	3	22	0
lncRNA_8942	Pocillopora_meandrina_HIv1___Sc0000021	6053794	6054056	+	263	22	0	0	1	5
lncRNA_8943	Pocillopora_meandrina_HIv1___Sc0000021	6071075	6071518	+	444	9	11	35	32	13
lncRNA_8944	Pocillopora_meandrina_HIv1___Sc0000021	6157767	6158364	+	598	0	264	327	796	168
lncRNA_8945	Pocillopora_meandrina_HIv1___Sc0000021	6175375	6176060	+	686	0	1	0	2	155
lncRNA_8946	Pocillopora_meandrina_HIv1___Sc0000021	6176992	6177455	+	464	0	6	2	0	54
lncRNA_8947	Pocillopora_meandrina_HIv1___Sc0000021	6208427	6209186	+	760	4	0	0	47	427
lncRNA_8948	Pocillopora_meandrina_HIv1___Sc0000021	6209881	6210085	+	205	16	0	0	0	0
lncRNA_8949	Pocillopora_meandrina_HIv1___Sc0000021	6268039	6268454	+	416	0	24	0	2	4
lncRNA_8950	Pocillopora_meandrina_HIv1___Sc0000021	6279712	6279978	+	267	0	0	0	0	18
lncRNA_8951	Pocillopora_meandrina_HIv1___Sc0000021	6297889	6298136	+	248	0	27	17	0	0
lncRNA_8952	Pocillopora_meandrina_HIv1___Sc0000021	6325496	6325748	+	253	4	6	8	26	11
lncRNA_8953	Pocillopora_meandrina_HIv1___Sc0000022	536096	537347	+	1252	2	42	42	159	27
lncRNA_8954	Pocillopora_meandrina_HIv1___Sc0000022	1050190	1052892	+	2703	45	15	49	83	22
lncRNA_8955	Pocillopora_meandrina_HIv1___Sc0000022	1122322	1123027	+	706	0	0	0	0	0
lncRNA_8956	Pocillopora_meandrina_HIv1___Sc0000022	1122322	1123027	+	706	0	0	0	0	0
lncRNA_8957	Pocillopora_meandrina_HIv1___Sc0000022	1150326	1192548	+	42223	456	253	319	538	289
lncRNA_8958	Pocillopora_meandrina_HIv1___Sc0000022	1331507	1333534	+	2028	334	717	758	977	1269
lncRNA_8959	Pocillopora_meandrina_HIv1___Sc0000022	2213763	2214424	+	662	0	40	100	48	0
lncRNA_8960	Pocillopora_meandrina_HIv1___Sc0000022	2937174	2938308	+	1135	91	429	309	276	263
lncRNA_8961	Pocillopora_meandrina_HIv1___Sc0000022	3179903	3181973	+	2071	174	255	110	132	219
lncRNA_8962	Pocillopora_meandrina_HIv1___Sc0000022	3399956	3400192	+	237	0	0	40	5	0
lncRNA_8963	Pocillopora_meandrina_HIv1___Sc0000022	3568777	3591338	+	22562	94	153	89	72	93
lncRNA_8964	Pocillopora_meandrina_HIv1___Sc0000022	3747461	3749162	+	1702	2	49	32	10	15
lncRNA_8965	Pocillopora_meandrina_HIv1___Sc0000022	3988507	3989572	+	1066	0	23	0	16	8
lncRNA_8966	Pocillopora_meandrina_HIv1___Sc0000022	4152393	4156975	+	4583	0	46	84	115	6
lncRNA_8967	Pocillopora_meandrina_HIv1___Sc0000022	4549360	4552060	+	2701	0	0	0	0	0
lncRNA_8968	Pocillopora_meandrina_HIv1___Sc0000022	4626257	4629034	+	2778	2	18	2	9	58
lncRNA_8969	Pocillopora_meandrina_HIv1___Sc0000022	4627833	4628574	+	742	0	0	0	0	0
lncRNA_8970	Pocillopora_meandrina_HIv1___Sc0000022	4918374	4919085	+	712	0	32	6	9	0
lncRNA_8971	Pocillopora_meandrina_HIv1___Sc0000022	5087269	5088794	+	1526	366	121	550	54	219
lncRNA_8972	Pocillopora_meandrina_HIv1___Sc0000022	5222345	5231006	+	8662	0	0	0	0	0
lncRNA_8973	Pocillopora_meandrina_HIv1___Sc0000022	5231925	5237813	+	5889	0	0	0	0	0
lncRNA_8974	Pocillopora_meandrina_HIv1___Sc0000022	5232766	5237813	+	5048	0	0	0	0	0
lncRNA_8975	Pocillopora_meandrina_HIv1___Sc0000022	5233807	5237813	+	4007	0	0	0	0	0
lncRNA_8976	Pocillopora_meandrina_HIv1___Sc0000022	5247976	5251501	+	3526	17	6	49	6	39
lncRNA_8977	Pocillopora_meandrina_HIv1___Sc0000022	5667673	5676747	+	9075	70	93	139	125	33
lncRNA_8978	Pocillopora_meandrina_HIv1___Sc0000022	6175218	6175603	+	386	0	14	23	17	9
lncRNA_8979	Pocillopora_meandrina_HIv1___Sc0000022	6228995	6234698	+	5704	346	175	42	31	0
lncRNA_8980	Pocillopora_meandrina_HIv1___Sc0000022	941348	942011	+	664	173	152	191	372	108
lncRNA_8981	Pocillopora_meandrina_HIv1___Sc0000022	1445430	1447768	+	2339	529	177	310	451	269
lncRNA_8982	Pocillopora_meandrina_HIv1___Sc0000022	1511471	1513410	+	1940	0	58	136	88	0
lncRNA_8983	Pocillopora_meandrina_HIv1___Sc0000022	1786377	1787345	+	969	0	0	0	24	0
lncRNA_8984	Pocillopora_meandrina_HIv1___Sc0000022	2086768	2088517	+	1750	29	122	62	147	146
lncRNA_8985	Pocillopora_meandrina_HIv1___Sc0000022	2205214	2205946	+	733	4	45	118	30	0
lncRNA_8986	Pocillopora_meandrina_HIv1___Sc0000022	3230732	3232577	+	1846	3561	1569	2774	2283	891
lncRNA_8987	Pocillopora_meandrina_HIv1___Sc0000022	3444356	3446940	+	2585	25	12	54	22	40
lncRNA_8988	Pocillopora_meandrina_HIv1___Sc0000022	3922101	3922911	+	811	15	28	31	34	10
lncRNA_8989	Pocillopora_meandrina_HIv1___Sc0000022	3988847	3989145	+	299	0	0	0	0	0
lncRNA_8990	Pocillopora_meandrina_HIv1___Sc0000022	4549427	4552060	+	2634	0	0	0	0	0
lncRNA_8991	Pocillopora_meandrina_HIv1___Sc0000022	4577568	4580087	+	2520	59	31	68	61	7
lncRNA_8992	Pocillopora_meandrina_HIv1___Sc0000022	4778206	4781013	+	2808	93	160	415	184	276
lncRNA_8993	Pocillopora_meandrina_HIv1___Sc0000022	5008375	5009381	+	1007	511	264	368	298	319
lncRNA_8994	Pocillopora_meandrina_HIv1___Sc0000022	5048677	5049169	+	493	15	14	9	49	15
lncRNA_8995	Pocillopora_meandrina_HIv1___Sc0000022	5114602	5116874	+	2273	25	0	68	165	15
lncRNA_8996	Pocillopora_meandrina_HIv1___Sc0000022	5222197	5240753	+	18557	0	6	0	0	0
lncRNA_8997	Pocillopora_meandrina_HIv1___Sc0000022	5229712	5240753	+	11042	0	0	0	0	0
lncRNA_8998	Pocillopora_meandrina_HIv1___Sc0000022	5250095	5254162	+	4068	27	27	39	43	89
lncRNA_8999	Pocillopora_meandrina_HIv1___Sc0000022	5292474	5296259	+	3786	46	82	170	69	82
