Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-145-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-150-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-173-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-178-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
NW_025322624.1:50532-50949	Cluster_13307	N	64	57	50	8	33
NW_025322624.1:67405-68091	Cluster_13308	N	134	457	50	250	0
NW_025322624.1:153477-153904	Cluster_13309	N	229	0	2	2	38
NW_025322624.1:157452-157881	Cluster_13310	N	1	534	2299	917	3317
NW_025322624.1:196257-196684	Cluster_13311	N	20	40	56	62	28
NW_025322624.1:218368-218784	Cluster_13312	N	30	12	19	53	53
NW_025322624.1:233879-234329	Cluster_13313	N	0	1349	4836	259	307
NW_025322624.1:262030-262459	Cluster_13314	N	0	201	0	153	98
NW_025322624.1:264838-267454	Cluster_13315	N	2537	5376	2679	4578	4662
NW_025322624.1:267517-267940	Cluster_13316	N	41	50	0	2	10
NW_025322624.1:268304-268799	Cluster_13317	N	356	274	473	281	173
NW_025322624.1:268883-269742	Cluster_13318	N	568	1379	878	939	1985
NW_025322624.1:284330-285001	Cluster_13319	N	97	116	182	12	453
NW_025322624.1:289969-290424	Cluster_13320	N	1	70	1	185	45
NW_025322624.1:290939-291363	Cluster_13321	N	7	5	93	1	1
NW_025322624.1:314714-315141	Cluster_13322	N	0	176	1	1	1
NW_025322624.1:315415-315828	Cluster_13323	N	45	0	1	43	1
NW_025322624.1:490528-490943	Cluster_13324	N	240	1	1	2	0
NW_025322624.1:506723-507278	Cluster_13325	N	32	34	1176	41	128
NW_025322624.1:572091-572521	Cluster_13326	N	1832	29	5	54	0
NW_025322624.1:620940-621367	Cluster_13327	N	0	135	0	0	0
NW_025322624.1:627564-628077	Cluster_13328	N	0	678	455	460	613
NW_025322624.1:640885-641313	Cluster_13329	N	3	108	346	0	0
NW_025322624.1:683600-684029	Cluster_13330	N	0	478	0	1	8
NW_025322624.1:727985-728413	Cluster_13331	N	24	14	18	129	4
NW_025322624.1:757877-758822	Cluster_13332	N	2388	7	18	1358	40
NW_025322624.1:808701-809128	Cluster_13333	N	58	0	0	73	0
NW_025322624.1:827470-827898	Cluster_13334	N	15	317	414	68	96
NW_025322624.1:828118-828544	Cluster_13335	N	82	59	34	20	43
NW_025322624.1:849422-850031	Cluster_13336	N	35	65	76	218	10
NW_025322624.1:856157-856585	Cluster_13337	N	90	0	48	59	57
NW_025322624.1:875711-876154	Cluster_13338	N	4	47	44	5	355
NW_025322624.1:980022-980450	Cluster_13339	N	12	4	87	55	8
NW_025322624.1:1015439-1015839	Cluster_13340	N	43	23	27	32	0
NW_025322624.1:1030603-1031032	Cluster_13341	N	0	9	167	13	25
NW_025322624.1:1041150-1041598	Cluster_13342	N	82	0	235	41	9
NW_025322624.1:1098907-1099332	Cluster_13343	N	22	67	17	0	0
NW_025322624.1:1105811-1106224	Cluster_13344	N	53	18	50	21	12
NW_025322624.1:1107109-1107535	Cluster_13345	N	55	16	18	15	9
NW_025322624.1:1119355-1120291	Cluster_13346	N	676	453	382	2538	10539
NW_025322624.1:1123213-1123952	Cluster_13347	N	71	42	189	158	85
NW_025322624.1:1159036-1159463	Cluster_13348	N	1	0	66	57	27
NW_025322624.1:1166170-1166987	Cluster_13349	N	650	58	1426	705	16
NW_025322624.1:1233866-1234292	Cluster_13350	N	83	19	0	0	0
NW_025322624.1:1239386-1239813	Cluster_13351	N	0	0	0	346	0
NW_025322624.1:1316033-1316448	Cluster_13352	N	50	88	27	30	80
NW_025322625.1:16222-17245	Cluster_13353	N	0	3296	5	20	7
NW_025322625.1:19225-20213	Cluster_13354	N	30	1863	2	53	29
NW_025322625.1:21145-21559	Cluster_13355	N	0	254	0	3	2
NW_025322625.1:66419-67137	Cluster_13356	N	2	172	774	301	54
NW_025322625.1:68089-68490	Cluster_13357	N	2	126	94	17	0
NW_025322625.1:69167-69593	Cluster_13358	N	0	22	172	8	1
NW_025322625.1:72351-73248	Cluster_13359	N	320	64	26	201	270
NW_025322625.1:73429-73973	Cluster_13360	N	417	894	4	3502	5
NW_025322625.1:74078-74682	Cluster_13361	N	444	66	24	357	871
NW_025322625.1:74834-76059	Cluster_13362	N	109	288	254	559	200
NW_025322625.1:76139-76710	Cluster_13363	N	37	18	502	653	532
NW_025322625.1:76714-77157	Cluster_13364	N	70	3	122	28	759
NW_025322625.1:81392-81820	Cluster_13365	N	1	0	68	245	0
NW_025322625.1:94313-94741	Cluster_13366	N	358	0	7	525	0
NW_025322625.1:96819-97354	Cluster_13367	N	14	44	150	39	2
NW_025322625.1:126639-127069	Cluster_13368	N	2	830	4	1	5
NW_025322625.1:129001-129499	Cluster_13369	N	224	263	56	0	43
NW_025322625.1:154757-155238	Cluster_13370	N	51	217	219	49	66
NW_025322625.1:207426-208082	Cluster_13371	N	52	0	36	7	1181
NW_025322625.1:208508-208935	Cluster_13372	N	17	1	18	3	163
NW_025322625.1:213547-213977	Cluster_13373	N	979	456	32	149	851
NW_025322625.1:232576-233005	Cluster_13374	N	1	9	4	143	10
NW_025322625.1:233255-234051	Cluster_13375	N	2	63	57	4614	156
NW_025322625.1:240085-240568	Cluster_13376	N	480	2	1022	719	854
NW_025322625.1:247141-247571	Cluster_13377	N	2	5	6	1301	271
NW_025322625.1:256169-256679	Cluster_13378	N	0	855	99	232	348
NW_025322625.1:267068-267484	Cluster_13379	N	56	37	47	50	30
NW_025322625.1:276002-276433	Cluster_13380	N	1	212	114	2928	48
NW_025322625.1:277224-277932	Cluster_13381	N	135	4	172	178	396
NW_025322625.1:278318-278802	Cluster_13382	N	140	0	307	82	64
NW_025322625.1:278850-279665	Cluster_13383	N	326	0	2347	1288	2369
NW_025322625.1:283906-285501	Cluster_13384	N	102	83	86	6980	30
NW_025322625.1:286533-287213	Cluster_13385	N	152	102	119	16	22
NW_025322625.1:288435-288861	Cluster_13386	N	70	50	15	3	4
NW_025322625.1:290142-290576	Cluster_13387	N	240	86	66	4	47
NW_025322625.1:293103-293518	Cluster_13388	N	19	0	33	50	23
NW_025322625.1:301739-302506	Cluster_13389	N	430	0	98	0	119
NW_025322625.1:372312-372845	Cluster_13390	N	2485	1587	849	406	1225
NW_025322625.1:383160-383636	Cluster_13391	N	4	4	1	0	271
NW_025322625.1:559268-559695	Cluster_13392	N	34	9	53	39	57
NW_025322625.1:644242-644755	Cluster_13393	N	1	0	1074	2	1
NW_025322625.1:647511-647939	Cluster_13394	N	18	7	100	1	17
NW_025322625.1:709914-710342	Cluster_13395	N	29	10	86	2	18
NW_025322625.1:790479-790907	Cluster_13396	N	342	5	0	0	0
NW_025322625.1:867777-868186	Cluster_13397	N	6	14	15	49	1
NW_025322625.1:876686-877118	Cluster_13398	N	0	424	6	0	15
NW_025322625.1:907683-908185	Cluster_13399	N	0	832	557	545	394
NW_025322625.1:973510-973934	Cluster_13400	N	67	1	8	61	5
NW_025322625.1:1028908-1029336	Cluster_13401	N	93	0	17	0	21
NW_025322625.1:1124324-1124757	Cluster_13402	N	350	1901	0	5	1581
NW_025322625.1:1241680-1242109	Cluster_13403	N	468	82	149	786	138
NW_025322626.1:96202-96618	Cluster_13404	N	0	10	128	2	1
NW_025322626.1:150004-150430	Cluster_13405	N	83	32	110	25	12
NW_025322626.1:150902-151329	Cluster_13406	N	1	357	5	3	0
NW_025322626.1:153220-153677	Cluster_13407	N	104	113	190	48	80
NW_025322626.1:153831-154261	Cluster_13408	N	36	191	171	30	88
NW_025322626.1:156047-157262	Cluster_13409	N	110	329	514	128	356
NW_025322626.1:157304-158006	Cluster_13410	N	79	280	346	56	248
NW_025322626.1:158085-159103	Cluster_13411	N	86	166	266	92	164
NW_025322626.1:159231-160917	Cluster_13412	N	119	992	1295	110	898
NW_025322626.1:161539-161968	Cluster_13413	N	0	2	92	0	95
NW_025322626.1:162086-165437	Cluster_13414	N	615	1327	1553	447	4065
NW_025322626.1:166041-167923	Cluster_13415	N	361	611	716	244	2058
NW_025322626.1:170845-171447	Cluster_13416	N	111	148	188	54	98
NW_025322626.1:172507-172936	Cluster_13417	N	112	210	281	1446	530
NW_025322626.1:178413-179693	Cluster_13418	N	2909	5866	6028	7991	10819
NW_025322626.1:180294-180703	Cluster_13419	N	20	49	90	25	72
NW_025322626.1:181361-181784	Cluster_13420	N	23	45	71	20	39
NW_025322626.1:183733-184153	Cluster_13421	N	35	17	54	21	5
NW_025322626.1:184924-185351	Cluster_13422	N	33	47	114	33	45
NW_025322626.1:185742-186439	Cluster_13423	N	822	81	61	1968	33
NW_025322626.1:186449-186951	Cluster_13424	N	92	92	154	50	40
NW_025322626.1:187173-187612	Cluster_13425	N	122	210	121	24	21
NW_025322626.1:188785-189442	Cluster_13426	N	61	125	60	580	30
NW_025322626.1:191175-191603	Cluster_13427	N	26	65	102	13	39
NW_025322626.1:215475-217029	Cluster_13428	N	16	8425	28	16	6841
NW_025322626.1:244186-244613	Cluster_13429	N	39	25	31	13	14
NW_025322626.1:273120-273548	Cluster_13430	N	7	6	9	165	0
NW_025322626.1:283888-284317	Cluster_13431	N	258	25	84	0	42
NW_025322626.1:291764-292534	Cluster_13432	N	12	2122	0	439	0
NW_025322626.1:306493-306902	Cluster_13433	N	48	33	41	25	29
NW_025322626.1:312820-314338	Cluster_13434	N	1069	100	321	1357	23
NW_025322626.1:319668-320252	Cluster_13435	N	27	29	164	131	4
NW_025322626.1:322652-324011	Cluster_13436	N	254	210	1236	958	447
NW_025322626.1:325560-326332	Cluster_13437	N	247	536	66	37	5
NW_025322626.1:333937-334490	Cluster_13438	N	39	838	31	19	2
NW_025322626.1:350569-350987	Cluster_13439	N	82	12	51	9	16
NW_025322626.1:352184-352939	Cluster_13440	N	97	58	310	294	106
NW_025322626.1:357058-358156	Cluster_13441	N	39	1645	33	3	107
NW_025322626.1:362502-363025	Cluster_13442	N	25	69	51	20	769
NW_025322626.1:363507-363936	Cluster_13443	N	20	83	54	12	21
NW_025322626.1:366898-367326	Cluster_13444	N	46	99	98	30	77
NW_025322626.1:379260-379787	Cluster_13445	N	124	30	129	323	4
NW_025322626.1:395513-395940	Cluster_13446	N	1	3	18	0	96
NW_025322626.1:397787-398218	Cluster_13447	N	0	119	0	0	67
NW_025322626.1:399194-399609	Cluster_13448	N	0	55	5	0	67
NW_025322626.1:413118-413545	Cluster_13449	N	2	46	1	47	22
NW_025322626.1:420055-420484	Cluster_13450	N	63	13	37	6	0
NW_025322626.1:422418-422847	Cluster_13451	N	413	57	246	18	0
NW_025322626.1:423490-423918	Cluster_13452	N	282	2	1	2	1
NW_025322626.1:431983-432399	Cluster_13453	N	47	42	38	20	9
NW_025322626.1:433908-434335	Cluster_13454	N	183	25	18	0	18
NW_025322626.1:436726-437297	Cluster_13455	N	45	141	6	318	125
NW_025322626.1:454067-454496	Cluster_13456	N	1	16	405	0	0
NW_025322626.1:464176-465582	Cluster_13457	N	972	257	20	418	0
NW_025322626.1:467542-467970	Cluster_13458	N	3	2	3	5	221
NW_025322626.1:471238-471648	Cluster_13459	N	74	18	10	27	0
NW_025322626.1:472911-473317	Cluster_13460	N	180	18	6	17	0
NW_025322626.1:473424-474189	Cluster_13461	N	623	12	532	481	2
NW_025322626.1:479528-479954	Cluster_13462	N	34	97	45	15	11
NW_025322626.1:480073-480498	Cluster_13463	N	87	42	93	63	13
NW_025322626.1:482455-483160	Cluster_13464	N	1149	220	123	912	262
NW_025322626.1:485155-485584	Cluster_13465	N	342	2	14	400	2
NW_025322626.1:503872-505001	Cluster_13466	N	1057	13	98	394	285
NW_025322626.1:508712-509141	Cluster_13467	N	3	2	6	128	11
NW_025322626.1:516501-516929	Cluster_13468	N	135	64	19	1	0
NW_025322626.1:541508-542075	Cluster_13469	N	68	69	23	49	130
NW_025322626.1:542707-543146	Cluster_13470	N	7	17	90	5	1674
NW_025322626.1:547075-547504	Cluster_13471	N	40	27	109	30	18
NW_025322626.1:548101-548608	Cluster_13472	N	130	58	132	185	25
NW_025322626.1:549795-550222	Cluster_13473	N	65	58	90	22	16
NW_025322626.1:550244-550737	Cluster_13474	N	22	147	31	270	5
NW_025322626.1:551490-551916	Cluster_13475	N	0	131	0	27	0
NW_025322626.1:562592-563487	Cluster_13476	N	100	633	65	13	318
NW_025322626.1:564156-565180	Cluster_13477	N	2197	371	283	26	162
NW_025322626.1:565544-566496	Cluster_13478	N	2950	245	553	86	141
NW_025322626.1:566823-567251	Cluster_13479	N	188	24	10	17	0
NW_025322626.1:570609-571037	Cluster_13480	N	0	1	275	3	0
NW_025322626.1:580224-580659	Cluster_13481	N	1	26	3	2	171
NW_025322626.1:594975-595397	Cluster_13482	N	53	3	1	67	0
NW_025322626.1:596335-597590	Cluster_13483	N	43	80	54	833	0
NW_025322626.1:606342-606769	Cluster_13484	N	94	15	15	64	0
NW_025322626.1:620669-621152	Cluster_13485	N	565	1527	126	19	0
NW_025322626.1:628745-629177	Cluster_13486	N	252	1241	454	445	1
NW_025322626.1:649907-650543	Cluster_13487	N	863	113	2948	360	462
NW_025322626.1:650598-651034	Cluster_13488	N	70	88	63	85	1091
NW_025322626.1:661945-662367	Cluster_13489	N	56	2	29	109	4
NW_025322626.1:664110-664860	Cluster_13490	N	1743	1923	3	1519	1763
NW_025322626.1:665410-666176	Cluster_13491	N	4544	5454	8	3277	6686
NW_025322626.1:666705-668016	Cluster_13492	N	805	1377	2	981	933
NW_025322626.1:668046-668491	Cluster_13493	N	105	78	316	15	68
NW_025322626.1:668941-669745	Cluster_13494	N	1208	533	5259	65	1125
NW_025322626.1:678635-679064	Cluster_13495	N	27	25	60	18	108
NW_025322626.1:679257-679683	Cluster_13496	N	2	2	2	1	155
NW_025322626.1:682180-682608	Cluster_13497	N	15	7	92	44	9
NW_025322626.1:684168-684733	Cluster_13498	N	348	14	582	1324	239
NW_025322626.1:689347-689777	Cluster_13499	N	286	83	120	53	26
NW_025322626.1:692215-692641	Cluster_13500	N	1	117	1	17	0
NW_025322626.1:697052-697624	Cluster_13501	N	117	33	483	42	12
NW_025322626.1:704186-704604	Cluster_13502	N	11	34	17	29	0
NW_025322626.1:705500-705918	Cluster_13503	N	9	84	26	57	28
NW_025322626.1:709046-709556	Cluster_13504	N	10	119	7	87	4
NW_025322626.1:710288-710940	Cluster_13505	N	142	339	476	908	424
NW_025322626.1:720884-721661	Cluster_13506	N	106	51	150	57	51
NW_025322626.1:722120-722555	Cluster_13507	N	31	26	170	14	51
NW_025322626.1:722562-723299	Cluster_13508	N	10	29	323	184	175
NW_025322626.1:730232-730660	Cluster_13509	N	21	15	62	172	14
NW_025322626.1:732228-732657	Cluster_13510	N	51	3	12	50	11
NW_025322626.1:737304-738568	Cluster_13511	N	182	522	281	123	106
NW_025322626.1:738745-739151	Cluster_13512	N	38	93	151	21	20
NW_025322626.1:750589-751018	Cluster_13513	N	501	8	12	0	0
NW_025322626.1:751336-751762	Cluster_13514	N	145	25	22	4	2
NW_025322626.1:760539-760967	Cluster_13515	N	100	9	66	15	29
NW_025322626.1:761167-761588	Cluster_13516	N	90	47	123	57	50
NW_025322626.1:761761-762188	Cluster_13517	N	61	45	75	32	35
NW_025322626.1:765959-766389	Cluster_13518	N	246	10	0	0	1
NW_025322626.1:773394-773847	Cluster_13519	N	36	563	31	495	16
NW_025322626.1:775050-775480	Cluster_13520	N	0	171	1	584	0
NW_025322626.1:789716-790255	Cluster_13521	N	2	368	1	1	0
NW_025322626.1:791892-792848	Cluster_13522	N	13	5270	5199	2	0
NW_025322626.1:793168-793676	Cluster_13523	N	12	409	229	0	0
NW_025322626.1:794091-794699	Cluster_13524	N	3	188	640	2	1
NW_025322626.1:802008-802664	Cluster_13525	N	170	48	46	81	316
NW_025322626.1:804223-804760	Cluster_13526	N	6	6	2875	1677	11
NW_025322626.1:820211-820639	Cluster_13527	N	32	41	23	33	297
NW_025322626.1:825400-825829	Cluster_13528	N	79	43	169	1	9
NW_025322626.1:838598-839027	Cluster_13529	N	0	139	29	0	52
NW_025322626.1:848994-849420	Cluster_13530	N	110	19	1	1	9
NW_025322626.1:865641-866088	Cluster_13531	N	1	78	94	236	128
NW_025322626.1:878409-878838	Cluster_13532	N	13	10	6	105	49
NW_025322626.1:884415-884844	Cluster_13533	N	0	96	89	0	22
NW_025322626.1:894443-897421	Cluster_13534	N	4744	43	10362	2800	235
NW_025322626.1:904451-905567	Cluster_13535	N	753	701	1664	2462	791
NW_025322626.1:910139-910677	Cluster_13536	N	10	5	0	3	1010
NW_025322626.1:910721-912403	Cluster_13537	N	446	1131	677	15	2033
NW_025322626.1:916349-918106	Cluster_13538	N	937	2356	1816	11	1436
NW_025322626.1:918561-919516	Cluster_13539	N	2	3	12	4	672
NW_025322626.1:926180-926600	Cluster_13540	N	8	59	92	3	5
NW_025322626.1:930798-931225	Cluster_13541	N	1	12	107	0	10
NW_025322626.1:980910-981538	Cluster_13542	N	88	195	144	350	298
NW_025322626.1:981812-982284	Cluster_13543	N	2	4	385	216	0
NW_025322626.1:1044082-1044580	Cluster_13544	N	136	96	67	38	16
NW_025322626.1:1074566-1074983	Cluster_13545	N	8	20	35	23	23
NW_025322626.1:1084711-1085133	Cluster_13546	N	0	132	0	4	2
NW_025322626.1:1118398-1118826	Cluster_13547	N	17	21	21	228	16
NW_025322626.1:1168083-1168511	Cluster_13548	N	12	0	311	1	0
NW_025322627.1:54437-54864	Cluster_13549	N	73	70	46	17	26
NW_025322627.1:68006-68434	Cluster_13550	N	35	21	32	37	2
NW_025322627.1:168663-169215	Cluster_13551	N	810	1417	1022	595	941
NW_025322627.1:170434-171654	Cluster_13552	N	2644	514	1574	477	1000
NW_025322627.1:204529-205561	Cluster_13553	N	9	16	5	773	4
NW_025322627.1:230588-231054	Cluster_13554	N	463	6	138	0	30
NW_025322627.1:237358-237911	Cluster_13555	N	4	517	30	423	10
NW_025322627.1:269821-270582	Cluster_13556	N	778	46	169	80	60
NW_025322627.1:270893-271321	Cluster_13557	N	162	18	44	56	12
NW_025322627.1:271508-271914	Cluster_13558	N	9	1	99	2	2
NW_025322627.1:272223-272653	Cluster_13559	N	144	19	139	26	7
NW_025322627.1:273706-275083	Cluster_13560	N	1530	25	471	213	13
NW_025322627.1:291625-292053	Cluster_13561	N	5	5	2	184	4
NW_025322627.1:313898-314318	Cluster_13562	N	4	8	2	71	5
NW_025322627.1:342438-342869	Cluster_13563	N	38	80	706	75	159
NW_025322627.1:344033-344494	Cluster_13564	N	259	24	64	14	192
NW_025322627.1:369486-369914	Cluster_13565	N	2	3	190	8	2
NW_025322627.1:501417-501845	Cluster_13566	N	55	149	5	0	0
NW_025322627.1:558816-559457	Cluster_13567	N	83	46	23	19	874
NW_025322627.1:647464-647892	Cluster_13568	N	1	13	7	10	148
NW_025322628.1:82735-83162	Cluster_13569	N	72	46	0	123	0
NW_025322628.1:137530-137970	Cluster_13570	N	417	308	262	23	257
NW_025322628.1:178667-179077	Cluster_13571	N	1	100	0	3	0
NW_025322628.1:180961-181399	Cluster_13572	N	0	361	0	0	1
NW_025322628.1:181836-182251	Cluster_13573	N	0	149	0	2	0
NW_025322628.1:182600-183009	Cluster_13574	N	0	144	0	0	0
NW_025322628.1:183079-183509	Cluster_13575	N	0	561	0	0	0
NW_025322628.1:183625-184049	Cluster_13576	N	10	174	5	35	1
NW_025322628.1:185518-185929	Cluster_13577	N	0	99	4	0	1
NW_025322628.1:188959-189387	Cluster_13578	N	0	202	1	0	1
NW_025322628.1:189452-189861	Cluster_13579	N	0	139	0	1	0
NW_025322628.1:190519-190971	Cluster_13580	N	247	455	38	456	9
NW_025322628.1:544909-545337	Cluster_13581	N	0	140	2	0	13
NW_025322628.1:545860-546286	Cluster_13582	N	0	23	1	2	133
NW_025322628.1:642718-643125	Cluster_13583	N	20	89	38	20	6
NW_025322628.1:643250-643983	Cluster_13584	N	39	236	23	29	16
NW_025322628.1:699205-699634	Cluster_13585	N	113	430	373	140	234
NW_025322628.1:700014-700463	Cluster_13586	N	41	77	47	336	227
NW_025322628.1:721479-721906	Cluster_13587	N	3	103	21	2	12
NW_025322628.1:725096-725519	Cluster_13588	N	33	1	1	91	0
NW_025322628.1:823822-824250	Cluster_13589	N	14	14	9	302	39
NW_025322628.1:896752-897351	Cluster_13590	N	371	247	56	37	338
NW_025322628.1:970669-971094	Cluster_13591	N	6	48	19	72	9
NW_025322628.1:1051300-1051728	Cluster_13592	N	54	645	2	8	14
NW_025322628.1:1056802-1057228	Cluster_13593	N	22	0	0	80	56
NW_025322628.1:1078627-1079057	Cluster_13594	N	1365	89	59	50	3
NW_025322628.1:1099386-1099865	Cluster_13595	N	43	75	51	76	59
NW_025322628.1:1113328-1113861	Cluster_13596	N	26	11	16	275	799
NW_025322628.1:1117308-1117754	Cluster_13597	N	19	24	52	282	98
NW_025322628.1:1118178-1118606	Cluster_13598	N	18	22	103	86	59
NW_025322629.1:14760-15256	Cluster_13599	N	12175	103	4613	6562	36
NW_025322629.1:38287-38957	Cluster_13600	N	145	2063	164	137	40
NW_025322629.1:38983-39554	Cluster_13601	N	23	1854	91	31	26
NW_025322629.1:40140-40724	Cluster_13602	N	88	196	89	39	37
NW_025322629.1:71260-72412	Cluster_13603	N	234	1299	317	25	15
NW_025322629.1:73022-73446	Cluster_13604	N	13	75	33	0	1
NW_025322629.1:73455-73889	Cluster_13605	N	81	182	127	3	1
NW_025322629.1:74238-76029	Cluster_13606	N	596	4127	3362	5	3
NW_025322629.1:85975-86404	Cluster_13607	N	210	489	0	0	89
NW_025322629.1:99360-99786	Cluster_13608	N	0	0	155	0	0
NW_025322629.1:100193-100622	Cluster_13609	N	218	4	90	2	0
NW_025322629.1:100913-101462	Cluster_13610	N	264	30	1	0	8
NW_025322629.1:102793-103222	Cluster_13611	N	356	88	67	21	33
NW_025322629.1:104714-105140	Cluster_13612	N	155	7	49	1	15
NW_025322629.1:106278-106704	Cluster_13613	N	114	5	64	0	0
NW_025322629.1:132557-133012	Cluster_13614	N	7	95	64	425	182
NW_025322629.1:133858-134285	Cluster_13615	N	1	69	1	67	50
NW_025322629.1:134827-135257	Cluster_13616	N	0	0	0	408	0
NW_025322629.1:136074-136616	Cluster_13617	N	0	0	349	0	0
NW_025322629.1:151593-152023	Cluster_13618	N	1259	48	155	1625	1317
NW_025322629.1:158294-158723	Cluster_13619	N	340	30	66	18	2
NW_025322629.1:180870-181300	Cluster_13620	N	683	109	367	437	37
NW_025322629.1:239585-240012	Cluster_13621	N	3	93	0	1	5
NW_025322629.1:245652-246339	Cluster_13622	N	80	103	171	130	137
NW_025322629.1:301681-302111	Cluster_13623	N	1456	1392	842	726	581
NW_025322629.1:314618-315181	Cluster_13624	N	4	188	120	2	1107
NW_025322629.1:324290-324712	Cluster_13625	N	125	20	1	16	0
NW_025322629.1:326203-326757	Cluster_13626	N	462	66	593	0	83
NW_025322629.1:327643-328077	Cluster_13627	N	333	91	170	15	44
NW_025322629.1:376171-377161	Cluster_13628	N	97	79	743	680	52
NW_025322629.1:392945-393716	Cluster_13629	N	119	330	410	10	256
NW_025322629.1:412851-413400	Cluster_13630	N	594	47	160	0	63
NW_025322629.1:416624-417051	Cluster_13631	N	50	65	0	0	0
NW_025322629.1:434149-434577	Cluster_13632	N	0	2	305	0	0
NW_025322629.1:452363-452791	Cluster_13633	N	21	32	1	7	66
NW_025322629.1:472533-473029	Cluster_13634	N	1099	6747	1942	1	1262
NW_025322629.1:481948-482410	Cluster_13635	N	1543	251	896	466	266
NW_025322629.1:501463-501890	Cluster_13636	N	100	23	9	18	0
NW_025322629.1:505579-506071	Cluster_13637	N	126	0	0	1	163
NW_025322629.1:507616-508048	Cluster_13638	N	168	64	12	381	65
NW_025322629.1:511248-511677	Cluster_13639	N	31	7	40	258	415
NW_025322629.1:535767-536263	Cluster_13640	N	3679	1	1	3380	0
NW_025322629.1:580793-581443	Cluster_13641	N	14	278	1041	7	9
NW_025322629.1:594667-595358	Cluster_13642	N	16	3	7	125	437
NW_025322629.1:606972-607402	Cluster_13643	N	120	58	12	40	3
NW_025322629.1:615564-616117	Cluster_13644	N	201	33	191	13	1
NW_025322629.1:669233-669662	Cluster_13645	N	1638	157	4353	62	102
NW_025322629.1:669807-670303	Cluster_13646	N	973	426	939	555	1006
NW_025322629.1:681325-681852	Cluster_13647	N	13	641	580	192	0
NW_025322629.1:689659-690087	Cluster_13648	N	3	7	71	10	501
NW_025322629.1:690397-690880	Cluster_13649	N	120	0	479	0	0
NW_025322629.1:717124-717553	Cluster_13650	N	0	353	1	0	0
NW_025322629.1:731851-732278	Cluster_13651	N	0	51	0	2	59
NW_025322629.1:736899-737321	Cluster_13652	N	1	99	11	1	5
NW_025322629.1:738126-738555	Cluster_13653	N	262	43	36	0	2
NW_025322629.1:741246-741672	Cluster_13654	N	112	51	1	8	68
NW_025322629.1:743406-744765	Cluster_13655	N	991	153	346	6	62
NW_025322629.1:828612-829043	Cluster_13656	N	76	0	78	1	430
NW_025322629.1:835126-835555	Cluster_13657	N	1435	3178	2	596	435
NW_025322629.1:840598-841409	Cluster_13658	N	30	16	197	113	115
NW_025322629.1:874345-874772	Cluster_13659	N	41	56	16	49	6
NW_025322629.1:894577-895005	Cluster_13660	N	109	245	391	203	302
NW_025322629.1:936263-937026	Cluster_13661	N	710	26	2373	1281	2852
NW_025322629.1:946046-946476	Cluster_13662	N	181	78	199	208	610
NW_025322629.1:955743-956177	Cluster_13663	N	2010	700	282	0	3
NW_025322629.1:962272-962705	Cluster_13664	N	135	5	4	4	86
NW_025322629.1:985066-985559	Cluster_13665	N	112	463	152	174	84
NW_025322629.1:987084-987508	Cluster_13666	N	0	1	5	0	83
NW_025322629.1:991519-991993	Cluster_13667	N	36	17	42	276	416
NW_025322629.1:1047538-1047966	Cluster_13668	N	0	118	0	65	0
NW_025322629.1:1050798-1051221	Cluster_13669	N	138	1	106	0	0
NW_025322629.1:1081319-1081819	Cluster_13670	N	69	78	7	94	191
NW_025322630.1:109223-109653	Cluster_13671	N	36	193	0	2	1
NW_025322630.1:150705-151224	Cluster_13672	N	15	0	420	11	0
NW_025322630.1:151248-151675	Cluster_13673	N	35	0	131	11	0
NW_025322630.1:234284-235016	Cluster_13674	N	40	99	101	132	457
NW_025322630.1:287166-287596	Cluster_13675	N	0	47	208	52	0
NW_025322630.1:368235-368661	Cluster_13676	N	4	0	0	137	2
NW_025322630.1:372565-373013	Cluster_13677	N	4	518	258	153	9
NW_025322630.1:378694-379468	Cluster_13678	N	752	98	4	4	240
NW_025322630.1:385420-386005	Cluster_13679	N	1640	755	2026	324	702
NW_025322630.1:386816-387245	Cluster_13680	N	1	5	133	156	0
NW_025322630.1:392028-392454	Cluster_13681	N	3	0	4	174	3
NW_025322630.1:463639-464070	Cluster_13682	N	114	36	944	0	0
NW_025322630.1:467093-467739	Cluster_13683	N	21	130	74	0	34
NW_025322630.1:469374-469806	Cluster_13684	N	2	266	0	0	0
NW_025322630.1:477923-478356	Cluster_13685	N	0	208	0	0	0
NW_025322630.1:502046-502473	Cluster_13686	N	59	46	29	21	5
NW_025322630.1:610896-611316	Cluster_13687	N	17	20	24	12	11
NW_025322630.1:615479-615912	Cluster_13688	N	104	183	33	0	1
NW_025322630.1:616004-616434	Cluster_13689	N	77	9	23	42	38
NW_025322630.1:617451-617870	Cluster_13690	N	11	28	51	0	7
NW_025322630.1:620398-620813	Cluster_13691	N	0	1	102	0	58
NW_025322630.1:657957-658385	Cluster_13692	N	0	0	2	52	78
NW_025322630.1:695956-696382	Cluster_13693	N	107	2	13	45	85
