Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000034:234948-235374	Cluster_6318	N	86	11	47	71	19
Pocillopora_meandrina_HIv1___Sc0000034:236037-236577	Cluster_6319	N	65	50	62	76	43
Pocillopora_meandrina_HIv1___Sc0000034:251674-252102	Cluster_6320	N	21	44	7	9	80
Pocillopora_meandrina_HIv1___Sc0000034:252438-252864	Cluster_6321	N	2	150	1	3	32
Pocillopora_meandrina_HIv1___Sc0000034:254123-254550	Cluster_6322	N	5	11	57	4	55
Pocillopora_meandrina_HIv1___Sc0000034:254736-255177	Cluster_6323	N	4	33	132	4	36
Pocillopora_meandrina_HIv1___Sc0000034:264353-264780	Cluster_6324	N	116	5	35	18	19
Pocillopora_meandrina_HIv1___Sc0000034:268956-269690	Cluster_6325	N	44	14	137	26	155
Pocillopora_meandrina_HIv1___Sc0000034:273601-274030	Cluster_6326	N	10	2	236	15	6
Pocillopora_meandrina_HIv1___Sc0000034:281232-281664	Cluster_6327	N	35	11	19	3518	8
Pocillopora_meandrina_HIv1___Sc0000034:284152-284563	Cluster_6328	N	53	7	16	23	17
Pocillopora_meandrina_HIv1___Sc0000034:300245-301292	Cluster_6329	N	180	246	643	165	3340
Pocillopora_meandrina_HIv1___Sc0000034:303277-303698	Cluster_6330	N	0	0	28	54	1
Pocillopora_meandrina_HIv1___Sc0000034:304345-304926	Cluster_6331	N	123	1	242	82	5
Pocillopora_meandrina_HIv1___Sc0000034:306994-307423	Cluster_6332	N	116	12	122	33	50
Pocillopora_meandrina_HIv1___Sc0000034:309422-309848	Cluster_6333	N	106	14	118	56	32
Pocillopora_meandrina_HIv1___Sc0000034:309881-311240	Cluster_6334	N	1077	74	976	317	157
Pocillopora_meandrina_HIv1___Sc0000034:311570-311999	Cluster_6335	N	169	22	227	27	77
Pocillopora_meandrina_HIv1___Sc0000034:377601-378031	Cluster_6336	N	817	32	19	118	73
Pocillopora_meandrina_HIv1___Sc0000034:408804-409228	Cluster_6337	N	9	81	3	44	8
Pocillopora_meandrina_HIv1___Sc0000034:443822-444250	Cluster_6338	N	65	12	20	45	22
Pocillopora_meandrina_HIv1___Sc0000034:564007-564436	Cluster_6339	N	421	191	488	2256	67
Pocillopora_meandrina_HIv1___Sc0000034:674187-674705	Cluster_6340	N	30	11	85	134	20
Pocillopora_meandrina_HIv1___Sc0000034:832826-833649	Cluster_6341	N	1266	96	478	171	7
Pocillopora_meandrina_HIv1___Sc0000034:864098-864526	Cluster_6342	N	0	1	0	82	0
Pocillopora_meandrina_HIv1___Sc0000034:909162-909585	Cluster_6343	N	10	0	76	28	0
Pocillopora_meandrina_HIv1___Sc0000034:1411820-1412249	Cluster_6344	N	5	71	0	0	0
Pocillopora_meandrina_HIv1___Sc0000034:1425587-1426014	Cluster_6345	N	0	0	1	160	3
Pocillopora_meandrina_HIv1___Sc0000034:1690392-1690810	Cluster_6346	N	85	33	98	55	24
Pocillopora_meandrina_HIv1___Sc0000034:1758627-1759046	Cluster_6347	N	5	21	15	38	0
Pocillopora_meandrina_HIv1___Sc0000034:2059786-2060212	Cluster_6348	N	67	3	87	66	33
Pocillopora_meandrina_HIv1___Sc0000034:2060450-2061107	Cluster_6349	N	407	63	276	235	242
Pocillopora_meandrina_HIv1___Sc0000034:2061327-2061780	Cluster_6350	N	29	100	78	153	53
Pocillopora_meandrina_HIv1___Sc0000034:2061900-2062549	Cluster_6351	N	125	26	46	202	210
Pocillopora_meandrina_HIv1___Sc0000034:2161700-2162206	Cluster_6352	N	224	84	83	21	18
Pocillopora_meandrina_HIv1___Sc0000034:2221418-2221854	Cluster_6353	N	250	399	147	374	524
Pocillopora_meandrina_HIv1___Sc0000034:2262728-2263202	Cluster_6354	N	54	34	29	77	67
Pocillopora_meandrina_HIv1___Sc0000034:2440726-2441146	Cluster_6355	N	76	21	0	9	5
Pocillopora_meandrina_HIv1___Sc0000034:2581784-2582380	Cluster_6356	N	1274	547	1480	1239	1161
Pocillopora_meandrina_HIv1___Sc0000034:2626176-2626794	Cluster_6357	N	137	34	8	12	776
Pocillopora_meandrina_HIv1___Sc0000034:2727976-2728402	Cluster_6358	N	0	0	32	51	0
Pocillopora_meandrina_HIv1___Sc0000034:2746578-2747174	Cluster_6359	N	1307	532	1555	1171	1188
Pocillopora_meandrina_HIv1___Sc0000034:2812994-2813597	Cluster_6360	N	105	2562	4	101	30
Pocillopora_meandrina_HIv1___Sc0000034:2821751-2822178	Cluster_6361	N	89	5	123	14	15
Pocillopora_meandrina_HIv1___Sc0000034:2830459-2830887	Cluster_6362	N	1	155	0	0	0
Pocillopora_meandrina_HIv1___Sc0000034:2836051-2836477	Cluster_6363	N	11	5	141	20	1
Pocillopora_meandrina_HIv1___Sc0000034:2850194-2850828	Cluster_6364	N	146	15	18	463	13
Pocillopora_meandrina_HIv1___Sc0000034:2851262-2853851	Cluster_6365	N	3108	1221	722	3057	363
Pocillopora_meandrina_HIv1___Sc0000034:2867825-2868716	Cluster_6366	N	15	0	287	9	7
Pocillopora_meandrina_HIv1___Sc0000034:2904544-2905250	Cluster_6367	N	127	139	95	74	6
Pocillopora_meandrina_HIv1___Sc0000034:2907200-2907622	Cluster_6368	N	19	47	19	12	1
Pocillopora_meandrina_HIv1___Sc0000034:2908284-2909080	Cluster_6369	N	1061	448	52	770	8
Pocillopora_meandrina_HIv1___Sc0000034:2910217-2910646	Cluster_6370	N	75	40	25	76	11
Pocillopora_meandrina_HIv1___Sc0000034:2937157-2937903	Cluster_6371	N	427	12	257	123	70
Pocillopora_meandrina_HIv1___Sc0000034:2946021-2946448	Cluster_6372	N	2	0	121	0	1
Pocillopora_meandrina_HIv1___Sc0000034:2950488-2950915	Cluster_6373	N	3	0	118	0	0
Pocillopora_meandrina_HIv1___Sc0000034:2954955-2955382	Cluster_6374	N	3	0	104	4	0
Pocillopora_meandrina_HIv1___Sc0000034:2959422-2959845	Cluster_6375	N	1	0	80	0	0
Pocillopora_meandrina_HIv1___Sc0000034:2963889-2964316	Cluster_6376	N	1	0	108	0	0
Pocillopora_meandrina_HIv1___Sc0000034:2976051-2976606	Cluster_6377	N	1602	315	641	671	239
Pocillopora_meandrina_HIv1___Sc0000034:2982314-2982753	Cluster_6378	N	58	3	17	170	7
Pocillopora_meandrina_HIv1___Sc0000034:3000360-3000809	Cluster_6379	N	0	115	308	0	1
Pocillopora_meandrina_HIv1___Sc0000034:3068438-3068862	Cluster_6380	N	86	0	0	17	5
Pocillopora_meandrina_HIv1___Sc0000034:3069261-3069687	Cluster_6381	N	142	0	0	1	0
Pocillopora_meandrina_HIv1___Sc0000035:64573-65017	Cluster_6382	N	115	130	215	10	7
Pocillopora_meandrina_HIv1___Sc0000035:67998-68407	Cluster_6383	N	0	73	44	0	0
Pocillopora_meandrina_HIv1___Sc0000035:148078-148491	Cluster_6384	N	73	1	18	1	0
Pocillopora_meandrina_HIv1___Sc0000035:148904-150033	Cluster_6385	N	423	29	411	48	219
Pocillopora_meandrina_HIv1___Sc0000035:214892-215320	Cluster_6386	N	0	0	0	146	3
Pocillopora_meandrina_HIv1___Sc0000035:218978-219411	Cluster_6387	N	131	1	365	444	63
Pocillopora_meandrina_HIv1___Sc0000035:220024-220453	Cluster_6388	N	0	1	11	161	29
Pocillopora_meandrina_HIv1___Sc0000035:271304-271756	Cluster_6389	N	11	35	16	197	1
Pocillopora_meandrina_HIv1___Sc0000035:271912-272339	Cluster_6390	N	43	50	130	127	4
Pocillopora_meandrina_HIv1___Sc0000035:272673-275273	Cluster_6391	N	840	613	1018	1698	100
Pocillopora_meandrina_HIv1___Sc0000035:275285-276740	Cluster_6392	N	394	177	368	602	82
Pocillopora_meandrina_HIv1___Sc0000035:277385-278556	Cluster_6393	N	199	440	148	504	95
Pocillopora_meandrina_HIv1___Sc0000035:282145-282573	Cluster_6394	N	5	194	21	33	46
Pocillopora_meandrina_HIv1___Sc0000035:307392-307927	Cluster_6395	N	0	73	57	50	5
Pocillopora_meandrina_HIv1___Sc0000035:307939-308362	Cluster_6396	N	0	0	64	0	50
Pocillopora_meandrina_HIv1___Sc0000035:309343-309764	Cluster_6397	N	0	0	68	1	68
Pocillopora_meandrina_HIv1___Sc0000035:309810-310471	Cluster_6398	N	0	7	84	149	45
Pocillopora_meandrina_HIv1___Sc0000035:412062-412557	Cluster_6399	N	257	111	387	47	105
Pocillopora_meandrina_HIv1___Sc0000035:578022-578476	Cluster_6400	N	11	47	15	188	0
Pocillopora_meandrina_HIv1___Sc0000035:578632-579116	Cluster_6401	N	64	44	140	121	1
Pocillopora_meandrina_HIv1___Sc0000035:579393-581800	Cluster_6402	N	768	630	1086	1805	101
Pocillopora_meandrina_HIv1___Sc0000035:582003-583254	Cluster_6403	N	432	147	350	534	81
Pocillopora_meandrina_HIv1___Sc0000035:583270-583703	Cluster_6404	N	244	15	53	26	30
Pocillopora_meandrina_HIv1___Sc0000035:584114-585285	Cluster_6405	N	1819	421	1146	431	71
Pocillopora_meandrina_HIv1___Sc0000035:593477-593906	Cluster_6406	N	3	1	1	1826	0
Pocillopora_meandrina_HIv1___Sc0000035:667118-667546	Cluster_6407	N	136	1	2	8	1
Pocillopora_meandrina_HIv1___Sc0000035:672252-672704	Cluster_6408	N	12	32	13	173	1
Pocillopora_meandrina_HIv1___Sc0000035:676388-676800	Cluster_6409	N	109	0	0	0	0
Pocillopora_meandrina_HIv1___Sc0000035:677759-678185	Cluster_6410	N	1	60	55	83	0
Pocillopora_meandrina_HIv1___Sc0000035:757961-758385	Cluster_6411	N	70	12	0	31	3
Pocillopora_meandrina_HIv1___Sc0000035:763025-763446	Cluster_6412	N	43	0	7	84	0
Pocillopora_meandrina_HIv1___Sc0000035:954470-955072	Cluster_6413	N	665	0	9	3	49
Pocillopora_meandrina_HIv1___Sc0000035:964606-965035	Cluster_6414	N	13	2	141	6	1
Pocillopora_meandrina_HIv1___Sc0000035:981170-981716	Cluster_6415	N	199	1095	1067	0	209
Pocillopora_meandrina_HIv1___Sc0000035:1000950-1001370	Cluster_6416	N	428	610	418	76	10
Pocillopora_meandrina_HIv1___Sc0000035:1080556-1080981	Cluster_6417	N	2	2	0	102	0
Pocillopora_meandrina_HIv1___Sc0000035:1143856-1144329	Cluster_6418	N	160	353	237	318	296
Pocillopora_meandrina_HIv1___Sc0000035:1144745-1145576	Cluster_6419	N	510	1142	652	984	1271
Pocillopora_meandrina_HIv1___Sc0000035:1146812-1147303	Cluster_6420	N	32	64	26	132	401
Pocillopora_meandrina_HIv1___Sc0000035:1472155-1473314	Cluster_6421	N	401	127	63	289	75
Pocillopora_meandrina_HIv1___Sc0000035:1473587-1474099	Cluster_6422	N	208	105	22	312	61
Pocillopora_meandrina_HIv1___Sc0000035:1474124-1474899	Cluster_6423	N	169	29	4	131	20
Pocillopora_meandrina_HIv1___Sc0000035:1475095-1475522	Cluster_6424	N	118	71	70	51	31
Pocillopora_meandrina_HIv1___Sc0000035:1581038-1581465	Cluster_6425	N	7	0	123	14	35
Pocillopora_meandrina_HIv1___Sc0000035:1582206-1582625	Cluster_6426	N	32	0	97	64	19
Pocillopora_meandrina_HIv1___Sc0000035:1582979-1583395	Cluster_6427	N	35	3	122	88	16
Pocillopora_meandrina_HIv1___Sc0000035:1583501-1583905	Cluster_6428	N	37	0	75	62	15
Pocillopora_meandrina_HIv1___Sc0000035:1989820-1989912	Cluster_6429	Y	1288	1019	876	745	659
Pocillopora_meandrina_HIv1___Sc0000035:2501614-2502039	Cluster_6430	N	14	27	12	44	3
Pocillopora_meandrina_HIv1___Sc0000035:2674925-2675334	Cluster_6431	N	90	6	18	16	21
Pocillopora_meandrina_HIv1___Sc0000035:2675412-2676156	Cluster_6432	N	181	18	48	70	18
Pocillopora_meandrina_HIv1___Sc0000035:2743900-2744864	Cluster_6433	N	1389	810	22	26	72
Pocillopora_meandrina_HIv1___Sc0000035:2746976-2747526	Cluster_6434	N	263	42	26	11	313
Pocillopora_meandrina_HIv1___Sc0000036:84755-86650	Cluster_6435	N	4355	1636	2393	1307	1131
Pocillopora_meandrina_HIv1___Sc0000036:86674-87721	Cluster_6436	N	938	286	264	506	285
Pocillopora_meandrina_HIv1___Sc0000036:87873-89407	Cluster_6437	N	2961	1629	1400	2123	1317
Pocillopora_meandrina_HIv1___Sc0000036:201220-201640	Cluster_6438	N	11	58	16	76	28
Pocillopora_meandrina_HIv1___Sc0000036:651439-651919	Cluster_6439	N	201	22	101	88	171
Pocillopora_meandrina_HIv1___Sc0000036:714463-714880	Cluster_6440	N	59	41	21	60	28
Pocillopora_meandrina_HIv1___Sc0000036:1027025-1027429	Cluster_6441	N	10	36	16	42	73
Pocillopora_meandrina_HIv1___Sc0000036:1284759-1285299	Cluster_6442	N	124	197	124	306	434
Pocillopora_meandrina_HIv1___Sc0000036:1286770-1287192	Cluster_6443	N	24	3	23	50	55
Pocillopora_meandrina_HIv1___Sc0000036:1292308-1292851	Cluster_6444	N	327	421	80	150	806
Pocillopora_meandrina_HIv1___Sc0000036:1346400-1346823	Cluster_6445	N	9	19	7	40	75
Pocillopora_meandrina_HIv1___Sc0000036:1389110-1389539	Cluster_6446	N	161	53	249	48	16
Pocillopora_meandrina_HIv1___Sc0000036:1437981-1438412	Cluster_6447	N	159	209	47	43	315
Pocillopora_meandrina_HIv1___Sc0000036:1504251-1504679	Cluster_6448	N	1	136	4	3	4
Pocillopora_meandrina_HIv1___Sc0000036:1527809-1528277	Cluster_6449	N	558	155	446	50	20
Pocillopora_meandrina_HIv1___Sc0000036:1532703-1533139	Cluster_6450	N	33	128	54	68	11
Pocillopora_meandrina_HIv1___Sc0000036:1557087-1557516	Cluster_6451	N	117	54	39	63	57
Pocillopora_meandrina_HIv1___Sc0000036:1572102-1572553	Cluster_6452	N	159	59	122	61	48
Pocillopora_meandrina_HIv1___Sc0000036:1597170-1597606	Cluster_6453	N	537	41	343	212	148
Pocillopora_meandrina_HIv1___Sc0000036:1601496-1601928	Cluster_6454	N	17	1	0	7	1060
Pocillopora_meandrina_HIv1___Sc0000036:1615578-1616029	Cluster_6455	N	162	80	97	69	60
Pocillopora_meandrina_HIv1___Sc0000036:1686687-1687189	Cluster_6456	N	241	20	90	48	19
Pocillopora_meandrina_HIv1___Sc0000036:2265598-2266027	Cluster_6457	N	93	8	5	41	2
Pocillopora_meandrina_HIv1___Sc0000036:2266561-2267225	Cluster_6458	N	398	214	133	84	96
Pocillopora_meandrina_HIv1___Sc0000036:2281183-2281602	Cluster_6459	N	53	44	11	46	27
Pocillopora_meandrina_HIv1___Sc0000036:2400213-2400686	Cluster_6460	N	22331	42188	36312	122488	33393
Pocillopora_meandrina_HIv1___Sc0000036:2716860-2717282	Cluster_6461	N	0	169	12	0	0
Pocillopora_meandrina_HIv1___Sc0000036:2755154-2755583	Cluster_6462	N	11	14	94	37	38
Pocillopora_meandrina_HIv1___Sc0000036:2927793-2928327	Cluster_6463	N	354	505	228	711	1360
Pocillopora_meandrina_HIv1___Sc0000036:2960173-2960605	Cluster_6464	N	79	53	146	0	44
Pocillopora_meandrina_HIv1___Sc0000036:2960824-2961336	Cluster_6465	N	47	17	99	2	15
Pocillopora_meandrina_HIv1___Sc0000036:2961682-2962468	Cluster_6466	N	1073	522	972	1115	400
Pocillopora_meandrina_HIv1___Sc0000037:4441-4869	Cluster_6467	N	1	7	13	2	353
Pocillopora_meandrina_HIv1___Sc0000037:6786-7213	Cluster_6468	N	6	7	144	1	11
Pocillopora_meandrina_HIv1___Sc0000037:13248-13674	Cluster_6469	N	20	0	64	0	0
Pocillopora_meandrina_HIv1___Sc0000037:16609-17009	Cluster_6470	N	21	5	26	28	3
Pocillopora_meandrina_HIv1___Sc0000037:177212-177641	Cluster_6471	N	125	60	44	19	21
Pocillopora_meandrina_HIv1___Sc0000037:373185-373611	Cluster_6472	N	24	146	0	0	1
Pocillopora_meandrina_HIv1___Sc0000037:657487-657914	Cluster_6473	N	0	3	168	7	3
Pocillopora_meandrina_HIv1___Sc0000037:695148-695559	Cluster_6474	N	3	22	3	55	87
Pocillopora_meandrina_HIv1___Sc0000037:705632-706037	Cluster_6475	N	2	26	6	40	66
Pocillopora_meandrina_HIv1___Sc0000037:1082538-1083484	Cluster_6476	N	968	362	766	53	135
Pocillopora_meandrina_HIv1___Sc0000037:1083489-1084357	Cluster_6477	N	209	65	209	50	19
Pocillopora_meandrina_HIv1___Sc0000037:1084558-1086553	Cluster_6478	N	981	401	1402	454	173
Pocillopora_meandrina_HIv1___Sc0000037:1090517-1090944	Cluster_6479	N	1	0	0	539	0
Pocillopora_meandrina_HIv1___Sc0000037:1092825-1093253	Cluster_6480	N	21	0	2	100	1
Pocillopora_meandrina_HIv1___Sc0000037:1230340-1231032	Cluster_6481	N	231	2	206	183	56
Pocillopora_meandrina_HIv1___Sc0000037:1231089-1231516	Cluster_6482	N	88	8	66	54	23
Pocillopora_meandrina_HIv1___Sc0000037:1306233-1306660	Cluster_6483	N	38	13	68	31	5
Pocillopora_meandrina_HIv1___Sc0000037:1307749-1308170	Cluster_6484	N	44	20	9	39	4
Pocillopora_meandrina_HIv1___Sc0000037:1309506-1309914	Cluster_6485	N	58	22	11	27	12
Pocillopora_meandrina_HIv1___Sc0000037:1803344-1803763	Cluster_6486	N	421	139	728	216	203
Pocillopora_meandrina_HIv1___Sc0000037:1935822-1936248	Cluster_6487	N	52	48	251	70	4
Pocillopora_meandrina_HIv1___Sc0000037:1936420-1937055	Cluster_6488	N	108	53	350	28	11
Pocillopora_meandrina_HIv1___Sc0000037:1937091-1938367	Cluster_6489	N	2198	112	93	1210	174
Pocillopora_meandrina_HIv1___Sc0000037:1939237-1940796	Cluster_6490	N	962	137	174	378	72
Pocillopora_meandrina_HIv1___Sc0000037:2093152-2093576	Cluster_6491	N	67	46	9	0	0
Pocillopora_meandrina_HIv1___Sc0000037:2142047-2142474	Cluster_6492	N	6	0	5	87	4
Pocillopora_meandrina_HIv1___Sc0000037:2252197-2254837	Cluster_6493	N	1920	525	1842	5384	129
Pocillopora_meandrina_HIv1___Sc0000037:2270053-2270481	Cluster_6494	N	2	0	3	0	170
Pocillopora_meandrina_HIv1___Sc0000037:2275313-2275718	Cluster_6495	N	24	5	91	19	4
Pocillopora_meandrina_HIv1___Sc0000037:2277242-2277675	Cluster_6496	N	10	48	149	15	0
Pocillopora_meandrina_HIv1___Sc0000037:2277916-2278420	Cluster_6497	N	164	34	6	196	1
Pocillopora_meandrina_HIv1___Sc0000037:2280208-2281532	Cluster_6498	N	5	47	1998	6	21
Pocillopora_meandrina_HIv1___Sc0000037:2281809-2282636	Cluster_6499	N	1	2	677	5	44
Pocillopora_meandrina_HIv1___Sc0000037:2282728-2283298	Cluster_6500	N	10	118	575	425	114
Pocillopora_meandrina_HIv1___Sc0000037:2342605-2343031	Cluster_6501	N	18	62	70	13	10
Pocillopora_meandrina_HIv1___Sc0000037:2417449-2417876	Cluster_6502	N	73	0	15	26	4
Pocillopora_meandrina_HIv1___Sc0000037:2424920-2425999	Cluster_6503	N	34	26	79	781	24
Pocillopora_meandrina_HIv1___Sc0000037:2431072-2431714	Cluster_6504	N	74	27	130	306	28
Pocillopora_meandrina_HIv1___Sc0000037:2432048-2432468	Cluster_6505	N	124	39	94	87	25
Pocillopora_meandrina_HIv1___Sc0000037:2449003-2449425	Cluster_6506	N	69	0	3	1	2
Pocillopora_meandrina_HIv1___Sc0000037:2464093-2464523	Cluster_6507	N	1	109	50	6	15
Pocillopora_meandrina_HIv1___Sc0000037:2473274-2473815	Cluster_6508	N	69	19	37	394	64
Pocillopora_meandrina_HIv1___Sc0000037:2490869-2491294	Cluster_6509	N	4	11	61	2	16
Pocillopora_meandrina_HIv1___Sc0000037:2592424-2592899	Cluster_6510	N	286	1676	400	276	1173
Pocillopora_meandrina_HIv1___Sc0000037:2680229-2680657	Cluster_6511	N	0	2	73	9	31
Pocillopora_meandrina_HIv1___Sc0000037:2696493-2696919	Cluster_6512	N	0	0	0	161	1
Pocillopora_meandrina_HIv1___Sc0000037:2733618-2734033	Cluster_6513	N	39	0	52	0	0
Pocillopora_meandrina_HIv1___Sc0000037:2790803-2791229	Cluster_6514	N	45	36	18	50	6
Pocillopora_meandrina_HIv1___Sc0000038:60657-61164	Cluster_6515	N	63	174	84	175	380
Pocillopora_meandrina_HIv1___Sc0000038:211854-212281	Cluster_6516	N	12	30	219	1	7
Pocillopora_meandrina_HIv1___Sc0000038:212683-213109	Cluster_6517	N	21	3	183	2	0
Pocillopora_meandrina_HIv1___Sc0000038:246164-246579	Cluster_6518	N	11	21	15	62	62
Pocillopora_meandrina_HIv1___Sc0000038:287118-287545	Cluster_6519	N	0	1	75	76	12
Pocillopora_meandrina_HIv1___Sc0000038:502976-503393	Cluster_6520	N	16	27	8	11	18
Pocillopora_meandrina_HIv1___Sc0000038:628652-629098	Cluster_6521	N	150	110	126	115	16
Pocillopora_meandrina_HIv1___Sc0000038:629192-629744	Cluster_6522	N	230	34	174	199	16
Pocillopora_meandrina_HIv1___Sc0000038:630886-631496	Cluster_6523	N	272	102	289	113	72
Pocillopora_meandrina_HIv1___Sc0000038:631535-631961	Cluster_6524	N	105	32	89	163	0
Pocillopora_meandrina_HIv1___Sc0000038:632219-632643	Cluster_6525	N	4	4	7	131	2
Pocillopora_meandrina_HIv1___Sc0000038:1141528-1142272	Cluster_6526	N	0	0	46	480	1
Pocillopora_meandrina_HIv1___Sc0000038:1216908-1217347	Cluster_6527	N	38	59	63	76	52
Pocillopora_meandrina_HIv1___Sc0000038:1251510-1251939	Cluster_6528	N	75	0	83	21	1
Pocillopora_meandrina_HIv1___Sc0000038:1252307-1253285	Cluster_6529	N	118	95	390	135	249
Pocillopora_meandrina_HIv1___Sc0000038:1257056-1257821	Cluster_6530	N	230	19	150	84	18
Pocillopora_meandrina_HIv1___Sc0000038:1257984-1258448	Cluster_6531	N	124	10	57	15	10
Pocillopora_meandrina_HIv1___Sc0000038:1259177-1259624	Cluster_6532	N	118	11	26	69	7
Pocillopora_meandrina_HIv1___Sc0000038:1263833-1264863	Cluster_6533	N	511	265	271	185	96
Pocillopora_meandrina_HIv1___Sc0000038:1269354-1269797	Cluster_6534	N	148	40	132	43	23
Pocillopora_meandrina_HIv1___Sc0000038:1270502-1270931	Cluster_6535	N	12	5	6	95	4
Pocillopora_meandrina_HIv1___Sc0000038:1271207-1272255	Cluster_6536	N	889	53	430	254	36
Pocillopora_meandrina_HIv1___Sc0000038:1272757-1273178	Cluster_6537	N	0	2	0	215	9
Pocillopora_meandrina_HIv1___Sc0000038:1274815-1275420	Cluster_6538	N	204	4	146	5	2
Pocillopora_meandrina_HIv1___Sc0000038:1277615-1278355	Cluster_6539	N	260	49	184	80	29
Pocillopora_meandrina_HIv1___Sc0000038:1278888-1281935	Cluster_6540	N	14805	5789	6425	12368	1854
Pocillopora_meandrina_HIv1___Sc0000038:1282338-1285466	Cluster_6541	N	8541	4382	21129	9517	1335
Pocillopora_meandrina_HIv1___Sc0000038:1285568-1286857	Cluster_6542	N	1661	559	1131	926	414
Pocillopora_meandrina_HIv1___Sc0000038:1287164-1289504	Cluster_6543	N	8386	9219	10504	2090	5740
Pocillopora_meandrina_HIv1___Sc0000038:1289836-1292288	Cluster_6544	N	118361	45803	101498	84506	22174
Pocillopora_meandrina_HIv1___Sc0000038:1296788-1297325	Cluster_6545	N	194	14	56	113	11
Pocillopora_meandrina_HIv1___Sc0000038:1353302-1353719	Cluster_6546	N	125	98	72	64	43
Pocillopora_meandrina_HIv1___Sc0000038:1390108-1390737	Cluster_6547	N	5710	1207	3386	1101	892
Pocillopora_meandrina_HIv1___Sc0000038:1553779-1554205	Cluster_6548	N	58	3	64	9	38
Pocillopora_meandrina_HIv1___Sc0000038:1718391-1718867	Cluster_6549	N	18	82	56	135	279
Pocillopora_meandrina_HIv1___Sc0000038:1719658-1720066	Cluster_6550	N	15	28	20	62	121
Pocillopora_meandrina_HIv1___Sc0000038:1720833-1721301	Cluster_6551	N	11	49	26	102	178
Pocillopora_meandrina_HIv1___Sc0000038:1721507-1721926	Cluster_6552	N	6	33	18	50	101
Pocillopora_meandrina_HIv1___Sc0000038:1722230-1722757	Cluster_6553	N	39	69	36	172	338
Pocillopora_meandrina_HIv1___Sc0000038:1724166-1724826	Cluster_6554	N	32	102	58	148	287
Pocillopora_meandrina_HIv1___Sc0000038:1849730-1850461	Cluster_6555	N	176	5	55	153	10
Pocillopora_meandrina_HIv1___Sc0000038:1851234-1851661	Cluster_6556	N	103	7	47	36	12
Pocillopora_meandrina_HIv1___Sc0000038:1851687-1852685	Cluster_6557	N	389	30	138	125	37
Pocillopora_meandrina_HIv1___Sc0000038:1853208-1853617	Cluster_6558	N	58	43	35	9	5
Pocillopora_meandrina_HIv1___Sc0000038:1913940-1914919	Cluster_6559	N	412	2790	3741	1409	1044
Pocillopora_meandrina_HIv1___Sc0000038:2000336-2000758	Cluster_6560	N	22	70	4	0	2
Pocillopora_meandrina_HIv1___Sc0000038:2024640-2025948	Cluster_6561	N	75	394	353	449	187
Pocillopora_meandrina_HIv1___Sc0000038:2048099-2048527	Cluster_6562	N	70	1	20	0	0
Pocillopora_meandrina_HIv1___Sc0000038:2053370-2053797	Cluster_6563	N	30	95	3	63	112
Pocillopora_meandrina_HIv1___Sc0000038:2054250-2054677	Cluster_6564	N	26	36	63	0	26
Pocillopora_meandrina_HIv1___Sc0000038:2129097-2129794	Cluster_6565	N	39	106	4	94	164
Pocillopora_meandrina_HIv1___Sc0000038:2129977-2130405	Cluster_6566	N	37	36	49	0	18
Pocillopora_meandrina_HIv1___Sc0000038:2153366-2153794	Cluster_6567	N	92	0	30	0	0
Pocillopora_meandrina_HIv1___Sc0000038:2158209-2158833	Cluster_6568	N	36	96	2	70	139
Pocillopora_meandrina_HIv1___Sc0000038:2159285-2159713	Cluster_6569	N	38	30	61	0	19
Pocillopora_meandrina_HIv1___Sc0000038:2184108-2184535	Cluster_6570	N	10	42	3	162	30
Pocillopora_meandrina_HIv1___Sc0000038:2184776-2186379	Cluster_6571	N	1320	197	9	871	139
Pocillopora_meandrina_HIv1___Sc0000038:2277716-2278386	Cluster_6572	N	415	40	398	458	304
Pocillopora_meandrina_HIv1___Sc0000038:2303627-2304055	Cluster_6573	N	82	0	31	0	0
Pocillopora_meandrina_HIv1___Sc0000038:2308701-2309325	Cluster_6574	N	37	113	7	73	123
Pocillopora_meandrina_HIv1___Sc0000038:2309778-2310205	Cluster_6575	N	33	23	56	0	22
Pocillopora_meandrina_HIv1___Sc0000038:2329849-2330260	Cluster_6576	N	23	6	24	51	18
Pocillopora_meandrina_HIv1___Sc0000038:2330327-2332875	Cluster_6577	N	2070	647	1562	1647	909
Pocillopora_meandrina_HIv1___Sc0000038:2335417-2337240	Cluster_6578	N	12048	3571	7115	8812	1939
Pocillopora_meandrina_HIv1___Sc0000038:2344734-2345161	Cluster_6579	N	157	1	14	4	7
Pocillopora_meandrina_HIv1___Sc0000038:2352207-2352634	Cluster_6580	N	3	0	117	0	0
Pocillopora_meandrina_HIv1___Sc0000038:2549411-2549853	Cluster_6581	N	101	139	420	165	3
Pocillopora_meandrina_HIv1___Sc0000038:2694496-2695197	Cluster_6582	N	96	53	53	44	10
Pocillopora_meandrina_HIv1___Sc0000038:2696427-2696856	Cluster_6583	N	109	38	34	92	7
