Orthogroup	GCF_013753865.1_Amil_v2.1.protein	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0017285		Pocillopora_meandrina_HIv1___RNAseq.g19577.t1	Peve_00033234, Peve_00038369
OG0017286		Pocillopora_meandrina_HIv1___RNAseq.g12474.t1, Pocillopora_meandrina_HIv1___RNAseq.g22220.t1	Peve_00033646
OG0017287		Pocillopora_meandrina_HIv1___RNAseq.g6815.t1, Pocillopora_meandrina_HIv1___RNAseq.g6817.t1, Pocillopora_meandrina_HIv1___TS.g533.t1	
OG0017288		Pocillopora_meandrina_HIv1___TS.g30075.t1	Peve_00028631, Peve_00036401
OG0017289		Pocillopora_meandrina_HIv1___RNAseq.17849_t, Pocillopora_meandrina_HIv1___RNAseq.g26143.t1, Pocillopora_meandrina_HIv1___RNAseq.g26144.t1	
OG0017290		Pocillopora_meandrina_HIv1___RNAseq.g559.t1, Pocillopora_meandrina_HIv1___RNAseq.g560.t1, Pocillopora_meandrina_HIv1___RNAseq.g561.t1	
OG0017291		Pocillopora_meandrina_HIv1___TS.g17893.t1, Pocillopora_meandrina_HIv1___TS.g8796.t1	Peve_00037522
OG0017292		Pocillopora_meandrina_HIv1___RNAseq.g1079.t1	Peve_00004512, Peve_00004513
OG0017293		Pocillopora_meandrina_HIv1___RNAseq.g25972.t1, Pocillopora_meandrina_HIv1___RNAseq.g6435.t1b, Pocillopora_meandrina_HIv1___TS.g18720.t1	
OG0017294		Pocillopora_meandrina_HIv1___RNAseq.g14012.t1	Peve_00023117, Peve_00023133
OG0017295		Pocillopora_meandrina_HIv1___RNAseq.g17075.t1, Pocillopora_meandrina_HIv1___RNAseq.g24776.t1, Pocillopora_meandrina_HIv1___RNAseq.g25003.t1	
OG0017296		Pocillopora_meandrina_HIv1___RNAseq.g5697.t1	Peve_00001047, Peve_00003707
OG0017297		Pocillopora_meandrina_HIv1___RNAseq.g26115.t1	Peve_00002464, Peve_00002466
OG0017298		Pocillopora_meandrina_HIv1___RNAseq.g3152.t1	Peve_00023104, Peve_00027951
OG0017299		Pocillopora_meandrina_HIv1___RNAseq.g23447.t1, Pocillopora_meandrina_HIv1___RNAseq.g7873.t1	Peve_00008623
OG0017300		Pocillopora_meandrina_HIv1___RNAseq.g24767.t1, Pocillopora_meandrina_HIv1___RNAseq.g24782.t1, Pocillopora_meandrina_HIv1___RNAseq.g24784.t1	
OG0017301		Pocillopora_meandrina_HIv1___RNAseq.g2641.t1	Peve_00011612, Peve_00011613
OG0017302		Pocillopora_meandrina_HIv1___RNAseq.g16361.t1	Peve_00009360, Peve_00038529
OG0017303		Pocillopora_meandrina_HIv1___RNAseq.g24621.t1, Pocillopora_meandrina_HIv1___RNAseq.g8177.t1, Pocillopora_meandrina_HIv1___TS.g12563.t1	
OG0017304		Pocillopora_meandrina_HIv1___RNAseq.g28882.t1, Pocillopora_meandrina_HIv1___TS.g14688.t1	Peve_00007271
OG0017305		Pocillopora_meandrina_HIv1___RNAseq.g11286.t1, Pocillopora_meandrina_HIv1___RNAseq.g9017.t1, Pocillopora_meandrina_HIv1___TS.g13163.t1	
OG0017306		Pocillopora_meandrina_HIv1___RNAseq.g4872.t1, Pocillopora_meandrina_HIv1___TS.g1390.t1	Peve_00015095
OG0017307		Pocillopora_meandrina_HIv1___RNAseq.g26591.t1	Peve_00008359, Peve_00020987
OG0017308		Pocillopora_meandrina_HIv1___RNAseq.g24829.t1	Peve_00017017, Peve_00043425
OG0017309		Pocillopora_meandrina_HIv1___RNAseq.g25433.t1, Pocillopora_meandrina_HIv1___RNAseq.g25434.t2, Pocillopora_meandrina_HIv1___RNAseq.g25437.t1	
OG0017310		Pocillopora_meandrina_HIv1___RNAseq.g16206.t1, Pocillopora_meandrina_HIv1___RNAseq.g2393.t1, Pocillopora_meandrina_HIv1___RNAseq.g2841.t1	
OG0017311		Pocillopora_meandrina_HIv1___RNAseq.g27409.t1	Peve_00018972, Peve_00018974
OG0017312		Pocillopora_meandrina_HIv1___RNAseq.g12909.t1, Pocillopora_meandrina_HIv1___RNAseq.g25100.t1a	Peve_00022545
OG0017313		Pocillopora_meandrina_HIv1___RNAseq.g2430.t1, Pocillopora_meandrina_HIv1___RNAseq.g6260.t1, Pocillopora_meandrina_HIv1___TS.g4942.t1	
OG0017314		Pocillopora_meandrina_HIv1___RNAseq.g25466.t1	Peve_00012492, Peve_00012496
OG0017315		Pocillopora_meandrina_HIv1___RNAseq.g6795.t1, Pocillopora_meandrina_HIv1___TS.g537.t1	Peve_00044044
OG0017316		Pocillopora_meandrina_HIv1___RNAseq.g27644.t1, Pocillopora_meandrina_HIv1___RNAseq.g27680.t1, Pocillopora_meandrina_HIv1___TS.g15013.t1	
OG0017317		Pocillopora_meandrina_HIv1___RNAseq.g18729.t1, Pocillopora_meandrina_HIv1___RNAseq.g18735.t1	Peve_00027662
OG0017318		Pocillopora_meandrina_HIv1___RNAseq.g5406.t1	Peve_00007116, Peve_00043752
OG0017319		Pocillopora_meandrina_HIv1___RNAseq.g14983.t1, Pocillopora_meandrina_HIv1___RNAseq.g16832.t1, Pocillopora_meandrina_HIv1___RNAseq.g610.t1c	
OG0017320		Pocillopora_meandrina_HIv1___RNAseq.g2661.t1, Pocillopora_meandrina_HIv1___RNAseq.g2668.t1, Pocillopora_meandrina_HIv1___RNAseq.g2670.t1	
OG0017321		Pocillopora_meandrina_HIv1___RNAseq.g27084.t1, Pocillopora_meandrina_HIv1___RNAseq.g30067.t1, Pocillopora_meandrina_HIv1___TS.g12845.t1	
OG0017322		Pocillopora_meandrina_HIv1___RNAseq.g27913.t1	Peve_00003637, Peve_00028112
OG0017323		Pocillopora_meandrina_HIv1___RNAseq.g19785.t1, Pocillopora_meandrina_HIv1___RNAseq.g19788.t1	Peve_00015054
OG0017324		Pocillopora_meandrina_HIv1___RNAseq.g11216.t1	Peve_00011044, Peve_00011046
OG0017325		Pocillopora_meandrina_HIv1___RNAseq.g20451.t1	Peve_00002950, Peve_00025163
OG0017326		Pocillopora_meandrina_HIv1___RNAseq.g407.t1	Peve_00029169, Peve_00035903
OG0017327		Pocillopora_meandrina_HIv1___RNAseq.g29661.t1, Pocillopora_meandrina_HIv1___RNAseq.g29970.t1	Peve_00015525
OG0017328		Pocillopora_meandrina_HIv1___RNAseq.g28336.t1, Pocillopora_meandrina_HIv1___RNAseq.g28337.t1	Peve_00003012
OG0017329		Pocillopora_meandrina_HIv1___RNAseq.g7905.t1, Pocillopora_meandrina_HIv1___RNAseq.g7906.t1, Pocillopora_meandrina_HIv1___RNAseq.g7907.t1	
OG0017330		Pocillopora_meandrina_HIv1___TS.g26549.t1	Peve_00005956, Peve_00021177
OG0017331		Pocillopora_meandrina_HIv1___RNAseq.g29182.t1, Pocillopora_meandrina_HIv1___RNAseq.g29187.t1, Pocillopora_meandrina_HIv1___TS.g6398.t1	
OG0017332		Pocillopora_meandrina_HIv1___TS.g8720.t1	Peve_00009340, Peve_00012784
OG0017333		Pocillopora_meandrina_HIv1___RNAseq.g13656.t1, Pocillopora_meandrina_HIv1___RNAseq.g13657.t1, Pocillopora_meandrina_HIv1___RNAseq.g13658.t1	
OG0017334		Pocillopora_meandrina_HIv1___RNAseq.g15787.t1	Peve_00002193, Peve_00033921
OG0017335		Pocillopora_meandrina_HIv1___TS.g6815.t1	Peve_00038116, Peve_00043864
OG0017336		Pocillopora_meandrina_HIv1___RNAseq.g2051.t1, Pocillopora_meandrina_HIv1___RNAseq.g2054.t1, Pocillopora_meandrina_HIv1___RNAseq.g2055.t1	
OG0017337		Pocillopora_meandrina_HIv1___RNAseq.g20785.t1, Pocillopora_meandrina_HIv1___RNAseq.g8900.t1, Pocillopora_meandrina_HIv1___TS.g4180.t1	
OG0017338		Pocillopora_meandrina_HIv1___RNAseq.g12390.t1, Pocillopora_meandrina_HIv1___RNAseq.g25132.t1, Pocillopora_meandrina_HIv1___RNAseq.g25133.t1	
OG0017339		Pocillopora_meandrina_HIv1___RNAseq.g15509.t1	Peve_00005738, Peve_00013157
OG0017340		Pocillopora_meandrina_HIv1___RNAseq.g14328.t1, Pocillopora_meandrina_HIv1___RNAseq.g8624.t1, Pocillopora_meandrina_HIv1___TS.g18030.t1	
OG0017341		Pocillopora_meandrina_HIv1___RNAseq.g15578.t1, Pocillopora_meandrina_HIv1___TS.g10601.t1, Pocillopora_meandrina_HIv1___TS.g10604.t1	
OG0017342		Pocillopora_meandrina_HIv1___RNAseq.g14210.t1, Pocillopora_meandrina_HIv1___RNAseq.g14211.t1, Pocillopora_meandrina_HIv1___RNAseq.g14213.t1	
OG0017343		Pocillopora_meandrina_HIv1___RNAseq.g12218.t1, Pocillopora_meandrina_HIv1___RNAseq.g12222.t1	Peve_00016210
OG0017344		Pocillopora_meandrina_HIv1___RNAseq.g18556.t1, Pocillopora_meandrina_HIv1___RNAseq.g18557.t1, Pocillopora_meandrina_HIv1___RNAseq.g18558.t1	
OG0017345		Pocillopora_meandrina_HIv1___RNAseq.g19044.t1, Pocillopora_meandrina_HIv1___RNAseq.g28878.t1, Pocillopora_meandrina_HIv1___RNAseq.g553.t1	
OG0017346		Pocillopora_meandrina_HIv1___RNAseq.g22162.t1, Pocillopora_meandrina_HIv1___RNAseq.g25374.t1, Pocillopora_meandrina_HIv1___TS.g25649.t1	
OG0017347		Pocillopora_meandrina_HIv1___TS.g17943.t1, Pocillopora_meandrina_HIv1___TS.g28707.t1	Peve_00000852
OG0017348		Pocillopora_meandrina_HIv1___RNAseq.g28042.t1	Peve_00025879, Peve_00027491
OG0017349		Pocillopora_meandrina_HIv1___RNAseq.g3207.t1	Peve_00023046, Peve_00034148
OG0017350		Pocillopora_meandrina_HIv1___RNAseq.g19013.t1, Pocillopora_meandrina_HIv1___RNAseq.g19014.t1	Peve_00043810
OG0017351		Pocillopora_meandrina_HIv1___RNAseq.g13633.t1	Peve_00028910, Peve_00038774
OG0017352		Pocillopora_meandrina_HIv1___RNAseq.g18807.t1, Pocillopora_meandrina_HIv1___RNAseq.g18810.t1, Pocillopora_meandrina_HIv1___TS.g28195.t1	
OG0017353		Pocillopora_meandrina_HIv1___RNAseq.g25881.t1	Peve_00042852, Peve_00042854
OG0017354		Pocillopora_meandrina_HIv1___RNAseq.g4783.t1	Peve_00036598, Peve_00036600
OG0017355		Pocillopora_meandrina_HIv1___RNAseq.g23001.t1, Pocillopora_meandrina_HIv1___RNAseq.g23007.t1, Pocillopora_meandrina_HIv1___TS.g15892.t1	
OG0017356		Pocillopora_meandrina_HIv1___RNAseq.g30148.t1	Peve_00001652, Peve_00019158
OG0017357		Pocillopora_meandrina_HIv1___RNAseq.g11911.t1, Pocillopora_meandrina_HIv1___RNAseq.g7689.t1	Peve_00012004
OG0017358		Pocillopora_meandrina_HIv1___RNAseq.g1656.t1	Peve_00038941, Peve_00038942
OG0017359		Pocillopora_meandrina_HIv1___TS.g13031.t1	Peve_00011481, Peve_00036474
OG0017360		Pocillopora_meandrina_HIv1___RNAseq.g12836.t1a, Pocillopora_meandrina_HIv1___RNAseq.g14714.t1a, Pocillopora_meandrina_HIv1___RNAseq.g29257.t1	
OG0017361		Pocillopora_meandrina_HIv1___RNAseq.g9009.t1, Pocillopora_meandrina_HIv1___TS.g24830.t1, Pocillopora_meandrina_HIv1___TS.g8723.t1	
OG0017362		Pocillopora_meandrina_HIv1___RNAseq.g26525.t1	Peve_00013508, Peve_00022133
OG0017363		Pocillopora_meandrina_HIv1___RNAseq.g25719.t1	Peve_00003120, Peve_00006765
OG0017364		Pocillopora_meandrina_HIv1___RNAseq.g1211.t1, Pocillopora_meandrina_HIv1___TS.g25498.t1	Peve_00002729
OG0017365		Pocillopora_meandrina_HIv1___RNAseq.g7392.t1c, Pocillopora_meandrina_HIv1___RNAseq.g7448.t1	Peve_00001431
OG0017366		Pocillopora_meandrina_HIv1___RNAseq.g23144.t1	Peve_00041091, Peve_00041092
OG0017367		Pocillopora_meandrina_HIv1___RNAseq.g21502.t2, Pocillopora_meandrina_HIv1___RNAseq.g21504.t1, Pocillopora_meandrina_HIv1___RNAseq.g4089.t1	
OG0017368		Pocillopora_meandrina_HIv1___RNAseq.17435_t, Pocillopora_meandrina_HIv1___RNAseq.g3797.t1, Pocillopora_meandrina_HIv1___RNAseq.g3808.t1	
OG0017369		Pocillopora_meandrina_HIv1___RNAseq.g6235.t1	Peve_00038493, Peve_00044441
OG0017370		Pocillopora_meandrina_HIv1___RNAseq.g20216.t1, Pocillopora_meandrina_HIv1___TS.g29578.t1, Pocillopora_meandrina_HIv1___TS.g29590.t1	
OG0017371		Pocillopora_meandrina_HIv1___RNAseq.g23285.t1, Pocillopora_meandrina_HIv1___TS.g11192.t1	Peve_00003964
OG0017372		Pocillopora_meandrina_HIv1___RNAseq.g14976.t1	Peve_00040197, Peve_00041435
OG0017373		Pocillopora_meandrina_HIv1___RNAseq.g17140.t1	Peve_00040959, Peve_00040966
OG0017374		Pocillopora_meandrina_HIv1___RNAseq.g5230.t1, Pocillopora_meandrina_HIv1___RNAseq.g5231.t1	Peve_00036967
OG0017375		Pocillopora_meandrina_HIv1___RNAseq.g21576.t1	Peve_00018223, Peve_00041200
OG0017376		Pocillopora_meandrina_HIv1___RNAseq.g29554.t1	Peve_00022846, Peve_00041189
OG0017377		Pocillopora_meandrina_HIv1___RNAseq.g3070.t1, Pocillopora_meandrina_HIv1___RNAseq.g3071.t1, Pocillopora_meandrina_HIv1___RNAseq.g3072.t1	
OG0017378		Pocillopora_meandrina_HIv1___RNAseq.25719_t	Peve_00000943, Peve_00004948
OG0017379		Pocillopora_meandrina_HIv1___RNAseq.g28613.t1	Peve_00014359, Peve_00041810
OG0017380		Pocillopora_meandrina_HIv1___RNAseq.g3513.t1, Pocillopora_meandrina_HIv1___RNAseq.g6503.t1	Peve_00030835
OG0017381		Pocillopora_meandrina_HIv1___RNAseq.g12202.t1, Pocillopora_meandrina_HIv1___RNAseq.g12205.t1, Pocillopora_meandrina_HIv1___RNAseq.g12207.t1	
OG0017382		Pocillopora_meandrina_HIv1___RNAseq.g15387.t1, Pocillopora_meandrina_HIv1___RNAseq.g15388.t1, Pocillopora_meandrina_HIv1___RNAseq.g15389.t1	
OG0017383		Pocillopora_meandrina_HIv1___RNAseq.g2205.t1, Pocillopora_meandrina_HIv1___RNAseq.g2211.t1, Pocillopora_meandrina_HIv1___RNAseq.g2382.t1	
OG0017384		Pocillopora_meandrina_HIv1___RNAseq.g20666.t1	Peve_00024343, Peve_00025043
OG0017385		Pocillopora_meandrina_HIv1___RNAseq.g1624.t1	Peve_00015977, Peve_00044136
OG0017386		Pocillopora_meandrina_HIv1___RNAseq.g22537.t1, Pocillopora_meandrina_HIv1___RNAseq.g22538.t1, Pocillopora_meandrina_HIv1___RNAseq.g22539.t1	
OG0017387		Pocillopora_meandrina_HIv1___RNAseq.g22689.t1a, Pocillopora_meandrina_HIv1___TS.g19553.t1a	Peve_00014863
OG0017388		Pocillopora_meandrina_HIv1___RNAseq.g21327.t1, Pocillopora_meandrina_HIv1___RNAseq.g21328.t1, Pocillopora_meandrina_HIv1___TS.g26081.t1	
OG0017389		Pocillopora_meandrina_HIv1___RNAseq.g24478.t1	Peve_00019928, Peve_00021161
OG0017390		Pocillopora_meandrina_HIv1___RNAseq.g21280.t1	Peve_00015749, Peve_00015750
OG0017391		Pocillopora_meandrina_HIv1___RNAseq.g8429.t1a	Peve_00004962, Peve_00040541
OG0017392		Pocillopora_meandrina_HIv1___RNAseq.g13363.t1, Pocillopora_meandrina_HIv1___RNAseq.g6718.t1	Peve_00000892
OG0017393		Pocillopora_meandrina_HIv1___TS.g7873.t1	Peve_00017921, Peve_00017931
OG0017394		Pocillopora_meandrina_HIv1___RNAseq.g3442.t1, Pocillopora_meandrina_HIv1___RNAseq.g5215.t1	Peve_00030467
OG0017395		Pocillopora_meandrina_HIv1___TS.g19347.t2b	Peve_00022632, Peve_00037248
OG0017396		Pocillopora_meandrina_HIv1___RNAseq.g28399.t1	Peve_00026787, Peve_00031423
OG0017397		Pocillopora_meandrina_HIv1___RNAseq.g20635.t1, Pocillopora_meandrina_HIv1___TS.g5390.t1, Pocillopora_meandrina_HIv1___TS.g5398.t1	
OG0017398		Pocillopora_meandrina_HIv1___RNAseq.g3238.t1, Pocillopora_meandrina_HIv1___TS.g18329.t1, Pocillopora_meandrina_HIv1___TS.g18332.t1	
OG0017399		Pocillopora_meandrina_HIv1___RNAseq.g26218.t1, Pocillopora_meandrina_HIv1___RNAseq.g26219.t1, Pocillopora_meandrina_HIv1___RNAseq.g26220.t1	
OG0017400		Pocillopora_meandrina_HIv1___RNAseq.g13397.t1, Pocillopora_meandrina_HIv1___RNAseq.g25978.t1, Pocillopora_meandrina_HIv1___RNAseq.g26010.t1	
OG0017401		Pocillopora_meandrina_HIv1___RNAseq.g14691.t1, Pocillopora_meandrina_HIv1___RNAseq.g28859.t1, Pocillopora_meandrina_HIv1___TS.g14180.t1	
OG0017402		Pocillopora_meandrina_HIv1___RNAseq.g19984.t1	Peve_00022811, Peve_00022813
OG0017403		Pocillopora_meandrina_HIv1___RNAseq.g1086.t1	Peve_00018430, Peve_00018431
OG0017404		Pocillopora_meandrina_HIv1___RNAseq.g16704.t1	Peve_00035788, Peve_00035789
OG0017405		Pocillopora_meandrina_HIv1___RNAseq.g7149.t1, Pocillopora_meandrina_HIv1___TS.g889.t3	Peve_00019979
OG0017406		Pocillopora_meandrina_HIv1___RNAseq.g26040.t1	Peve_00026110, Peve_00038332
OG0017407		Pocillopora_meandrina_HIv1___RNAseq.g18824.t1	Peve_00020486, Peve_00025826
OG0017408		Pocillopora_meandrina_HIv1___RNAseq.g7949.t1, Pocillopora_meandrina_HIv1___RNAseq.g7954.t1	Peve_00041981
OG0017409		Pocillopora_meandrina_HIv1___RNAseq.g3571.t1	Peve_00013113, Peve_00013114
OG0017410		Pocillopora_meandrina_HIv1___RNAseq.g3573.t1	Peve_00013955, Peve_00039325
OG0017411		Pocillopora_meandrina_HIv1___RNAseq.g20752.t1	Peve_00010925, Peve_00041431
OG0017412		Pocillopora_meandrina_HIv1___RNAseq.g17554.t1	Peve_00016097, Peve_00016100
OG0017413		Pocillopora_meandrina_HIv1___RNAseq.g18000.t1, Pocillopora_meandrina_HIv1___RNAseq.g18002.t1, Pocillopora_meandrina_HIv1___RNAseq.g18004.t1	
OG0017414		Pocillopora_meandrina_HIv1___RNAseq.g28352.t1, Pocillopora_meandrina_HIv1___RNAseq.g28357.t1	Peve_00032115
OG0017415		Pocillopora_meandrina_HIv1___RNAseq.g2441.t1, Pocillopora_meandrina_HIv1___RNAseq.g27087.t1, Pocillopora_meandrina_HIv1___RNAseq.g3550.t1	
OG0017416		Pocillopora_meandrina_HIv1___RNAseq.g8244.t1, Pocillopora_meandrina_HIv1___RNAseq.g8248.t1	Peve_00014625
OG0017417		Pocillopora_meandrina_HIv1___RNAseq.g20618.t1, Pocillopora_meandrina_HIv1___TS.g4110.t1, Pocillopora_meandrina_HIv1___TS.g4118.t1	
OG0017418		Pocillopora_meandrina_HIv1___RNAseq.g16108.t1, Pocillopora_meandrina_HIv1___RNAseq.g5002.t1, Pocillopora_meandrina_HIv1___TS.g11187.t1	
OG0017419		Pocillopora_meandrina_HIv1___RNAseq.g15449.t1, Pocillopora_meandrina_HIv1___RNAseq.g15464.t1, Pocillopora_meandrina_HIv1___TS.g10498.t1	
OG0017420		Pocillopora_meandrina_HIv1___RNAseq.g25952.t1	Peve_00024189, Peve_00034859
OG0017421		Pocillopora_meandrina_HIv1___RNAseq.g30146.t1, Pocillopora_meandrina_HIv1___RNAseq.g30149.t1	Peve_00014764
OG0017422		Pocillopora_meandrina_HIv1___RNAseq.g3492.t1	Peve_00030827, Peve_00030830
OG0017423		Pocillopora_meandrina_HIv1___RNAseq.g9860.t1a	Peve_00023689, Peve_00023690
OG0017424		Pocillopora_meandrina_HIv1___RNAseq.g23127.t1	Peve_00009538, Peve_00037129
OG0017425		Pocillopora_meandrina_HIv1___RNAseq.g19008.t1b	Peve_00012338, Peve_00012339
OG0017426		Pocillopora_meandrina_HIv1___RNAseq.g9154.t1	Peve_00007920, Peve_00017210
OG0017427		Pocillopora_meandrina_HIv1___RNAseq.g21256.t1	Peve_00031331, Peve_00032099
OG0017428		Pocillopora_meandrina_HIv1___RNAseq.g12240.t1, Pocillopora_meandrina_HIv1___RNAseq.g8589.t1, Pocillopora_meandrina_HIv1___TS.g9133.t1	
OG0017429		Pocillopora_meandrina_HIv1___RNAseq.g22354.t1, Pocillopora_meandrina_HIv1___TS.g27120.t1, Pocillopora_meandrina_HIv1___TS.g27128.t1	
OG0017430		Pocillopora_meandrina_HIv1___RNAseq.g12674.t1, Pocillopora_meandrina_HIv1___RNAseq.g12675.t1, Pocillopora_meandrina_HIv1___RNAseq.g12680.t1	
OG0017431		Pocillopora_meandrina_HIv1___RNAseq.g4055.t1	Peve_00011186, Peve_00032853
OG0017432		Pocillopora_meandrina_HIv1___RNAseq.g3400.t1, Pocillopora_meandrina_HIv1___RNAseq.g3417.t1	Peve_00028889
OG0017433		Pocillopora_meandrina_HIv1___RNAseq.g17936.t1, Pocillopora_meandrina_HIv1___TS.g20925.t1	Peve_00031781
OG0017434		Pocillopora_meandrina_HIv1___RNAseq.g19196.t1, Pocillopora_meandrina_HIv1___RNAseq.g19978.t1b, Pocillopora_meandrina_HIv1___RNAseq.g9105.t1	
OG0017435		Pocillopora_meandrina_HIv1___RNAseq.g3430.t1	Peve_00020472, Peve_00028897
OG0017436		Pocillopora_meandrina_HIv1___RNAseq.g16136.t1, Pocillopora_meandrina_HIv1___RNAseq.g29557.t1, Pocillopora_meandrina_HIv1___TS.g11178.t1	
OG0017437		Pocillopora_meandrina_HIv1___TS.g23987.t2	Peve_00012821, Peve_00019993
OG0017438		Pocillopora_meandrina_HIv1___RNAseq.g7480.t1, Pocillopora_meandrina_HIv1___TS.g1233.t1, Pocillopora_meandrina_HIv1___TS.g1235.t1	
OG0017439		Pocillopora_meandrina_HIv1___RNAseq.g11475.t1, Pocillopora_meandrina_HIv1___TS.g9976.t1	Peve_00026202
OG0017440		Pocillopora_meandrina_HIv1___RNAseq.g2580.t1, Pocillopora_meandrina_HIv1___TS.g17440.t1b	Peve_00002548
OG0017441		Pocillopora_meandrina_HIv1___TS.g15541.t1	Peve_00002694, Peve_00024746
OG0017442		Pocillopora_meandrina_HIv1___RNAseq.g21507.t1, Pocillopora_meandrina_HIv1___RNAseq.g4087.t1	Peve_00032707
OG0017443		Pocillopora_meandrina_HIv1___RNAseq.g23619.t1	Peve_00034555, Peve_00034567
OG0017444		Pocillopora_meandrina_HIv1___RNAseq.g18325.t1a, Pocillopora_meandrina_HIv1___RNAseq.g2837.t1, Pocillopora_meandrina_HIv1___RNAseq.g3330.t1	
OG0017445		Pocillopora_meandrina_HIv1___RNAseq.g5279.t1, Pocillopora_meandrina_HIv1___RNAseq.g5285.t1, Pocillopora_meandrina_HIv1___RNAseq.g5290.t1a	
OG0017446		Pocillopora_meandrina_HIv1___RNAseq.g2049.t1, Pocillopora_meandrina_HIv1___RNAseq.g2053.t1, Pocillopora_meandrina_HIv1___TS.g4556.t1	
OG0017447		Pocillopora_meandrina_HIv1___RNAseq.g2811.t1	Peve_00012238, Peve_00012240
OG0017448		Pocillopora_meandrina_HIv1___RNAseq.g27671.t1, Pocillopora_meandrina_HIv1___RNAseq.g27691.t1, Pocillopora_meandrina_HIv1___TS.g8685.t1	
OG0017449		Pocillopora_meandrina_HIv1___RNAseq.g14145.t1, Pocillopora_meandrina_HIv1___RNAseq.g27095.t1, Pocillopora_meandrina_HIv1___RNAseq.g8902.t1	
OG0017450		Pocillopora_meandrina_HIv1___TS.g23430.t1	Peve_00012358, Peve_00037764
OG0017451		Pocillopora_meandrina_HIv1___RNAseq.g16200.t1, Pocillopora_meandrina_HIv1___RNAseq.g19545.t1, Pocillopora_meandrina_HIv1___RNAseq.g22021.t1	
OG0017452		Pocillopora_meandrina_HIv1___RNAseq.g4061.t1	Peve_00007196, Peve_00007197
OG0017453		Pocillopora_meandrina_HIv1___RNAseq.g4771.t1	Peve_00021164, Peve_00043394
OG0017454		Pocillopora_meandrina_HIv1___RNAseq.g7723.t1	Peve_00014918, Peve_00021048
OG0017455		Pocillopora_meandrina_HIv1___RNAseq.g14028.t1	Peve_00023145, Peve_00032461
OG0017456		Pocillopora_meandrina_HIv1___RNAseq.g21475.t1, Pocillopora_meandrina_HIv1___RNAseq.g8942.t1	Peve_00032731
OG0017457		Pocillopora_meandrina_HIv1___RNAseq.429_t	Peve_00012056, Peve_00033908
OG0017458		Pocillopora_meandrina_HIv1___RNAseq.g14485.t1, Pocillopora_meandrina_HIv1___RNAseq.g14489.t1, Pocillopora_meandrina_HIv1___RNAseq.g7932.t1	
OG0017459		Pocillopora_meandrina_HIv1___RNAseq.g28382.t1	Peve_00035943, Peve_00035945
OG0017460		Pocillopora_meandrina_HIv1___RNAseq.g18220.t1	Peve_00034672, Peve_00035175
OG0017461		Pocillopora_meandrina_HIv1___RNAseq.g17643.t1, Pocillopora_meandrina_HIv1___RNAseq.g5012.t1, Pocillopora_meandrina_HIv1___TS.g26554.t1	
OG0017462		Pocillopora_meandrina_HIv1___RNAseq.g4112.t1, Pocillopora_meandrina_HIv1___RNAseq.g4113.t1, Pocillopora_meandrina_HIv1___RNAseq.g4114.t1	
OG0017463		Pocillopora_meandrina_HIv1___RNAseq.g20980.t1	Peve_00009506, Peve_00009507
OG0017464		Pocillopora_meandrina_HIv1___RNAseq.g21544.t1, Pocillopora_meandrina_HIv1___RNAseq.g21546.t1	Peve_00013361
OG0017465		Pocillopora_meandrina_HIv1___RNAseq.g153.t1	Peve_00000707, Peve_00034873
OG0017466		Pocillopora_meandrina_HIv1___RNAseq.g10899.t1, Pocillopora_meandrina_HIv1___TS.g13408.t1, Pocillopora_meandrina_HIv1___TS.g13411.t1	
OG0017467		Pocillopora_meandrina_HIv1___RNAseq.g20029.t1a	Peve_00005240, Peve_00025086
OG0017468		Pocillopora_meandrina_HIv1___RNAseq.g10283.t1, Pocillopora_meandrina_HIv1___RNAseq.g2888.t1	Peve_00028693
OG0017469		Pocillopora_meandrina_HIv1___RNAseq.g2965.t1	Peve_00025873, Peve_00041521
OG0017470		Pocillopora_meandrina_HIv1___RNAseq.g12707.t1	Peve_00036722, Peve_00036724
OG0017471		Pocillopora_meandrina_HIv1___RNAseq.g29247.t1, Pocillopora_meandrina_HIv1___RNAseq.g29248.t1	Peve_00022951
OG0017472		Pocillopora_meandrina_HIv1___RNAseq.g4079.t1, Pocillopora_meandrina_HIv1___RNAseq.g974.t1, Pocillopora_meandrina_HIv1___RNAseq.g984.t1	
OG0017473		Pocillopora_meandrina_HIv1___RNAseq.g28377.t1, Pocillopora_meandrina_HIv1___RNAseq.g28379.t1, Pocillopora_meandrina_HIv1___TS.g8162.t3	
OG0017474		Pocillopora_meandrina_HIv1___RNAseq.g14400.t1	Peve_00011038, Peve_00017125
OG0017475		Pocillopora_meandrina_HIv1___RNAseq.g12348.t1	Peve_00036638, Peve_00040781
OG0017476		Pocillopora_meandrina_HIv1___RNAseq.g1327.t1, Pocillopora_meandrina_HIv1___RNAseq.g1329.t1, Pocillopora_meandrina_HIv1___TS.g22737.t1	
OG0017477		Pocillopora_meandrina_HIv1___TS.g1475.t1	Peve_00014922, Peve_00021046
OG0017478		Pocillopora_meandrina_HIv1___RNAseq.g19903.t2, Pocillopora_meandrina_HIv1___TS.g29288.t1	Peve_00003787
OG0017479		Pocillopora_meandrina_HIv1___RNAseq.g17792.t1, Pocillopora_meandrina_HIv1___TS.g22579.t1	Peve_00014410
