# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Apul_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Apul_lncRNA_counts_matrix.txt" "RNA-ACR-140-S1-TP2.bam" "RNA-ACR-145-S1-TP2.bam" "RNA-ACR-150-S1-TP2.bam" "RNA-ACR-173-S1-TP2.bam" "RNA-ACR-178-S1-TP2.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-ACR-140-S1-TP2.bam	RNA-ACR-145-S1-TP2.bam	RNA-ACR-150-S1-TP2.bam	RNA-ACR-173-S1-TP2.bam	RNA-ACR-178-S1-TP2.bam
lncRNA_14077	NW_025322833.1	22334	22580	+	247	14	57	0	2	13
lncRNA_14078	NW_025322833.1	75674	76320	+	647	34	26	11	38	42
lncRNA_14079	NW_025322833.1	76666	77105	+	440	27	32	67	12	11
lncRNA_14080	NW_025322834.1	81237	81580	+	344	4	0	0	0	10
lncRNA_14081	NW_025322834.1	87901	88353	+	453	5	26	28	26	18
lncRNA_14082	NW_025322834.1	141354	141947	+	594	38	64	20	26	27
lncRNA_14083	NW_025322834.1	161579	161964	+	386	12	0	0	0	11
lncRNA_14084	NW_025322834.1	167946	168242	+	297	0	0	0	20	0
lncRNA_14085	NW_025322835.1	60568	60780	+	213	2	0	0	7	0
lncRNA_14086	NW_025322835.1	177555	178111	+	557	7	1	14	63	39
lncRNA_14087	NW_025322835.1	842	1086	+	245	0	0	0	0	16
lncRNA_14088	NW_025322835.1	20238	20539	+	302	8	4	4	32	1
lncRNA_14089	NW_025322835.1	30593	30954	+	362	4	0	3	0	15
lncRNA_14090	NW_025322835.1	32390	33671	+	1282	23	65	14	21	60
lncRNA_14091	NW_025322835.1	37260	37468	+	209	0	0	0	0	2
lncRNA_14092	NW_025322835.1	60019	60306	+	288	22	10	0	13	0
lncRNA_14093	NW_025322835.1	153800	154012	+	213	0	0	20	0	9
lncRNA_14094	NW_025322835.1	155020	155465	+	446	0	43	0	0	0
lncRNA_14095	NW_025322835.1	158851	159583	+	733	0	0	0	3	14
lncRNA_14096	NW_025322836.1	46197	57624	+	11428	0	0	0	0	0
lncRNA_14097	NW_025322836.1	46197	57624	+	11428	0	0	0	0	0
lncRNA_14098	NW_025322836.1	46200	57624	+	11425	0	0	0	0	0
lncRNA_14099	NW_025322836.1	47614	53245	+	5632	0	0	0	0	0
lncRNA_14100	NW_025322836.1	56891	62683	+	5793	0	0	0	0	0
lncRNA_14101	NW_025322836.1	56891	62683	+	5793	0	0	0	0	0
lncRNA_14102	NW_025322836.1	47331	53229	+	5899	0	0	0	0	0
lncRNA_14103	NW_025322836.1	52233	57947	+	5715	0	0	0	0	0
lncRNA_14104	NW_025322836.1	57671	62953	+	5283	0	1	0	0	0
lncRNA_14105	NW_025322836.1	23137	23359	+	223	0	0	12	0	0
lncRNA_14106	NW_025322836.1	26115	26364	+	250	1	2	0	0	11
lncRNA_14107	NW_025322836.1	39574	39796	+	223	1	1	2	1	4
lncRNA_14108	NW_025322836.1	45382	45656	+	275	6	1	0	0	0
lncRNA_14109	NW_025322836.1	84368	84648	+	281	2	0	0	3	20
lncRNA_14110	NW_025322836.1	91560	92241	+	682	17	13	19	22	39
lncRNA_14111	NW_025322836.1	93049	94060	+	1012	6	0	2	31	13
lncRNA_14112	NW_025322836.1	95590	95899	+	310	4	2	0	2	6
lncRNA_14113	NW_025322836.1	138365	138651	+	287	2	0	38	8	138
lncRNA_14114	NW_025322836.1	149581	150629	+	1049	4	43	12	31	60
lncRNA_14115	NW_025322836.1	152058	152395	+	338	2	95	18	67	74
lncRNA_14116	NW_025322837.1	14890	15117	+	228	0	0	0	5	28
lncRNA_14117	NW_025322837.1	138210	138635	+	426	0	0	0	9	56
lncRNA_14118	NW_025322837.1	148599	148931	+	333	22	0	0	0	0
lncRNA_14119	NW_025322837.1	153379	153609	+	231	12	8	3	6	0
lncRNA_14120	NW_025322838.1	38111	44353	+	6243	1067	1212	2	407	4
lncRNA_14121	NW_025322838.1	40998	44353	+	3356	0	0	0	0	0
lncRNA_14122	NW_025322838.1	87670	88150	+	481	0	0	8	12	43
lncRNA_14123	NW_025322839.1	286	586	+	301	1	0	2	7	30
lncRNA_14124	NW_025322839.1	16228	16472	+	245	0	0	11	0	5
lncRNA_14125	NW_025322839.1	24296	24738	+	443	10	6	2	0	24
lncRNA_14126	NW_025322839.1	39039	39326	+	288	0	0	1	0	38
lncRNA_14127	NW_025322839.1	41769	42167	+	399	9	0	0	0	39
lncRNA_14128	NW_025322839.1	75138	75565	+	428	8	2	8	0	31
lncRNA_14129	NW_025322839.1	84644	84973	+	330	28	9	14	6	22
lncRNA_14130	NW_025322839.1	85342	85600	+	259	6	2	4	49	12
lncRNA_14131	NW_025322839.1	123596	123851	+	256	27	0	25	0	41
lncRNA_14132	NW_025322839.1	149550	149758	+	209	0	0	2	0	0
lncRNA_14133	NW_025322841.1	122019	127183	+	5165	20	4	26	23	225
lncRNA_14134	NW_025322841.1	137838	140675	+	2838	0	0	0	56	0
lncRNA_14135	NW_025322841.1	3607	3943	+	337	0	36	0	28	10
lncRNA_14136	NW_025322841.1	13405	13839	+	435	95	3	61	0	228
lncRNA_14137	NW_025322841.1	21663	22694	+	1032	9	70	58	63	45
lncRNA_14138	NW_025322841.1	29699	29904	+	206	4	0	0	0	24
lncRNA_14139	NW_025322841.1	30965	31217	+	253	0	0	0	0	37
lncRNA_14140	NW_025322841.1	41573	42817	+	1245	31	0	9	3	74
lncRNA_14141	NW_025322841.1	48159	48577	+	419	31	5	25	0	146
lncRNA_14142	NW_025322841.1	49749	50004	+	256	7	3	2	0	8
lncRNA_14143	NW_025322841.1	146474	146741	+	268	13	10	34	0	65
lncRNA_14144	NW_025322842.1	30262	31859	+	1598	66	29	67	9	48
lncRNA_14145	NW_025322842.1	2	776	+	775	15	45	28	16	47
lncRNA_14146	NW_025322843.1	20608	20935	+	328	19	1	1	1	1
lncRNA_14147	NW_025322843.1	22959	23185	+	227	0	0	0	0	87
lncRNA_14148	NW_025322843.1	35141	35665	+	525	0	0	2	0	20
lncRNA_14149	NW_025322843.1	74253	75279	+	1027	0	0	4	4	36
lncRNA_14150	NW_025322843.1	124234	124620	+	387	405	18	302	71	1169
lncRNA_14151	NW_025322843.1	135479	135738	+	260	0	0	1	0	7
lncRNA_14152	NW_025322844.1	142097	145198	+	3102	10	9	0	23	15
lncRNA_14153	NW_025322844.1	140924	141210	+	287	59	0	17	51	12
lncRNA_14154	NW_025322845.1	37689	38737	+	1049	6	5	2	24	9
lncRNA_14155	NW_025322845.1	39439	40010	+	572	18	0	13	2	29
lncRNA_14156	NW_025322845.1	44239	44466	+	228	0	0	5	22	1
lncRNA_14157	NW_025322845.1	46892	47163	+	272	12	24	11	28	2
lncRNA_14158	NW_025322845.1	48579	48866	+	288	12	17	19	10	19
lncRNA_14159	NW_025322845.1	50991	51332	+	342	0	6	4	0	98
lncRNA_14160	NW_025322845.1	62839	63920	+	1082	45	4	24	6	346
lncRNA_14161	NW_025322845.1	90376	90639	+	264	0	7	0	2	0
lncRNA_14162	NW_025322845.1	91713	91998	+	286	1	7	1	10	1
lncRNA_14163	NW_025322845.1	101292	102052	+	761	20	4	12	18	74
lncRNA_14164	NW_025322845.1	123392	123735	+	344	2	0	0	11	5
lncRNA_14165	NW_025322845.1	144981	145470	+	490	117	19	65	39	71
lncRNA_14166	NW_025322845.1	145670	146160	+	491	4	0	0	0	49
lncRNA_14167	NW_025322845.1	148977	149524	+	548	20	0	53	0	88
lncRNA_14168	NW_025322846.1	36793	37036	+	244	0	12	2	35	3
lncRNA_14169	NW_025322846.1	37289	37546	+	258	0	5	10	30	3
lncRNA_14170	NW_025322846.1	56740	57116	+	377	27	0	0	2	0
lncRNA_14171	NW_025322846.1	62568	62927	+	360	13	0	0	25	0
lncRNA_14172	NW_025322846.1	65302	65520	+	219	9	0	1	34	0
lncRNA_14173	NW_025322846.1	99042	99304	+	263	0	0	0	14	11
lncRNA_14174	NW_025322846.1	142690	143571	+	882	0	91	0	0	136
lncRNA_14175	NW_025322847.1	100502	103382	+	2881	206	0	170	189	119
lncRNA_14176	NW_025322847.1	127333	128459	+	1127	205	120	94	206	81
lncRNA_14177	NW_025322847.1	85587	88213	+	2627	79	0	21	69	38
lncRNA_14178	NW_025322848.1	29025	30442	+	1418	18	16	1	21	46
lncRNA_14179	NW_025322848.1	108579	109021	+	443	8	0	10	21	76
lncRNA_14180	NW_025322848.1	6706	8954	+	2249	0	4	0	4	4
lncRNA_14181	NW_025322848.1	6898	10544	+	3647	1	20	4	6	21
lncRNA_14182	NW_025322848.1	4898	5630	+	733	3	0	3	2	34
lncRNA_14183	NW_025322848.1	123238	123681	+	444	26	0	29	6	173
lncRNA_14184	NW_025322848.1	149428	149644	+	217	0	0	0	0	15
lncRNA_14185	NW_025322849.1	122725	123899	+	1175	0	0	0	0	0
lncRNA_14186	NW_025322849.1	122725	123899	+	1175	0	0	0	0	0
lncRNA_14187	NW_025322849.1	67624	67840	+	217	7	12	6	22	5
lncRNA_14188	NW_025322849.1	24391	25015	+	625	18	85	31	129	63
lncRNA_14189	NW_025322849.1	49383	49617	+	235	0	23	0	0	0
lncRNA_14190	NW_025322849.1	57211	57464	+	254	26	0	6	0	46
lncRNA_14191	NW_025322849.1	70792	71088	+	297	0	0	0	1	15
lncRNA_14192	NW_025322849.1	91777	91981	+	205	15	0	9	7	23
lncRNA_14193	NW_025322849.1	92861	93086	+	226	4	5	0	12	16
lncRNA_14194	NW_025322849.1	119842	120061	+	220	0	16	6	1	0
lncRNA_14195	NW_025322849.1	121744	121975	+	232	4	2	0	0	0
lncRNA_14196	NW_025322850.1	115750	116205	+	456	659	5	311	29	3
lncRNA_14197	NW_025322850.1	65702	68588	+	2887	0	0	0	0	0
lncRNA_14198	NW_025322850.1	65702	68588	+	2887	0	0	0	0	0
lncRNA_14199	NW_025322850.1	116230	117731	+	1502	0	0	0	0	0
lncRNA_14200	NW_025322850.1	116248	117731	+	1484	0	0	0	0	0
lncRNA_14201	NW_025322850.1	61939	62150	+	212	2	137	1	7	148
lncRNA_14202	NW_025322851.1	12833	13533	+	701	0	0	0	10	0
lncRNA_14203	NW_025322851.1	119776	120249	+	474	0	0	10	2	0
lncRNA_14204	NW_025322851.1	10384	10815	+	432	43	64	65	61	58
lncRNA_14205	NW_025322851.1	49276	49825	+	550	11	0	20	2	53
lncRNA_14206	NW_025322851.1	69503	69729	+	227	0	0	0	0	25
lncRNA_14207	NW_025322851.1	91204	91748	+	545	0	3	6	5	29
lncRNA_14208	NW_025322852.1	140186	141137	+	952	30	31	62	42	16
lncRNA_14209	NW_025322852.1	138878	139084	+	207	0	0	1	12	0
lncRNA_14210	NW_025322853.1	6627	8356	+	1730	0	0	0	0	0
lncRNA_14211	NW_025322853.1	6627	8356	+	1730	0	0	0	0	0
lncRNA_14212	NW_025322853.1	6647	8356	+	1710	0	0	0	0	0
lncRNA_14213	NW_025322853.1	1	212	+	212	10	0	1	0	0
lncRNA_14214	NW_025322853.1	4418	4910	+	493	2	0	22	0	7
lncRNA_14215	NW_025322853.1	9595	9846	+	252	6	2	0	0	0
lncRNA_14216	NW_025322853.1	49047	49315	+	269	31	0	0	8	6
lncRNA_14217	NW_025322853.1	64131	65179	+	1049	7	126	13	34	35
lncRNA_14218	NW_025322853.1	116607	116857	+	251	2	3	4	0	52
lncRNA_14219	NW_025322854.1	4	6298	+	6295	34	0	22	5	53
lncRNA_14220	NW_025322854.1	1591	8015	+	6425	0	0	0	0	0
lncRNA_14221	NW_025322854.1	1698	6298	+	4601	0	0	0	0	0
lncRNA_14222	NW_025322854.1	435	4874	+	4440	0	0	0	0	0
lncRNA_14223	NW_025322854.1	1814	5830	+	4017	0	0	0	0	0
lncRNA_14224	NW_025322854.1	8392	14338	+	5947	0	0	0	0	0
lncRNA_14225	NW_025322854.1	8470	14338	+	5869	0	0	0	0	0
lncRNA_14226	NW_025322854.1	10296	14685	+	4390	13	2	0	0	41
lncRNA_14227	NW_025322854.1	73038	73482	+	445	0	15	0	57	0
lncRNA_14228	NW_025322854.1	435	13706	+	13272	0	0	0	0	0
lncRNA_14229	NW_025322854.1	1865	13706	+	11842	0	0	0	0	0
lncRNA_14230	NW_025322854.1	1865	13706	+	11842	0	0	0	0	0
lncRNA_14231	NW_025322854.1	3174	13706	+	10533	0	0	0	0	0
lncRNA_14232	NW_025322854.1	5894	13706	+	7813	0	0	0	0	0
lncRNA_14233	NW_025322854.1	9845	13706	+	3862	0	0	0	0	0
lncRNA_14234	NW_025322854.1	5217	9367	+	4151	0	0	0	0	0
lncRNA_14235	NW_025322854.1	5307	7610	+	2304	0	0	0	0	0
lncRNA_14236	NW_025322854.1	129610	136928	+	7319	14	0	31	5	258
lncRNA_14237	NW_025322854.1	15624	16011	+	388	10	0	16	5	92
lncRNA_14238	NW_025322854.1	18793	19448	+	656	2	0	8	0	72
lncRNA_14239	NW_025322854.1	19660	19874	+	215	1	2	7	6	1
lncRNA_14240	NW_025322854.1	27045	27330	+	286	0	0	16	1	51
lncRNA_14241	NW_025322854.1	29208	32194	+	2987	46	42	32	93	74
lncRNA_14242	NW_025322854.1	59484	60242	+	759	40	0	26	14	166
lncRNA_14243	NW_025322854.1	67555	68303	+	749	3	0	24	0	49
lncRNA_14244	NW_025322854.1	68929	69495	+	567	61	4	135	7	440
lncRNA_14245	NW_025322854.1	98023	98320	+	298	1	12	1	3	19
lncRNA_14246	NW_025322855.1	20291	21142	+	852	0	0	0	49	0
lncRNA_14247	NW_025322855.1	21346	21988	+	643	0	0	0	64	0
lncRNA_14248	NW_025322855.1	22208	22454	+	247	0	0	0	16	59
lncRNA_14249	NW_025322855.1	27814	28020	+	207	0	0	10	0	0
lncRNA_14250	NW_025322855.1	135735	136367	+	633	0	0	10	2	112
lncRNA_14251	NW_025322856.1	788	1026	+	239	1	0	12	21	0
lncRNA_14252	NW_025322856.1	132966	133958	+	993	8	476	347	1112	1143
lncRNA_14253	NW_025322857.1	71342	71622	+	281	0	0	0	14	12
lncRNA_14254	NW_025322857.1	34203	34552	+	350	48	7	5	0	58
lncRNA_14255	NW_025322857.1	58334	59518	+	1185	71	288	260	46	24
lncRNA_14256	NW_025322857.1	66887	67237	+	351	16	19	3	45	48
lncRNA_14257	NW_025322857.1	90668	90990	+	323	15	0	8	7	2
lncRNA_14258	NW_025322857.1	92101	92467	+	367	80	61	80	25	17
lncRNA_14259	NW_025322857.1	97890	98496	+	607	0	0	10	1	21
lncRNA_14260	NW_025322857.1	105035	105513	+	479	40	108	53	252	2
lncRNA_14261	NW_025322857.1	119228	119497	+	270	19	0	12	37	0
lncRNA_14262	NW_025322857.1	120034	120272	+	239	19	10	6	18	2
lncRNA_14263	NW_025322857.1	122215	122614	+	400	14	6	8	1	10
lncRNA_14264	NW_025322857.1	127497	127961	+	465	16	2	22	7	15
lncRNA_14265	NW_025322858.1	127974	129074	+	1101	1	2	0	0	258
lncRNA_14266	NW_025322859.1	67586	70845	+	3260	10	7	0	14	6
lncRNA_14267	NW_025322859.1	717	2396	+	1680	79	2	51	8	277
lncRNA_14268	NW_025322859.1	5461	5664	+	204	0	0	0	0	2
lncRNA_14269	NW_025322859.1	57846	58253	+	408	0	0	0	0	31
lncRNA_14270	NW_025322859.1	62673	62884	+	212	0	29	1	7	0
lncRNA_14271	NW_025322859.1	63323	63614	+	292	0	39	0	0	1
lncRNA_14272	NW_025322859.1	64672	64990	+	319	47	0	4	0	12
lncRNA_14273	NW_025322859.1	86613	86893	+	281	0	0	0	0	14
lncRNA_14274	NW_025322859.1	98295	98808	+	514	48	10	51	15	209
lncRNA_14275	NW_025322859.1	123575	124076	+	502	0	0	0	0	4
lncRNA_14276	NW_025322860.1	14173	14989	+	817	6	0	11	1	46
lncRNA_14277	NW_025322860.1	28451	29176	+	726	14	0	24	4	75
lncRNA_14278	NW_025322860.1	51826	52370	+	545	104	58	17	120	15
lncRNA_14279	NW_025322860.1	58550	58885	+	336	2	1	15	7	12
lncRNA_14280	NW_025322860.1	59876	60180	+	305	43	2	20	4	29
lncRNA_14281	NW_025322860.1	61362	61887	+	526	0	5	10	0	40
lncRNA_14282	NW_025322860.1	67558	67867	+	310	17	0	13	0	15
lncRNA_14283	NW_025322860.1	84110	84369	+	260	0	4	7	0	58
lncRNA_14284	NW_025322860.1	91725	92129	+	405	0	0	6	0	54
lncRNA_14285	NW_025322860.1	94098	94343	+	246	7	9	22	4	103
lncRNA_14286	NW_025322860.1	95881	96342	+	462	62	12	117	23	412
lncRNA_14287	NW_025322861.1	661	951	+	291	0	29	55	66	23
lncRNA_14288	NW_025322861.1	105677	106959	+	1283	0	41	30	33	40
lncRNA_14289	NW_025322861.1	116967	117206	+	240	11	23	15	11	9
lncRNA_14290	NW_025322861.1	119133	120894	+	1762	70	75	57	83	96
lncRNA_14291	NW_025322861.1	121482	121900	+	419	51	0	1	4	6
lncRNA_14292	NW_025322861.1	122279	122614	+	336	11	4	6	6	7
lncRNA_14293	NW_025322862.1	124751	125043	+	293	0	2	0	0	55
lncRNA_14294	NW_025322863.1	28831	29036	+	206	4	3	0	10	14
lncRNA_14295	NW_025322863.1	53502	53753	+	252	77	3	64	2	210
lncRNA_14296	NW_025322863.1	54310	54542	+	233	27	0	12	3	18
lncRNA_14297	NW_025322863.1	78806	79502	+	697	3	0	3	0	53
lncRNA_14298	NW_025322863.1	88693	90672	+	1980	101	12	70	86	95
lncRNA_14299	NW_025322863.1	116235	117359	+	1125	9	15	47	90	44
lncRNA_14300	NW_025322863.1	127258	127638	+	381	138	169	13	10	87
lncRNA_14301	NW_025322864.1	91207	96770	+	5564	0	0	0	0	0
lncRNA_14302	NW_025322864.1	91213	96770	+	5558	0	0	0	0	0
lncRNA_14303	NW_025322864.1	98905	99486	+	582	2	0	4	52	30
lncRNA_14304	NW_025322865.1	2360	2622	+	263	0	9	17	9	12
lncRNA_14305	NW_025322865.1	20009	20228	+	220	0	0	0	5	17
lncRNA_14306	NW_025322865.1	36070	36497	+	428	2	6	9	8	16
lncRNA_14307	NW_025322865.1	59002	60055	+	1054	37	24	92	16	36
lncRNA_14308	NW_025322866.1	10733	11014	+	282	0	0	20	1	0
lncRNA_14309	NW_025322866.1	32002	32966	+	965	2	0	0	0	18
lncRNA_14310	NW_025322867.1	105527	105975	+	449	0	0	0	0	25
lncRNA_14311	NW_025322867.1	33414	34701	+	1288	2	0	85	3	158
lncRNA_14312	NW_025322868.1	4381	5821	+	1441	15	11	0	8	1
lncRNA_14313	NW_025322868.1	57378	58225	+	848	27	0	0	0	15
lncRNA_14314	NW_025322868.1	36398	36645	+	248	10	0	6	0	60
lncRNA_14315	NW_025322868.1	41124	41334	+	211	0	0	3	16	0
lncRNA_14316	NW_025322868.1	50483	50729	+	247	12	0	0	18	11
lncRNA_14317	NW_025322868.1	68902	69537	+	636	57	0	40	5	30
lncRNA_14318	NW_025322868.1	111155	111409	+	255	1	0	3	1	28
lncRNA_14319	NW_025322869.1	2183	3063	+	881	13	0	18	0	85
lncRNA_14320	NW_025322869.1	8225	8426	+	202	3	8	1	3	2
lncRNA_14321	NW_025322869.1	9894	10114	+	221	0	0	10	1	15
lncRNA_14322	NW_025322870.1	91800	94971	+	3172	5	1	0	2	2
lncRNA_14323	NW_025322870.1	91853	94568	+	2716	0	0	0	0	0
lncRNA_14324	NW_025322870.1	91853	94568	+	2716	0	0	0	0	0
lncRNA_14325	NW_025322870.1	70809	71530	+	722	3	0	30	0	88
lncRNA_14326	NW_025322870.1	71800	72629	+	830	33	24	28	14	60
lncRNA_14327	NW_025322870.1	79362	79826	+	465	22	4	0	6	68
lncRNA_14328	NW_025322870.1	80654	80991	+	338	16	10	0	14	14
lncRNA_14329	NW_025322870.1	107676	107954	+	279	1	26	0	9	7
lncRNA_14330	NW_025322871.1	7502	7716	+	215	12	0	4	15	21
lncRNA_14331	NW_025322871.1	37179	38773	+	1595	32	35	27	29	82
lncRNA_14332	NW_025322871.1	54351	54777	+	427	0	0	7	26	8
lncRNA_14333	NW_025322871.1	97665	98127	+	463	2	1	0	32	3
lncRNA_14334	NW_025322871.1	107104	107345	+	242	22	0	4	0	3
lncRNA_14335	NW_025322871.1	107653	108588	+	936	81	150	158	19	54
lncRNA_14336	NW_025322872.1	14440	14949	+	510	0	0	11	0	8
lncRNA_14337	NW_025322872.1	3254	6146	+	2893	162	16	196	16	833
lncRNA_14338	NW_025322872.1	17113	17408	+	296	41	1	43	10	187
lncRNA_14339	NW_025322872.1	17781	17992	+	212	1	0	0	0	18
lncRNA_14340	NW_025322872.1	18871	20132	+	1262	25	0	18	1	121
lncRNA_14341	NW_025322872.1	29746	29949	+	204	0	0	33	0	0
lncRNA_14342	NW_025322872.1	34358	34593	+	236	0	0	0	19	0
lncRNA_14343	NW_025322872.1	50931	51180	+	250	22	16	12	7	14
lncRNA_14344	NW_025322873.1	3671	4477	+	807	0	1	0	33	10
lncRNA_14345	NW_025322873.1	5634	6078	+	445	0	23	0	10	1
lncRNA_14346	NW_025322873.1	53620	56073	+	2454	8	0	1	0	20
lncRNA_14347	NW_025322873.1	80500	84302	+	3803	203	35	201	86	433
lncRNA_14348	NW_025322873.1	24058	25280	+	1223	36	48	53	1	161
lncRNA_14349	NW_025322873.1	33394	33644	+	251	0	0	12	0	0
lncRNA_14350	NW_025322873.1	34262	34692	+	431	2	3	2	0	5
lncRNA_14351	NW_025322873.1	36489	37533	+	1045	91	4	77	1	295
lncRNA_14352	NW_025322873.1	45770	46028	+	259	22	4	17	4	54
lncRNA_14353	NW_025322873.1	60478	60722	+	245	24	0	0	0	4
lncRNA_14354	NW_025322873.1	70918	71393	+	476	35	4	20	4	76
lncRNA_14355	NW_025322873.1	87156	87856	+	701	406	16	495	48	1585
lncRNA_14356	NW_025322873.1	88949	89834	+	886	34	0	4	2	23
lncRNA_14357	NW_025322874.1	58361	59433	+	1073	45	70	58	218	36
lncRNA_14358	NW_025322874.1	100561	100770	+	210	10	16	8	11	24
lncRNA_14359	NW_025322874.1	103470	103733	+	264	0	0	1	0	4
lncRNA_14360	NW_025322874.1	104492	104721	+	230	10	7	9	36	25
lncRNA_14361	NW_025322875.1	96440	99042	+	2603	0	2	4	14	36
lncRNA_14362	NW_025322875.1	11928	13889	+	1962	0	0	0	0	0
lncRNA_14363	NW_025322875.1	11928	14026	+	2099	1	0	0	0	0
lncRNA_14364	NW_025322875.1	25471	25715	+	245	7	2	23	1	27
lncRNA_14365	NW_025322875.1	30338	30853	+	516	4	0	22	7	2
lncRNA_14366	NW_025322875.1	31418	31779	+	362	21	0	7	25	44
lncRNA_14367	NW_025322875.1	32372	32579	+	208	0	0	7	4	1
lncRNA_14368	NW_025322875.1	36810	37094	+	285	0	0	1	0	14
lncRNA_14369	NW_025322875.1	37610	37890	+	281	0	0	1	0	14
lncRNA_14370	NW_025322875.1	39145	39427	+	283	0	1	0	5	8
lncRNA_14371	NW_025322875.1	60987	62856	+	1870	31	0	29	11	82
lncRNA_14372	NW_025322875.1	63928	64245	+	318	7	0	32	2	29
lncRNA_14373	NW_025322875.1	90264	91113	+	850	10	0	24	0	68
lncRNA_14374	NW_025322875.1	97908	98387	+	480	0	0	0	0	0
lncRNA_14375	NW_025322875.1	102218	103299	+	1082	17	3	46	7	154
lncRNA_14376	NW_025322876.1	1535	3609	+	2075	38	4	0	0	27
lncRNA_14377	NW_025322876.1	18277	19032	+	756	15	16	8	6	27
lncRNA_14378	NW_025322876.1	20925	21221	+	297	8	6	1	9	13
lncRNA_14379	NW_025322876.1	21739	22483	+	745	34	47	12	13	25
lncRNA_14380	NW_025322876.1	24048	24834	+	787	4	30	10	50	20
lncRNA_14381	NW_025322876.1	25544	26456	+	913	56	35	3	27	7
lncRNA_14382	NW_025322876.1	29280	29680	+	401	63	0	4	0	25
lncRNA_14383	NW_025322876.1	42015	42216	+	202	12	8	0	1	0
lncRNA_14384	NW_025322876.1	42954	43732	+	779	47	38	21	73	40
lncRNA_14385	NW_025322876.1	47245	47517	+	273	25	32	17	21	54
lncRNA_14386	NW_025322876.1	50176	50512	+	337	219	229	61	169	87
lncRNA_14387	NW_025322876.1	52261	52674	+	414	34	0	0	0	0
lncRNA_14388	NW_025322876.1	59452	59680	+	229	0	2	12	0	1
lncRNA_14389	NW_025322876.1	60068	60822	+	755	0	0	52	6	7
lncRNA_14390	NW_025322877.1	2903	3843	+	941	7	36	14	83	56
lncRNA_14391	NW_025322877.1	60	1520	+	1461	7	145	12	459	866
lncRNA_14392	NW_025322877.1	88479	88709	+	231	19	0	19	0	2
lncRNA_14393	NW_025322877.1	92257	92918	+	662	54	32	38	36	80
lncRNA_14394	NW_025322878.1	381	4802	+	4422	0	0	0	0	0
lncRNA_14395	NW_025322878.1	381	6148	+	5768	0	3	3	5	2
lncRNA_14396	NW_025322878.1	8954	17139	+	8186	0	7	3	16	4
lncRNA_14397	NW_025322878.1	16068	17139	+	1072	0	0	0	0	0
lncRNA_14398	NW_025322878.1	18604	19640	+	1037	87	4	0	125	54
lncRNA_14399	NW_025322878.1	30833	31161	+	329	0	3	0	0	12
lncRNA_14400	NW_025322878.1	51065	51266	+	202	0	0	0	1	17
lncRNA_14401	NW_025322878.1	64835	65381	+	547	412	64	98	66	101
lncRNA_14402	NW_025322878.1	66496	66728	+	233	0	0	14	0	0
lncRNA_14403	NW_025322878.1	75338	75590	+	253	0	0	0	21	0
lncRNA_14404	NW_025322878.1	77175	77539	+	365	25	0	0	0	4
lncRNA_14405	NW_025322878.1	78169	78374	+	206	48	0	0	0	1
lncRNA_14406	NW_025322878.1	82389	82820	+	432	6	6	3	8	2
lncRNA_14407	NW_025322878.1	83800	84289	+	490	10	2	8	13	16
lncRNA_14408	NW_025322878.1	84905	85117	+	213	0	0	0	0	10
lncRNA_14409	NW_025322878.1	88093	88632	+	540	6	0	24	0	27
lncRNA_14410	NW_025322878.1	95955	96217	+	263	0	0	3	0	33
lncRNA_14411	NW_025322879.1	7587	25418	+	17832	8	3	4	12	75
lncRNA_14412	NW_025322879.1	63375	65559	+	2185	0	0	0	0	0
lncRNA_14413	NW_025322879.1	63375	65559	+	2185	0	0	0	0	0
lncRNA_14414	NW_025322879.1	6296	6508	+	213	0	0	0	0	2
lncRNA_14415	NW_025322879.1	26331	26688	+	358	8	1	0	0	20
lncRNA_14416	NW_025322879.1	77875	78125	+	251	0	0	0	0	11
lncRNA_14417	NW_025322879.1	78447	78694	+	248	14	0	0	4	4
lncRNA_14418	NW_025322879.1	79423	80540	+	1118	42	53	44	5	209
lncRNA_14419	NW_025322879.1	96794	97091	+	298	3	1	4	12	7
lncRNA_14420	NW_025322879.1	97726	98224	+	499	4	6	4	2	26
lncRNA_14421	NW_025322880.1	42270	43255	+	986	5	0	1	0	0
lncRNA_14422	NW_025322880.1	42571	43255	+	685	0	0	0	0	0
lncRNA_14423	NW_025322880.1	8295	8866	+	572	16	0	13	2	153
lncRNA_14424	NW_025322880.1	23569	24020	+	452	2	38	0	5	15
lncRNA_14425	NW_025322880.1	80220	80580	+	361	22	0	1	8	34
lncRNA_14426	NW_025322881.1	82602	83339	+	738	3	17	2	4	3
lncRNA_14427	NW_025322881.1	37020	37234	+	215	16	5	3	4	0
lncRNA_14428	NW_025322881.1	59760	63332	+	3573	2	189	69	165	138
lncRNA_14429	NW_025322881.1	85504	85744	+	241	3	0	0	0	0
lncRNA_14430	NW_025322881.1	86727	86939	+	213	0	1	8	4	28
lncRNA_14431	NW_025322881.1	89086	90008	+	923	50	0	51	0	84
lncRNA_14432	NW_025322882.1	16488	22991	+	6504	0	0	0	0	15
lncRNA_14433	NW_025322882.1	17736	24581	+	6846	0	0	0	0	0
