Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000033:2087740-2088163	Cluster_6273	N	28	147	17	15	9
Pocillopora_meandrina_HIv1___Sc0000033:2088176-2088584	Cluster_6274	N	43	88	5	5	5
Pocillopora_meandrina_HIv1___Sc0000033:2089472-2090403	Cluster_6275	N	310	420	102	40	109
Pocillopora_meandrina_HIv1___Sc0000033:2227624-2228244	Cluster_6276	N	430	261	46	23	3
Pocillopora_meandrina_HIv1___Sc0000033:2528639-2529055	Cluster_6277	N	43	3	83	0	1
Pocillopora_meandrina_HIv1___Sc0000033:2644759-2645166	Cluster_6278	N	29	24	22	57	20
Pocillopora_meandrina_HIv1___Sc0000033:2647969-2648391	Cluster_6279	N	15	31	16	50	104
Pocillopora_meandrina_HIv1___Sc0000033:2718101-2718523	Cluster_6280	N	14	45	31	50	163
Pocillopora_meandrina_HIv1___Sc0000033:2718875-2719527	Cluster_6281	N	26	129	33	116	275
Pocillopora_meandrina_HIv1___Sc0000033:2866422-2867925	Cluster_6282	N	638	307	318	259	218
Pocillopora_meandrina_HIv1___Sc0000033:2905215-2905624	Cluster_6283	N	0	0	8	71	4
Pocillopora_meandrina_HIv1___Sc0000033:2910222-2910663	Cluster_6284	N	97	29	42	385	8
Pocillopora_meandrina_HIv1___Sc0000033:2913085-2913492	Cluster_6285	N	53	8	7	0	0
Pocillopora_meandrina_HIv1___Sc0000033:3079767-3080198	Cluster_6286	N	120	39	26	27	6
Pocillopora_meandrina_HIv1___Sc0000033:3082788-3083404	Cluster_6287	N	81	14	57	457	31
Pocillopora_meandrina_HIv1___Sc0000033:3084205-3084715	Cluster_6288	N	315	17	105	122	49
Pocillopora_meandrina_HIv1___Sc0000033:3084987-3085943	Cluster_6289	N	290	1115	129	502	92
Pocillopora_meandrina_HIv1___Sc0000033:3086826-3087460	Cluster_6290	N	344	33	18	958	276
Pocillopora_meandrina_HIv1___Sc0000033:3093993-3096069	Cluster_6291	N	1228	1171	313	10676	1242
Pocillopora_meandrina_HIv1___Sc0000033:3096363-3097773	Cluster_6292	N	544	266	91	1022	49
Pocillopora_meandrina_HIv1___Sc0000033:3098435-3101538	Cluster_6293	N	3532	1831	702	1296	1856
Pocillopora_meandrina_HIv1___Sc0000033:3101625-3102139	Cluster_6294	N	3199	1364	375	1408	1593
Pocillopora_meandrina_HIv1___Sc0000033:3102350-3102782	Cluster_6295	N	2083	898	11	124	95
Pocillopora_meandrina_HIv1___Sc0000033:3102834-3103842	Cluster_6296	N	867	51	156	133	43
Pocillopora_meandrina_HIv1___Sc0000033:3103946-3104677	Cluster_6297	N	895	548	1182	680	116
Pocillopora_meandrina_HIv1___Sc0000033:3104763-3110355	Cluster_6298	N	10888	5453	6871	6228	2135
Pocillopora_meandrina_HIv1___Sc0000033:3110696-3111545	Cluster_6299	N	843	40	433	240	34
Pocillopora_meandrina_HIv1___Sc0000033:3111595-3112752	Cluster_6300	N	1037	170	342	675	265
Pocillopora_meandrina_HIv1___Sc0000033:3112803-3117488	Cluster_6301	N	14527	7199	20502	13450	6043
Pocillopora_meandrina_HIv1___Sc0000033:3117976-3118918	Cluster_6302	N	9471	4349	11951	367	1404
Pocillopora_meandrina_HIv1___Sc0000033:3119235-3125163	Cluster_6303	N	24258	10580	25045	18583	10984
Pocillopora_meandrina_HIv1___Sc0000033:3125753-3126547	Cluster_6304	N	804	231	500	231	93
Pocillopora_meandrina_HIv1___Sc0000033:3126776-3127230	Cluster_6305	N	144	25	103	25	28
Pocillopora_meandrina_HIv1___Sc0000033:3127267-3129880	Cluster_6306	N	3871	548	1030	730	1841
Pocillopora_meandrina_HIv1___Sc0000033:3130174-3130645	Cluster_6307	N	85	59	143	55	27
Pocillopora_meandrina_HIv1___Sc0000034:32926-33504	Cluster_6308	N	10	8	442	360	4
Pocillopora_meandrina_HIv1___Sc0000034:167436-167927	Cluster_6309	N	3248	6565	4126	7129	6786
Pocillopora_meandrina_HIv1___Sc0000034:215119-215548	Cluster_6310	N	7	4	7	495	18
Pocillopora_meandrina_HIv1___Sc0000034:218602-219029	Cluster_6311	N	36	1	33	69	54
Pocillopora_meandrina_HIv1___Sc0000034:233014-234459	Cluster_6312	N	17	547	1633	1643	486
Pocillopora_meandrina_HIv1___Sc0000034:234948-235374	Cluster_6313	N	76	9	48	76	21
Pocillopora_meandrina_HIv1___Sc0000034:236037-236577	Cluster_6314	N	65	50	62	76	43
Pocillopora_meandrina_HIv1___Sc0000034:251674-252102	Cluster_6315	N	21	46	7	10	83
Pocillopora_meandrina_HIv1___Sc0000034:252438-252864	Cluster_6316	N	1	150	2	4	31
Pocillopora_meandrina_HIv1___Sc0000034:254122-254550	Cluster_6317	N	5	12	72	4	55
Pocillopora_meandrina_HIv1___Sc0000034:254736-255177	Cluster_6318	N	4	41	132	2	36
Pocillopora_meandrina_HIv1___Sc0000034:264353-264780	Cluster_6319	N	117	6	36	16	19
Pocillopora_meandrina_HIv1___Sc0000034:268956-269690	Cluster_6320	N	44	14	137	26	155
Pocillopora_meandrina_HIv1___Sc0000034:273601-274030	Cluster_6321	N	11	1	269	17	6
Pocillopora_meandrina_HIv1___Sc0000034:281232-281664	Cluster_6322	N	37	11	19	3518	8
Pocillopora_meandrina_HIv1___Sc0000034:284152-284563	Cluster_6323	N	53	7	16	23	17
Pocillopora_meandrina_HIv1___Sc0000034:300245-301292	Cluster_6324	N	180	246	643	165	3340
Pocillopora_meandrina_HIv1___Sc0000034:303272-303701	Cluster_6325	N	1	0	36	55	1
Pocillopora_meandrina_HIv1___Sc0000034:304345-304926	Cluster_6326	N	115	1	240	84	7
Pocillopora_meandrina_HIv1___Sc0000034:306994-307423	Cluster_6327	N	116	12	121	33	50
Pocillopora_meandrina_HIv1___Sc0000034:309422-309848	Cluster_6328	N	106	14	118	56	32
Pocillopora_meandrina_HIv1___Sc0000034:309881-311240	Cluster_6329	N	1077	74	976	317	157
Pocillopora_meandrina_HIv1___Sc0000034:311570-311999	Cluster_6330	N	168	22	227	27	77
Pocillopora_meandrina_HIv1___Sc0000034:377601-378038	Cluster_6331	N	804	36	13	113	70
Pocillopora_meandrina_HIv1___Sc0000034:408804-409230	Cluster_6332	N	2	89	4	40	13
Pocillopora_meandrina_HIv1___Sc0000034:443822-444250	Cluster_6333	N	75	17	24	48	23
Pocillopora_meandrina_HIv1___Sc0000034:552737-553159	Cluster_6334	N	5	7	15	27	19
Pocillopora_meandrina_HIv1___Sc0000034:564007-564436	Cluster_6335	N	420	188	487	2255	67
Pocillopora_meandrina_HIv1___Sc0000034:674187-674705	Cluster_6336	N	30	16	84	116	21
Pocillopora_meandrina_HIv1___Sc0000034:832827-833649	Cluster_6337	N	1271	104	495	177	8
Pocillopora_meandrina_HIv1___Sc0000034:864099-864526	Cluster_6338	N	0	0	1	77	0
Pocillopora_meandrina_HIv1___Sc0000034:909162-909585	Cluster_6339	N	9	0	71	27	1
Pocillopora_meandrina_HIv1___Sc0000034:1411820-1412249	Cluster_6340	N	7	70	1	0	0
Pocillopora_meandrina_HIv1___Sc0000034:1425587-1426014	Cluster_6341	N	0	0	1	144	2
Pocillopora_meandrina_HIv1___Sc0000034:1690392-1690810	Cluster_6342	N	85	32	98	55	24
Pocillopora_meandrina_HIv1___Sc0000034:1758627-1759046	Cluster_6343	N	5	21	15	38	0
Pocillopora_meandrina_HIv1___Sc0000034:2059786-2061107	Cluster_6344	N	501	83	328	331	296
Pocillopora_meandrina_HIv1___Sc0000034:2061327-2061780	Cluster_6345	N	28	110	76	147	51
Pocillopora_meandrina_HIv1___Sc0000034:2061900-2062554	Cluster_6346	N	125	22	44	182	247
Pocillopora_meandrina_HIv1___Sc0000034:2161700-2162206	Cluster_6347	N	240	79	78	17	17
Pocillopora_meandrina_HIv1___Sc0000034:2221418-2221854	Cluster_6348	N	250	399	147	374	524
Pocillopora_meandrina_HIv1___Sc0000034:2262728-2263202	Cluster_6349	N	61	36	24	70	83
Pocillopora_meandrina_HIv1___Sc0000034:2440726-2441146	Cluster_6350	N	80	27	0	11	13
Pocillopora_meandrina_HIv1___Sc0000034:2581784-2582380	Cluster_6351	N	1303	543	1544	1191	1148
Pocillopora_meandrina_HIv1___Sc0000034:2626176-2626794	Cluster_6352	N	143	42	9	13	739
Pocillopora_meandrina_HIv1___Sc0000034:2727977-2728403	Cluster_6353	N	0	0	24	55	2
Pocillopora_meandrina_HIv1___Sc0000034:2746578-2747174	Cluster_6354	N	1268	536	1497	1218	1112
Pocillopora_meandrina_HIv1___Sc0000034:2812994-2813594	Cluster_6355	N	113	2551	10	76	21
Pocillopora_meandrina_HIv1___Sc0000034:2821751-2822178	Cluster_6356	N	89	5	123	14	14
Pocillopora_meandrina_HIv1___Sc0000034:2830459-2830887	Cluster_6357	N	2	155	0	0	0
Pocillopora_meandrina_HIv1___Sc0000034:2836053-2836475	Cluster_6358	N	11	6	127	20	0
Pocillopora_meandrina_HIv1___Sc0000034:2850192-2850828	Cluster_6359	N	157	17	25	456	14
Pocillopora_meandrina_HIv1___Sc0000034:2851262-2853851	Cluster_6360	N	3121	1212	716	3051	362
Pocillopora_meandrina_HIv1___Sc0000034:2867825-2868716	Cluster_6361	N	16	0	280	4	8
Pocillopora_meandrina_HIv1___Sc0000034:2904544-2905250	Cluster_6362	N	120	139	91	69	8
Pocillopora_meandrina_HIv1___Sc0000034:2907200-2907622	Cluster_6363	N	22	49	7	20	2
Pocillopora_meandrina_HIv1___Sc0000034:2908284-2909080	Cluster_6364	N	1058	453	46	754	10
Pocillopora_meandrina_HIv1___Sc0000034:2910217-2910646	Cluster_6365	N	85	41	26	61	9
Pocillopora_meandrina_HIv1___Sc0000034:2937155-2937903	Cluster_6366	N	431	10	252	120	70
Pocillopora_meandrina_HIv1___Sc0000034:2946021-2946448	Cluster_6367	N	1	0	109	1	1
Pocillopora_meandrina_HIv1___Sc0000034:2950488-2950915	Cluster_6368	N	1	0	103	1	0
Pocillopora_meandrina_HIv1___Sc0000034:2954955-2955382	Cluster_6369	N	1	0	92	0	1
Pocillopora_meandrina_HIv1___Sc0000034:2959422-2959849	Cluster_6370	N	3	0	102	1	0
Pocillopora_meandrina_HIv1___Sc0000034:2963889-2964316	Cluster_6371	N	0	1	100	0	0
Pocillopora_meandrina_HIv1___Sc0000034:2976051-2976606	Cluster_6372	N	1604	317	638	672	242
Pocillopora_meandrina_HIv1___Sc0000034:2982314-2982753	Cluster_6373	N	54	2	16	170	7
Pocillopora_meandrina_HIv1___Sc0000034:3000361-3000809	Cluster_6374	N	0	97	293	0	1
Pocillopora_meandrina_HIv1___Sc0000034:3068438-3068862	Cluster_6375	N	90	0	0	21	3
Pocillopora_meandrina_HIv1___Sc0000034:3069260-3069687	Cluster_6376	N	152	0	0	2	0
Pocillopora_meandrina_HIv1___Sc0000035:64573-65019	Cluster_6377	N	96	147	226	11	3
Pocillopora_meandrina_HIv1___Sc0000035:67988-68407	Cluster_6378	N	1	65	45	0	2
Pocillopora_meandrina_HIv1___Sc0000035:144281-144705	Cluster_6379	N	45	0	0	0	98
Pocillopora_meandrina_HIv1___Sc0000035:148078-148501	Cluster_6380	N	79	1	9	1	2
Pocillopora_meandrina_HIv1___Sc0000035:148904-150074	Cluster_6381	N	423	26	443	63	232
Pocillopora_meandrina_HIv1___Sc0000035:214892-215320	Cluster_6382	N	0	0	0	146	2
Pocillopora_meandrina_HIv1___Sc0000035:218978-219411	Cluster_6383	N	131	1	367	444	65
Pocillopora_meandrina_HIv1___Sc0000035:220024-220453	Cluster_6384	N	0	1	10	164	24
Pocillopora_meandrina_HIv1___Sc0000035:271304-271756	Cluster_6385	N	9	35	15	151	1
Pocillopora_meandrina_HIv1___Sc0000035:271912-272396	Cluster_6386	N	39	43	120	135	3
Pocillopora_meandrina_HIv1___Sc0000035:272572-275080	Cluster_6387	N	821	584	1012	1730	95
Pocillopora_meandrina_HIv1___Sc0000035:275279-276534	Cluster_6388	N	387	178	364	544	66
Pocillopora_meandrina_HIv1___Sc0000035:277385-278555	Cluster_6389	N	203	442	145	472	94
Pocillopora_meandrina_HIv1___Sc0000035:282145-282573	Cluster_6390	N	5	195	21	31	46
Pocillopora_meandrina_HIv1___Sc0000035:307392-307920	Cluster_6391	N	1	62	58	33	6
Pocillopora_meandrina_HIv1___Sc0000035:307939-308362	Cluster_6392	N	0	0	49	0	50
Pocillopora_meandrina_HIv1___Sc0000035:309343-309764	Cluster_6393	N	0	0	74	1	58
Pocillopora_meandrina_HIv1___Sc0000035:309811-310471	Cluster_6394	N	1	8	92	138	62
Pocillopora_meandrina_HIv1___Sc0000035:412061-412557	Cluster_6395	N	262	106	356	47	94
Pocillopora_meandrina_HIv1___Sc0000035:578022-578474	Cluster_6396	N	13	41	12	190	5
Pocillopora_meandrina_HIv1___Sc0000035:578632-579059	Cluster_6397	N	45	38	133	121	1
Pocillopora_meandrina_HIv1___Sc0000035:579393-581800	Cluster_6398	N	796	599	1070	1692	105
Pocillopora_meandrina_HIv1___Sc0000035:581999-583807	Cluster_6399	N	624	182	396	572	102
Pocillopora_meandrina_HIv1___Sc0000035:584116-585285	Cluster_6400	N	1828	415	1146	466	65
Pocillopora_meandrina_HIv1___Sc0000035:593477-593906	Cluster_6401	N	5	1	0	1775	2
Pocillopora_meandrina_HIv1___Sc0000035:667118-667546	Cluster_6402	N	138	1	0	7	0
Pocillopora_meandrina_HIv1___Sc0000035:672252-672704	Cluster_6403	N	8	38	24	175	2
Pocillopora_meandrina_HIv1___Sc0000035:676390-676797	Cluster_6404	N	101	0	0	2	0
Pocillopora_meandrina_HIv1___Sc0000035:677758-678185	Cluster_6405	N	2	63	52	79	1
Pocillopora_meandrina_HIv1___Sc0000035:757961-758385	Cluster_6406	N	70	12	0	31	3
Pocillopora_meandrina_HIv1___Sc0000035:763025-763446	Cluster_6407	N	43	0	7	85	0
Pocillopora_meandrina_HIv1___Sc0000035:954470-955072	Cluster_6408	N	662	0	6	3	48
Pocillopora_meandrina_HIv1___Sc0000035:964606-965035	Cluster_6409	N	9	3	146	8	1
Pocillopora_meandrina_HIv1___Sc0000035:981170-981716	Cluster_6410	N	199	1063	1068	0	206
Pocillopora_meandrina_HIv1___Sc0000035:1000950-1001370	Cluster_6411	N	418	646	386	84	20
Pocillopora_meandrina_HIv1___Sc0000035:1080556-1080981	Cluster_6412	N	0	0	1	102	0
Pocillopora_meandrina_HIv1___Sc0000035:1143856-1144329	Cluster_6413	N	160	353	237	318	296
Pocillopora_meandrina_HIv1___Sc0000035:1144745-1145576	Cluster_6414	N	510	1142	652	984	1271
Pocillopora_meandrina_HIv1___Sc0000035:1146812-1147303	Cluster_6415	N	32	64	26	132	401
Pocillopora_meandrina_HIv1___Sc0000035:1472413-1473308	Cluster_6416	N	393	113	52	254	69
Pocillopora_meandrina_HIv1___Sc0000035:1473587-1474099	Cluster_6417	N	216	105	22	313	61
Pocillopora_meandrina_HIv1___Sc0000035:1474121-1474899	Cluster_6418	N	173	40	4	131	25
Pocillopora_meandrina_HIv1___Sc0000035:1475095-1475522	Cluster_6419	N	118	77	50	55	27
Pocillopora_meandrina_HIv1___Sc0000035:1581037-1581465	Cluster_6420	N	6	1	146	15	36
Pocillopora_meandrina_HIv1___Sc0000035:1582195-1582625	Cluster_6421	N	37	2	109	65	30
Pocillopora_meandrina_HIv1___Sc0000035:1582977-1583395	Cluster_6422	N	41	4	125	85	12
Pocillopora_meandrina_HIv1___Sc0000035:1583480-1583908	Cluster_6423	N	34	1	85	73	11
Pocillopora_meandrina_HIv1___Sc0000035:1989820-1989912	Cluster_6424	Y	1288	1019	876	747	670
Pocillopora_meandrina_HIv1___Sc0000035:2501614-2502039	Cluster_6425	N	14	27	12	44	3
Pocillopora_meandrina_HIv1___Sc0000035:2674925-2675335	Cluster_6426	N	100	4	20	22	30
Pocillopora_meandrina_HIv1___Sc0000035:2675412-2676156	Cluster_6427	N	167	16	42	77	24
Pocillopora_meandrina_HIv1___Sc0000035:2743900-2744864	Cluster_6428	N	1373	811	24	21	71
Pocillopora_meandrina_HIv1___Sc0000035:2746976-2747526	Cluster_6429	N	229	38	27	9	313
Pocillopora_meandrina_HIv1___Sc0000036:84755-86650	Cluster_6430	N	4339	1637	2392	1302	1129
Pocillopora_meandrina_HIv1___Sc0000036:86674-87720	Cluster_6431	N	933	270	248	518	274
Pocillopora_meandrina_HIv1___Sc0000036:87873-89407	Cluster_6432	N	2938	1627	1393	2139	1303
Pocillopora_meandrina_HIv1___Sc0000036:201220-201641	Cluster_6433	N	13	53	16	86	39
Pocillopora_meandrina_HIv1___Sc0000036:651439-651919	Cluster_6434	N	193	29	112	80	175
Pocillopora_meandrina_HIv1___Sc0000036:714465-714880	Cluster_6435	N	65	46	18	51	29
Pocillopora_meandrina_HIv1___Sc0000036:1027025-1027429	Cluster_6436	N	10	36	16	42	73
Pocillopora_meandrina_HIv1___Sc0000036:1284759-1285299	Cluster_6437	N	124	197	124	306	434
Pocillopora_meandrina_HIv1___Sc0000036:1286770-1287192	Cluster_6438	N	24	3	23	50	55
Pocillopora_meandrina_HIv1___Sc0000036:1292308-1292851	Cluster_6439	N	327	421	80	150	806
Pocillopora_meandrina_HIv1___Sc0000036:1346400-1346823	Cluster_6440	N	9	19	7	40	75
Pocillopora_meandrina_HIv1___Sc0000036:1389110-1389539	Cluster_6441	N	166	48	242	49	16
Pocillopora_meandrina_HIv1___Sc0000036:1437981-1438412	Cluster_6442	N	158	215	48	41	317
Pocillopora_meandrina_HIv1___Sc0000036:1504251-1504679	Cluster_6443	N	3	124	4	4	4
Pocillopora_meandrina_HIv1___Sc0000036:1527809-1528277	Cluster_6444	N	573	156	440	51	23
Pocillopora_meandrina_HIv1___Sc0000036:1532703-1533139	Cluster_6445	N	32	125	51	67	11
Pocillopora_meandrina_HIv1___Sc0000036:1557087-1557516	Cluster_6446	N	117	58	38	63	55
Pocillopora_meandrina_HIv1___Sc0000036:1572102-1572553	Cluster_6447	N	156	72	105	66	57
Pocillopora_meandrina_HIv1___Sc0000036:1597170-1597606	Cluster_6448	N	543	41	340	209	151
Pocillopora_meandrina_HIv1___Sc0000036:1601496-1601928	Cluster_6449	N	9	1	0	3	1059
Pocillopora_meandrina_HIv1___Sc0000036:1615578-1616029	Cluster_6450	N	165	68	113	65	51
Pocillopora_meandrina_HIv1___Sc0000036:1686687-1687189	Cluster_6451	N	245	34	85	44	16
Pocillopora_meandrina_HIv1___Sc0000036:2265604-2266026	Cluster_6452	N	71	7	4	32	3
Pocillopora_meandrina_HIv1___Sc0000036:2266549-2267225	Cluster_6453	N	376	233	120	125	100
Pocillopora_meandrina_HIv1___Sc0000036:2281183-2281602	Cluster_6454	N	53	45	12	44	28
Pocillopora_meandrina_HIv1___Sc0000036:2400213-2400686	Cluster_6455	N	22273	42013	35607	122019	33148
Pocillopora_meandrina_HIv1___Sc0000036:2716860-2717282	Cluster_6456	N	0	177	7	1	2
Pocillopora_meandrina_HIv1___Sc0000036:2755154-2755583	Cluster_6457	N	11	14	94	37	38
Pocillopora_meandrina_HIv1___Sc0000036:2927793-2928327	Cluster_6458	N	353	505	228	711	1363
Pocillopora_meandrina_HIv1___Sc0000036:2959869-2960604	Cluster_6459	N	102	88	160	3	49
Pocillopora_meandrina_HIv1___Sc0000036:2960936-2961336	Cluster_6460	N	36	30	84	1	15
Pocillopora_meandrina_HIv1___Sc0000036:2961682-2962498	Cluster_6461	N	1099	515	950	1112	407
Pocillopora_meandrina_HIv1___Sc0000037:4441-4869	Cluster_6462	N	1	6	15	2	356
Pocillopora_meandrina_HIv1___Sc0000037:6786-7213	Cluster_6463	N	6	8	152	1	4
Pocillopora_meandrina_HIv1___Sc0000037:13248-13675	Cluster_6464	N	23	0	60	0	0
Pocillopora_meandrina_HIv1___Sc0000037:16609-17010	Cluster_6465	N	27	10	22	25	2
Pocillopora_meandrina_HIv1___Sc0000037:177212-177641	Cluster_6466	N	125	59	44	19	21
Pocillopora_meandrina_HIv1___Sc0000037:373185-373611	Cluster_6467	N	18	166	0	0	0
Pocillopora_meandrina_HIv1___Sc0000037:657487-657914	Cluster_6468	N	0	4	161	9	2
Pocillopora_meandrina_HIv1___Sc0000037:695148-695559	Cluster_6469	N	3	22	3	55	87
Pocillopora_meandrina_HIv1___Sc0000037:705632-706037	Cluster_6470	N	2	25	6	41	65
Pocillopora_meandrina_HIv1___Sc0000037:1082537-1083487	Cluster_6471	N	987	349	763	32	124
Pocillopora_meandrina_HIv1___Sc0000037:1083489-1084357	Cluster_6472	N	204	79	192	54	20
Pocillopora_meandrina_HIv1___Sc0000037:1084558-1086553	Cluster_6473	N	1022	412	1408	466	179
Pocillopora_meandrina_HIv1___Sc0000037:1090517-1090944	Cluster_6474	N	1	0	0	493	0
Pocillopora_meandrina_HIv1___Sc0000037:1092825-1093253	Cluster_6475	N	18	0	7	97	0
Pocillopora_meandrina_HIv1___Sc0000037:1230325-1231032	Cluster_6476	N	236	1	206	184	60
Pocillopora_meandrina_HIv1___Sc0000037:1231089-1231516	Cluster_6477	N	89	8	66	51	25
Pocillopora_meandrina_HIv1___Sc0000037:1306233-1306655	Cluster_6478	N	41	16	48	29	6
Pocillopora_meandrina_HIv1___Sc0000037:1307744-1308170	Cluster_6479	N	42	20	15	49	14
Pocillopora_meandrina_HIv1___Sc0000037:1309506-1309914	Cluster_6480	N	58	19	12	29	15
Pocillopora_meandrina_HIv1___Sc0000037:1803344-1803763	Cluster_6481	N	430	157	725	212	210
Pocillopora_meandrina_HIv1___Sc0000037:1935822-1936401	Cluster_6482	N	69	35	252	66	10
Pocillopora_meandrina_HIv1___Sc0000037:1936420-1937055	Cluster_6483	N	98	40	347	35	4
Pocillopora_meandrina_HIv1___Sc0000037:1937430-1938367	Cluster_6484	N	2172	70	72	1139	162
Pocillopora_meandrina_HIv1___Sc0000037:1939237-1940796	Cluster_6485	N	959	126	189	400	74
Pocillopora_meandrina_HIv1___Sc0000037:2093152-2093575	Cluster_6486	N	66	47	9	0	0
Pocillopora_meandrina_HIv1___Sc0000037:2142047-2142474	Cluster_6487	N	8	0	6	90	4
Pocillopora_meandrina_HIv1___Sc0000037:2252197-2254838	Cluster_6488	N	1897	561	1913	5394	132
Pocillopora_meandrina_HIv1___Sc0000037:2270053-2270481	Cluster_6489	N	2	0	3	0	170
Pocillopora_meandrina_HIv1___Sc0000037:2277242-2277672	Cluster_6490	N	8	45	148	20	1
Pocillopora_meandrina_HIv1___Sc0000037:2277916-2278420	Cluster_6491	N	166	33	8	196	2
Pocillopora_meandrina_HIv1___Sc0000037:2280208-2281531	Cluster_6492	N	7	61	2022	7	27
Pocillopora_meandrina_HIv1___Sc0000037:2281809-2282636	Cluster_6493	N	1	3	669	5	47
Pocillopora_meandrina_HIv1___Sc0000037:2282728-2283298	Cluster_6494	N	10	122	577	427	112
Pocillopora_meandrina_HIv1___Sc0000037:2342605-2343031	Cluster_6495	N	19	61	70	13	10
Pocillopora_meandrina_HIv1___Sc0000037:2417449-2417876	Cluster_6496	N	74	0	15	26	4
Pocillopora_meandrina_HIv1___Sc0000037:2424920-2425999	Cluster_6497	N	34	25	78	778	24
Pocillopora_meandrina_HIv1___Sc0000037:2431072-2431714	Cluster_6498	N	74	29	131	309	29
Pocillopora_meandrina_HIv1___Sc0000037:2432048-2432468	Cluster_6499	N	127	41	89	87	31
Pocillopora_meandrina_HIv1___Sc0000037:2449003-2449426	Cluster_6500	N	68	0	4	1	4
Pocillopora_meandrina_HIv1___Sc0000037:2464093-2464523	Cluster_6501	N	1	109	50	6	15
Pocillopora_meandrina_HIv1___Sc0000037:2473274-2473815	Cluster_6502	N	69	19	37	404	63
Pocillopora_meandrina_HIv1___Sc0000037:2490869-2491294	Cluster_6503	N	3	12	62	2	17
Pocillopora_meandrina_HIv1___Sc0000037:2592424-2592899	Cluster_6504	N	286	1676	400	276	1173
Pocillopora_meandrina_HIv1___Sc0000037:2680229-2680657	Cluster_6505	N	0	2	73	9	32
Pocillopora_meandrina_HIv1___Sc0000037:2696494-2696914	Cluster_6506	N	0	0	1	157	0
Pocillopora_meandrina_HIv1___Sc0000037:2733618-2734033	Cluster_6507	N	41	0	46	1	0
Pocillopora_meandrina_HIv1___Sc0000037:2790803-2791229	Cluster_6508	N	45	36	18	50	6
Pocillopora_meandrina_HIv1___Sc0000038:60657-61165	Cluster_6509	N	58	176	91	171	381
Pocillopora_meandrina_HIv1___Sc0000038:211854-212281	Cluster_6510	N	20	36	243	3	10
Pocillopora_meandrina_HIv1___Sc0000038:212683-213109	Cluster_6511	N	20	7	185	1	0
Pocillopora_meandrina_HIv1___Sc0000038:246164-246579	Cluster_6512	N	11	21	15	62	62
Pocillopora_meandrina_HIv1___Sc0000038:287117-287545	Cluster_6513	N	0	2	89	68	12
Pocillopora_meandrina_HIv1___Sc0000038:502976-503393	Cluster_6514	N	16	27	8	11	17
Pocillopora_meandrina_HIv1___Sc0000038:628652-629098	Cluster_6515	N	144	117	121	117	12
Pocillopora_meandrina_HIv1___Sc0000038:629192-629743	Cluster_6516	N	222	34	182	188	19
Pocillopora_meandrina_HIv1___Sc0000038:630886-631496	Cluster_6517	N	287	111	284	108	80
Pocillopora_meandrina_HIv1___Sc0000038:631535-631961	Cluster_6518	N	99	31	89	164	0
Pocillopora_meandrina_HIv1___Sc0000038:632216-632643	Cluster_6519	N	4	6	4	130	5
Pocillopora_meandrina_HIv1___Sc0000038:1141528-1142272	Cluster_6520	N	0	1	57	467	2
Pocillopora_meandrina_HIv1___Sc0000038:1216907-1217348	Cluster_6521	N	49	67	59	72	62
Pocillopora_meandrina_HIv1___Sc0000038:1251510-1251939	Cluster_6522	N	61	0	72	25	2
Pocillopora_meandrina_HIv1___Sc0000038:1252307-1253285	Cluster_6523	N	121	109	401	150	252
Pocillopora_meandrina_HIv1___Sc0000038:1257056-1257821	Cluster_6524	N	252	18	147	79	18
Pocillopora_meandrina_HIv1___Sc0000038:1257984-1258448	Cluster_6525	N	126	11	51	15	10
Pocillopora_meandrina_HIv1___Sc0000038:1259181-1259624	Cluster_6526	N	115	15	23	76	8
Pocillopora_meandrina_HIv1___Sc0000038:1263833-1264863	Cluster_6527	N	510	263	266	182	93
Pocillopora_meandrina_HIv1___Sc0000038:1269354-1269797	Cluster_6528	N	133	35	139	39	16
Pocillopora_meandrina_HIv1___Sc0000038:1270504-1270931	Cluster_6529	N	2	1	2	81	5
Pocillopora_meandrina_HIv1___Sc0000038:1271207-1272255	Cluster_6530	N	856	50	444	259	37
Pocillopora_meandrina_HIv1___Sc0000038:1272757-1273178	Cluster_6531	N	0	2	0	215	9
Pocillopora_meandrina_HIv1___Sc0000038:1274815-1275420	Cluster_6532	N	201	0	151	11	3
Pocillopora_meandrina_HIv1___Sc0000038:1277615-1278355	Cluster_6533	N	281	46	177	85	35
Pocillopora_meandrina_HIv1___Sc0000038:1278888-1281935	Cluster_6534	N	14808	5775	6430	12372	1854
Pocillopora_meandrina_HIv1___Sc0000038:1282338-1285466	Cluster_6535	N	8541	4383	21132	9520	1335
Pocillopora_meandrina_HIv1___Sc0000038:1285568-1286857	Cluster_6536	N	1662	558	1133	919	407
Pocillopora_meandrina_HIv1___Sc0000038:1287164-1289504	Cluster_6537	N	8386	9222	10496	2095	5750
Pocillopora_meandrina_HIv1___Sc0000038:1289836-1292288	Cluster_6538	N	118352	45799	101487	84503	22174
